State,County,Name,Total Households,Households!With an Internet Subscription
17,049,"Effingham County, Illinois",14030,12638
17,051,"Fayette County, Illinois",7832,6448
17,053,"Ford County, Illinois",5728,4897
17,055,"Franklin County, Illinois",16130,13351
17,057,"Fulton County, Illinois",13902,12044
17,059,"Gallatin County, Illinois",2096,1621
17,061,"Greene County, Illinois",4514,3890
17,063,"Grundy County, Illinois",20518,18572
17,065,"Hamilton County, Illinois",3350,2722
17,067,"Hancock County, Illinois",7515,6200
17,069,"Hardin County, Illinois",1484,1128
17,071,"Henderson County, Illinois",2662,2203
17,073,"Henry County, Illinois",20261,17219
17,075,"Iroquois County, Illinois",11333,9582
17,077,"Jackson County, Illinois",23088,19791
17,079,"Jasper County, Illinois",3766,3349
17,081,"Jefferson County, Illinois",14805,12639
17,083,"Jersey County, Illinois",7984,6715
17,085,"Jo Daviess County, Illinois",10385,9044
17,087,"Johnson County, Illinois",4133,3304
17,089,"Kane County, Illinois",183196,169617
17,091,"Kankakee County, Illinois",40895,35629
17,093,"Kendall County, Illinois",44526,42384
17,095,"Knox County, Illinois",20765,16745
17,097,"Lake County, Illinois",256660,240238
17,099,"LaSalle County, Illinois",45092,39171
17,101,"Lawrence County, Illinois",5414,4793
17,103,"Lee County, Illinois",13382,11487
17,105,"Livingston County, Illinois",14614,12514
17,107,"Logan County, Illinois",11122,9511
17,109,"McDonough County, Illinois",11760,9638
17,111,"McHenry County, Illinois",116329,110788
17,113,"McLean County, Illinois",69072,60711
17,115,"Macon County, Illinois",43334,36946
17,117,"Macoupin County, Illinois",17431,15142
17,119,"Madison County, Illinois",109385,98538
17,121,"Marion County, Illinois",15465,13179
17,123,"Marshall County, Illinois",4964,4161
17,125,"Mason County, Illinois",5714,4965
17,127,"Massac County, Illinois",5482,4278
17,129,"Menard County, Illinois",5195,4656
17,131,"Mercer County, Illinois",6413,5735
17,133,"Monroe County, Illinois",13830,12689
17,135,"Montgomery County, Illinois",11265,9343
17,137,"Morgan County, Illinois",13125,10843
17,139,"Moultrie County, Illinois",5822,4725
17,141,"Ogle County, Illinois",20695,18020
17,143,"Peoria County, Illinois",77074,68180
17,145,"Perry County, Illinois",7994,6842
17,147,"Piatt County, Illinois",6851,6001
17,149,"Pike County, Illinois",5815,4684
17,151,"Pope County, Illinois",1364,996
17,153,"Pulaski County, Illinois",1862,1062
17,155,"Putnam County, Illinois",2473,2094
17,157,"Randolph County, Illinois",11671,9897
17,159,"Richland County, Illinois",6401,5558
17,161,"Rock Island County, Illinois",61192,54704
17,163,"St. Clair County, Illinois",101273,89376
17,165,"Saline County, Illinois",10032,7656
17,167,"Sangamon County, Illinois",84290,74128
17,169,"Schuyler County, Illinois",2732,2391
17,171,"Scott County, Illinois",2032,1690
17,173,"Shelby County, Illinois",8795,7619
17,175,"Stark County, Illinois",2289,1923
17,177,"Stephenson County, Illinois",19469,16493
17,179,"Tazewell County, Illinois",53812,47555
17,181,"Union County, Illinois",6914,4991
17,183,"Vermilion County, Illinois",30185,25850
17,185,"Wabash County, Illinois",4784,3978
17,187,"Warren County, Illinois",6722,5688
17,189,"Washington County, Illinois",5722,5004
17,191,"Wayne County, Illinois",6853,5546
17,193,"White County, Illinois",5669,4380
17,195,"Whiteside County, Illinois",23215,19541
17,197,"Will County, Illinois",241310,225181
17,199,"Williamson County, Illinois",28774,25027
17,201,"Winnebago County, Illinois",115449,101380
17,203,"Woodford County, Illinois",14704,12988
18,001,"Adams County, Indiana",12345,9587
18,003,"Allen County, Indiana",154183,140255
18,005,"Bartholomew County, Indiana",32984,30397
18,007,"Benton County, Indiana",3469,3058
18,009,"Blackford County, Indiana",5060,4236
18,011,"Boone County, Indiana",27948,25919
18,013,"Brown County, Indiana",6695,5898
18,015,"Carroll County, Indiana",8024,6438
18,017,"Cass County, Indiana",14924,12371
18,019,"Clark County, Indiana",49184,43293
18,021,"Clay County, Indiana",10541,9156
18,023,"Clinton County, Indiana",12396,10370
18,025,"Crawford County, Indiana",4573,3226
18,027,"Daviess County, Indiana",11568,9278
18,029,"Dearborn County, Indiana",20148,18116
18,031,"Decatur County, Indiana",10518,9168
18,033,"DeKalb County, Indiana",17008,14531
18,035,"Delaware County, Indiana",46146,40480
18,037,"Dubois County, Indiana",17588,15167
18,039,"Elkhart County, Indiana",71760,63409
18,041,"Fayette County, Indiana",9479,7987
18,043,"Floyd County, Indiana",31173,27259
18,045,"Fountain County, Indiana",6854,5961
18,047,"Franklin County, Indiana",9131,7591
18,049,"Fulton County, Indiana",7927,6827
18,051,"Gibson County, Indiana",13156,11617
18,053,"Grant County, Indiana",26757,23290
18,055,"Greene County, Indiana",12781,10327
18,057,"Hamilton County, Indiana",133171,128031
18,059,"Hancock County, Indiana",32246,29905
18,061,"Harrison County, Indiana",15154,12450
18,063,"Hendricks County, Indiana",65839,61418
18,065,"Henry County, Indiana",18460,16043
18,067,"Howard County, Indiana",35129,31215
18,069,"Huntington County, Indiana",15227,12953
18,071,"Jackson County, Indiana",17745,14726
18,073,"Jasper County, Indiana",12586,11329
18,075,"Jay County, Indiana",7959,6430
18,077,"Jefferson County, Indiana",12699,10463
18,079,"Jennings County, Indiana",10760,9200
18,081,"Johnson County, Indiana",61513,56181
18,083,"Knox County, Indiana",15110,12991
18,085,"Kosciusko County, Indiana",31747,27383
18,087,"LaGrange County, Indiana",12804,8532
18,089,"Lake County, Indiana",193474,170666
18,091,"LaPorte County, Indiana",43681,38695
18,093,"Lawrence County, Indiana",19156,16058
18,095,"Madison County, Indiana",52843,46548
18,097,"Marion County, Indiana",396662,354524
18,099,"Marshall County, Indiana",17377,14271
18,101,"Martin County, Indiana",3928,3313
18,103,"Miami County, Indiana",13270,11454
18,105,"Monroe County, Indiana",58264,52416
18,107,"Montgomery County, Indiana",15524,13677
18,109,"Morgan County, Indiana",27713,24809
18,111,"Newton County, Indiana",5591,4965
18,113,"Noble County, Indiana",17971,15251
18,115,"Ohio County, Indiana",2567,2216
18,117,"Orange County, Indiana",7994,6808
18,119,"Owen County, Indiana",8598,6935
18,121,"Parke County, Indiana",5985,4598
18,123,"Perry County, Indiana",7751,6417
18,125,"Pike County, Indiana",4994,4021
18,127,"Porter County, Indiana",68049,62356
18,129,"Posey County, Indiana",10270,9255
18,131,"Pulaski County, Indiana",4894,4307
18,133,"Putnam County, Indiana",13980,12067
18,135,"Randolph County, Indiana",10182,8562
18,137,"Ripley County, Indiana",11356,9778
18,139,"Rush County, Indiana",6650,5575
18,141,"St. Joseph County, Indiana",107005,94465
18,143,"Scott County, Indiana",9637,8355
18,145,"Shelby County, Indiana",18145,15823
18,147,"Spencer County, Indiana",7979,6416
18,149,"Starke County, Indiana",8758,7307
18,151,"Steuben County, Indiana",13765,11650
18,153,"Sullivan County, Indiana",7697,6310
18,155,"Switzerland County, Indiana",3897,3039
18,157,"Tippecanoe County, Indiana",74415,66599
18,159,"Tipton County, Indiana",6265,5650
18,161,"Union County, Indiana",2852,2484
18,163,"Vanderburgh County, Indiana",77198,69255
18,165,"Vermillion County, Indiana",6560,5698
18,167,"Vigo County, Indiana",42595,36669
18,169,"Wabash County, Indiana",12554,11026
18,171,"Warren County, Indiana",3359,3013
18,173,"Warrick County, Indiana",24697,22612
18,175,"Washington County, Indiana",10994,8997
18,177,"Wayne County, Indiana",26818,23540
18,179,"Wells County, Indiana",11360,9444
18,181,"White County, Indiana",9865,8689
18,183,"Whitley County, Indiana",13929,12377
19,001,"Adair County, Iowa",3260,2700
19,003,"Adams County, Iowa",1530,1267
19,005,"Allamakee County, Iowa",6024,5141
19,007,"Appanoose County, Iowa",5006,4178
19,009,"Audubon County, Iowa",2525,2123
19,011,"Benton County, Iowa",10111,8946
19,013,"Black Hawk County, Iowa",53740,47415
19,015,"Boone County, Iowa",10935,9668
19,017,"Bremer County, Iowa",9693,8865
19,019,"Buchanan County, Iowa",8150,7031
19,021,"Buena Vista County, Iowa",7543,6979
19,023,"Butler County, Iowa",5887,5032
19,025,"Calhoun County, Iowa",3886,3430
19,027,"Carroll County, Iowa",8750,7516
19,029,"Cass County, Iowa",5789,4800
19,031,"Cedar County, Iowa",7539,6567
19,033,"Cerro Gordo County, Iowa",19421,16980
19,035,"Cherokee County, Iowa",5082,4328
19,037,"Chickasaw County, Iowa",4985,4238
19,039,"Clarke County, Iowa",4001,3383
19,041,"Clay County, Iowa",7249,6396
19,043,"Clayton County, Iowa",7406,6078
19,045,"Clinton County, Iowa",19434,16736
19,047,"Crawford County, Iowa",6229,5476
19,049,"Dallas County, Iowa",40868,37655
19,051,"Davis County, Iowa",3169,2251
19,053,"Decatur County, Iowa",3049,2472
19,055,"Delaware County, Iowa",7176,6203
19,057,"Des Moines County, Iowa",17188,15162
19,059,"Dickinson County, Iowa",8650,7691
19,061,"Dubuque County, Iowa",40585,36343
19,063,"Emmet County, Iowa",3922,3396
19,065,"Fayette County, Iowa",8203,6887
19,067,"Floyd County, Iowa",6620,5435
19,069,"Franklin County, Iowa",4084,3356
19,071,"Fremont County, Iowa",2760,2356
19,073,"Greene County, Iowa",3928,3463
19,075,"Grundy County, Iowa",5085,4476
19,077,"Guthrie County, Iowa",4587,4018
19,079,"Hamilton County, Iowa",6317,5284
19,081,"Hancock County, Iowa",4614,4022
19,083,"Hardin County, Iowa",7010,5817
19,085,"Harrison County, Iowa",6004,5084
19,087,"Henry County, Iowa",7617,6556
19,089,"Howard County, Iowa",3672,3092
19,091,"Humboldt County, Iowa",4236,3651
19,093,"Ida County, Iowa",2994,2592
19,095,"Iowa County, Iowa",6849,6103
19,097,"Jackson County, Iowa",8303,7033
19,099,"Jasper County, Iowa",14748,13302
19,101,"Jefferson County, Iowa",6878,6039
19,103,"Johnson County, Iowa",62214,55697
19,105,"Jones County, Iowa",8109,6973
19,107,"Keokuk County, Iowa",4065,3407
19,109,"Kossuth County, Iowa",6502,5647
19,111,"Lee County, Iowa",14305,12319
19,113,"Linn County, Iowa",95051,87008
19,115,"Louisa County, Iowa",4143,3657
19,117,"Lucas County, Iowa",3672,2852
19,119,"Lyon County, Iowa",4444,4011
19,121,"Madison County, Iowa",6625,5618
19,123,"Mahaska County, Iowa",8891,7697
19,125,"Marion County, Iowa",13409,11735
19,127,"Marshall County, Iowa",15546,13430
19,129,"Mills County, Iowa",5349,4785
19,131,"Mitchell County, Iowa",4477,4001
19,133,"Monona County, Iowa",3891,3244
19,135,"Monroe County, Iowa",2991,2465
19,137,"Montgomery County, Iowa",4609,3827
19,139,"Muscatine County, Iowa",17170,15593
19,141,"O'Brien County, Iowa",5791,5148
19,143,"Osceola County, Iowa",2606,2254
19,145,"Page County, Iowa",6161,5298
19,147,"Palo Alto County, Iowa",3739,3255
19,149,"Plymouth County, Iowa",10297,9260
19,151,"Pocahontas County, Iowa",3084,2658
19,153,"Polk County, Iowa",202404,183631
19,155,"Pottawattamie County, Iowa",37531,31638
19,157,"Poweshiek County, Iowa",7791,6530
19,159,"Ringgold County, Iowa",1869,1570
19,161,"Sac County, Iowa",4251,3542
19,163,"Scott County, Iowa",72675,64867
19,165,"Shelby County, Iowa",4983,4289
19,167,"Sioux County, Iowa",12576,11477
19,169,"Story County, Iowa",38708,30597
19,171,"Tama County, Iowa",6731,5696
19,173,"Taylor County, Iowa",2471,2104
19,175,"Union County, Iowa",5055,4314
19,177,"Van Buren County, Iowa",2898,2200
19,179,"Wapello County, Iowa",14088,11749
19,181,"Warren County, Iowa",20219,18381
19,183,"Washington County, Iowa",9048,7939
19,185,"Wayne County, Iowa",2554,2031
19,187,"Webster County, Iowa",15641,13157
19,189,"Winnebago County, Iowa",4591,4045
19,191,"Winneshiek County, Iowa",8197,7096
19,193,"Woodbury County, Iowa",40503,34925
19,195,"Worth County, Iowa",3195,2711
19,197,"Wright County, Iowa",5352,4431
20,001,"Allen County, Kansas",5014,4140
20,003,"Anderson County, Kansas",3287,2370
20,005,"Atchison County, Kansas",5876,4936
20,007,"Barber County, Kansas",1806,1534
20,009,"Barton County, Kansas",10219,8762
20,011,"Bourbon County, Kansas",5770,5068
20,013,"Brown County, Kansas",3719,3152
20,015,"Butler County, Kansas",25025,22195
20,017,"Chase County, Kansas",1145,919
20,019,"Chautauqua County, Kansas",1315,1098
20,021,"Cherokee County, Kansas",7727,6516
20,023,"Cheyenne County, Kansas",1186,1000
20,025,"Clark County, Kansas",813,696
20,027,"Clay County, Kansas",3629,3074
20,029,"Cloud County, Kansas",3670,3067
20,031,"Coffey County, Kansas",3547,3065
20,033,"Comanche County, Kansas",821,693
20,035,"Cowley County, Kansas",13339,11201
20,037,"Crawford County, Kansas",15897,13671
20,039,"Decatur County, Kansas",1373,1209
20,041,"Dickinson County, Kansas",7958,7143
20,043,"Doniphan County, Kansas",2670,2346
20,045,"Douglas County, Kansas",49939,45714
20,047,"Edwards County, Kansas",1187,1013
20,049,"Elk County, Kansas",1076,910
20,051,"Ellis County, Kansas",12186,11244
20,053,"Ellsworth County, Kansas",2329,1996
20,055,"Finney County, Kansas",13198,11631
20,057,"Ford County, Kansas",11768,10314
20,059,"Franklin County, Kansas",10289,8628
20,061,"Geary County, Kansas",13787,12926
20,063,"Gove County, Kansas",1171,939
20,065,"Graham County, Kansas",1181,1032
20,067,"Grant County, Kansas",2377,2241
20,069,"Gray County, Kansas",2078,1797
20,071,"Greeley County, Kansas",524,484
20,073,"Greenwood County, Kansas",2604,2128
20,075,"Hamilton County, Kansas",770,691
20,077,"Harper County, Kansas",2205,1803
20,079,"Harvey County, Kansas",13478,11407
20,081,"Haskell County, Kansas",1384,1234
20,083,"Hodgeman County, Kansas",666,532
20,085,"Jackson County, Kansas",5100,4468
20,087,"Jefferson County, Kansas",7390,6552
20,089,"Jewell County, Kansas",1268,1027
20,091,"Johnson County, Kansas",244777,234560
20,093,"Kearny County, Kansas",1365,1252
20,095,"Kingman County, Kansas",3088,2545
20,097,"Kiowa County, Kansas",948,759
20,099,"Labette County, Kansas",8057,6433
20,101,"Lane County, Kansas",725,597
20,103,"Leavenworth County, Kansas",29754,27025
20,105,"Lincoln County, Kansas",1221,957
20,107,"Linn County, Kansas",4299,3594
20,109,"Logan County, Kansas",1238,1120
20,111,"Lyon County, Kansas",13322,11809
20,113,"McPherson County, Kansas",12151,10820
20,115,"Marion County, Kansas",4692,3937
20,117,"Marshall County, Kansas",4101,3512
20,119,"Meade County, Kansas",1496,1293
20,121,"Miami County, Kansas",13532,11691
20,123,"Mitchell County, Kansas",2567,2178
20,125,"Montgomery County, Kansas",12871,10840
20,127,"Morris County, Kansas",2499,2123
20,129,"Morton County, Kansas",950,802
20,131,"Nemaha County, Kansas",4047,3466
20,133,"Neosho County, Kansas",6322,5199
20,135,"Ness County, Kansas",1163,1043
20,137,"Norton County, Kansas",1917,1776
20,139,"Osage County, Kansas",6362,5322
20,141,"Osborne County, Kansas",1609,1352
20,143,"Ottawa County, Kansas",2377,2079
20,145,"Pawnee County, Kansas",2415,2154
20,147,"Phillips County, Kansas",2182,1870
20,149,"Pottawatomie County, Kansas",9084,8286
20,151,"Pratt County, Kansas",3521,2965
20,153,"Rawlins County, Kansas",1166,991
20,155,"Reno County, Kansas",25344,20966
20,157,"Republic County, Kansas",1994,1496
20,159,"Rice County, Kansas",3694,3164
20,161,"Riley County, Kansas",27137,24664
20,163,"Rooks County, Kansas",2142,1801
20,165,"Rush County, Kansas",1382,1250
20,167,"Russell County, Kansas",3099,2694
20,169,"Saline County, Kansas",22299,19483
20,171,"Scott County, Kansas",2190,1792
20,173,"Sedgwick County, Kansas",205024,186189
20,175,"Seward County, Kansas",7208,6273
20,177,"Shawnee County, Kansas",74528,64224
20,179,"Sheridan County, Kansas",1022,944
20,181,"Sherman County, Kansas",2358,2165
20,183,"Smith County, Kansas",1578,1342
20,185,"Stafford County, Kansas",1598,1381
20,187,"Stanton County, Kansas",822,701
20,189,"Stevens County, Kansas",1789,1612
20,191,"Sumner County, Kansas",8974,7597
20,193,"Thomas County, Kansas",3101,2778
20,195,"Trego County, Kansas",1346,1198
20,197,"Wabaunsee County, Kansas",2616,2199
20,199,"Wallace County, Kansas",660,576
20,201,"Washington County, Kansas",2371,1817
20,203,"Wichita County, Kansas",878,822
20,205,"Wilson County, Kansas",3515,2789
20,207,"Woodson County, Kansas",1226,1015
20,209,"Wyandotte County, Kansas",61241,53108
21,001,"Adair County, Kentucky",6986,5922
21,003,"Allen County, Kentucky",7852,6200
21,005,"Anderson County, Kentucky",9496,8314
21,007,"Ballard County, Kentucky",3121,2683
21,009,"Barren County, Kentucky",17972,15301
21,011,"Bath County, Kentucky",4743,3970
21,013,"Bell County, Kentucky",9526,7352
21,015,"Boone County, Kentucky",50341,46756
21,017,"Bourbon County, Kentucky",8128,6878
21,019,"Boyd County, Kentucky",19016,16435
21,021,"Boyle County, Kentucky",11806,10218
21,023,"Bracken County, Kentucky",3263,2837
21,025,"Breathitt County, Kentucky",5532,4349
21,027,"Breckinridge County, Kentucky",7647,6094
21,029,"Bullitt County, Kentucky",31425,28399
21,031,"Butler County, Kentucky",4561,3596
21,033,"Caldwell County, Kentucky",5187,4391
21,035,"Calloway County, Kentucky",15086,12453
21,037,"Campbell County, Kentucky",39232,35573
21,039,"Carlisle County, Kentucky",1876,1621
21,041,"Carroll County, Kentucky",4087,3279
21,043,"Carter County, Kentucky",10371,8245
21,045,"Casey County, Kentucky",6217,4915
21,047,"Christian County, Kentucky",25676,21105
21,049,"Clark County, Kentucky",14934,13281
21,051,"Clay County, Kentucky",7178,5975
21,053,"Clinton County, Kentucky",3762,2975
21,055,"Crittenden County, Kentucky",3553,2746
21,057,"Cumberland County, Kentucky",2430,1909
21,059,"Daviess County, Kentucky",41157,36801
21,061,"Edmonson County, Kentucky",4955,4269
21,063,"Elliott County, Kentucky",2289,1756
21,065,"Estill County, Kentucky",5900,4479
21,067,"Fayette County, Kentucky",137803,125481
21,069,"Fleming County, Kentucky",5779,4574
21,071,"Floyd County, Kentucky",14460,11983
21,073,"Franklin County, Kentucky",22548,19337
21,075,"Fulton County, Kentucky",2494,2139
21,077,"Gallatin County, Kentucky",3250,2741
21,079,"Garrard County, Kentucky",6625,5696
21,081,"Grant County, Kentucky",9235,8112
21,083,"Graves County, Kentucky",14152,11503
21,085,"Grayson County, Kentucky",9772,7880
21,087,"Green County, Kentucky",4394,3557
21,089,"Greenup County, Kentucky",14600,12031
21,091,"Hancock County, Kentucky",3537,2958
21,093,"Hardin County, Kentucky",43485,38902
21,095,"Harlan County, Kentucky",10500,8654
21,097,"Harrison County, Kentucky",7239,5654
21,099,"Hart County, Kentucky",7222,6000
21,101,"Henderson County, Kentucky",18458,16372
21,103,"Henry County, Kentucky",6147,5030
21,105,"Hickman County, Kentucky",1640,1470
21,107,"Hopkins County, Kentucky",18169,15985
21,109,"Jackson County, Kentucky",5015,4142
21,111,"Jefferson County, Kentucky",329392,297028
21,113,"Jessamine County, Kentucky",19645,17672
21,115,"Johnson County, Kentucky",8843,7651
21,117,"Kenton County, Kentucky",67593,61907
21,119,"Knott County, Kentucky",5448,4347
21,121,"Knox County, Kentucky",11326,9475
21,123,"Larue County, Kentucky",5966,5146
21,125,"Laurel County, Kentucky",23835,20978
21,127,"Lawrence County, Kentucky",6150,4957
21,129,"Lee County, Kentucky",2606,1969
21,131,"Leslie County, Kentucky",3909,3131
21,133,"Letcher County, Kentucky",8367,6925
21,135,"Lewis County, Kentucky",4905,4051
21,137,"Lincoln County, Kentucky",9684,8071
21,139,"Livingston County, Kentucky",3502,2929
21,141,"Logan County, Kentucky",10922,9239
21,143,"Lyon County, Kentucky",3315,3004
21,145,"McCracken County, Kentucky",27287,24355
21,147,"McCreary County, Kentucky",5595,4343
21,149,"McLean County, Kentucky",3608,3080
21,151,"Madison County, Kentucky",36722,32337
21,153,"Magoffin County, Kentucky",4564,3794
21,155,"Marion County, Kentucky",7590,6528
21,157,"Marshall County, Kentucky",13150,11118
21,159,"Martin County, Kentucky",3935,3193
21,161,"Mason County, Kentucky",6927,5696
21,163,"Meade County, Kentucky",10798,9715
21,165,"Menifee County, Kentucky",2387,1816
21,167,"Mercer County, Kentucky",9137,7847
21,169,"Metcalfe County, Kentucky",4245,3528
21,171,"Monroe County, Kentucky",4586,3726
21,173,"Montgomery County, Kentucky",10950,9773
21,175,"Morgan County, Kentucky",4747,3923
21,177,"Muhlenberg County, Kentucky",11937,10043
21,179,"Nelson County, Kentucky",18787,16767
21,181,"Nicholas County, Kentucky",2745,2095
21,183,"Ohio County, Kentucky",9155,7446
21,185,"Oldham County, Kentucky",22457,21277
21,187,"Owen County, Kentucky",4261,3226
21,189,"Owsley County, Kentucky",1506,1097
21,191,"Pendleton County, Kentucky",5333,4064
21,193,"Perry County, Kentucky",11293,9853
21,195,"Pike County, Kentucky",24449,19741
21,197,"Powell County, Kentucky",4629,3574
21,199,"Pulaski County, Kentucky",25920,21637
21,201,"Robertson County, Kentucky",791,568
21,203,"Rockcastle County, Kentucky",6428,5081
21,205,"Rowan County, Kentucky",9345,8606
21,207,"Russell County, Kentucky",7210,5838
21,209,"Scott County, Kentucky",22119,20078
21,211,"Shelby County, Kentucky",17850,16391
21,213,"Simpson County, Kentucky",7689,6592
21,215,"Spencer County, Kentucky",7062,6274
21,217,"Taylor County, Kentucky",10045,8624
21,219,"Todd County, Kentucky",4434,3290
21,221,"Trigg County, Kentucky",6012,4624
21,223,"Trimble County, Kentucky",3277,2591
21,225,"Union County, Kentucky",5128,4575
21,227,"Warren County, Kentucky",54208,49546
21,229,"Washington County, Kentucky",4650,3779
21,231,"Wayne County, Kentucky",8028,6650
21,233,"Webster County, Kentucky",4920,4184
21,235,"Whitley County, Kentucky",13570,10893
21,237,"Wolfe County, Kentucky",2545,2043
21,239,"Woodford County, Kentucky",10743,9781
22,001,"Acadia Parish, Louisiana",21529,17187
22,003,"Allen Parish, Louisiana",7659,5907
22,005,"Ascension Parish, Louisiana",46773,42559
22,007,"Assumption Parish, Louisiana",8420,6773
22,009,"Avoyelles Parish, Louisiana",14540,11059
22,011,"Beauregard Parish, Louisiana",13691,12122
22,013,"Bienville Parish, Louisiana",5425,3518
22,015,"Bossier Parish, Louisiana",49661,41143
22,017,"Caddo Parish, Louisiana",94917,78820
22,019,"Calcasieu Parish, Louisiana",76995,65630
22,021,"Caldwell Parish, Louisiana",3686,2779
22,023,"Cameron Parish, Louisiana",2034,1670
22,025,"Catahoula Parish, Louisiana",3076,2283
22,027,"Claiborne Parish, Louisiana",5019,2550
22,029,"Concordia Parish, Louisiana",6575,5201
22,031,"De Soto Parish, Louisiana",10293,8122
22,033,"East Baton Rouge Parish, Louisiana",175408,158099
22,035,"East Carroll Parish, Louisiana",2508,1691
22,037,"East Feliciana Parish, Louisiana",6536,5211
22,039,"Evangeline Parish, Louisiana",12240,9574
22,041,"Franklin Parish, Louisiana",7351,5064
22,043,"Grant Parish, Louisiana",7195,5588
22,045,"Iberia Parish, Louisiana",26869,22944
22,047,"Iberville Parish, Louisiana",11032,9252
22,049,"Jackson Parish, Louisiana",5602,4126
22,051,"Jefferson Parish, Louisiana",176986,154060
22,053,"Jefferson Davis Parish, Louisiana",11704,8933
22,055,"Lafayette Parish, Louisiana",99357,90525
22,057,"Lafourche Parish, Louisiana",37397,31823
22,059,"LaSalle Parish, Louisiana",4883,4264
22,061,"Lincoln Parish, Louisiana",18341,14620
22,063,"Livingston Parish, Louisiana",51362,46543
22,065,"Madison Parish, Louisiana",3020,2145
22,067,"Morehouse Parish, Louisiana",9779,7011
22,069,"Natchitoches Parish, Louisiana",14108,11390
22,071,"Orleans Parish, Louisiana",155060,129634
22,073,"Ouachita Parish, Louisiana",60804,49210
22,075,"Plaquemines Parish, Louisiana",8200,7276
22,077,"Pointe Coupee Parish, Louisiana",8202,6618
22,079,"Rapides Parish, Louisiana",48660,41587
22,081,"Red River Parish, Louisiana",3002,2205
22,083,"Richland Parish, Louisiana",7251,4933
22,085,"Sabine Parish, Louisiana",8485,6634
22,087,"St. Bernard Parish, Louisiana",15803,13529
22,089,"St. Charles Parish, Louisiana",18622,17272
22,091,"St. Helena Parish, Louisiana",4101,2800
22,093,"St. James Parish, Louisiana",7436,6361
22,095,"St. John the Baptist Parish, Louisiana",14922,13361
22,097,"St. Landry Parish, Louisiana",31638,22416
22,099,"St. Martin Parish, Louisiana",19963,16300
22,101,"St. Mary Parish, Louisiana",18705,16282
22,103,"St. Tammany Parish, Louisiana",103286,95709
22,105,"Tangipahoa Parish, Louisiana",50191,44134
22,107,"Tensas Parish, Louisiana",1629,1064
22,109,"Terrebonne Parish, Louisiana",41841,35939
22,111,"Union Parish, Louisiana",8247,5367
22,113,"Vermilion Parish, Louisiana",21914,19420
22,115,"Vernon Parish, Louisiana",17754,15500
22,117,"Washington Parish, Louisiana",17651,12510
22,119,"Webster Parish, Louisiana",14761,9017
22,121,"West Baton Rouge Parish, Louisiana",10400,9501
22,123,"West Carroll Parish, Louisiana",3875,2474
22,125,"West Feliciana Parish, Louisiana",3911,3434
22,127,"Winn Parish, Louisiana",4883,3755
23,001,"Androscoggin County, Maine",46632,41639
23,003,"Aroostook County, Maine",29684,23880
23,005,"Cumberland County, Maine",130003,119252
23,007,"Franklin County, Maine",12457,10556
23,009,"Hancock County, Maine",24992,22348
23,011,"Kennebec County, Maine",53936,48569
23,013,"Knox County, Maine",17979,16277
23,015,"Lincoln County, Maine",16201,14123
23,017,"Oxford County, Maine",23694,20429
23,019,"Penobscot County, Maine",64769,56899
23,021,"Piscataquis County, Maine",8111,6809
23,023,"Sagadahoc County, Maine",16175,15055
23,025,"Somerset County, Maine",22737,19526
23,027,"Waldo County, Maine",17476,15635
23,029,"Washington County, Maine",13989,11657
23,031,"York County, Maine",90250,82625
24,001,"Allegany County, Maryland",27436,23037
24,003,"Anne Arundel County, Maryland",223602,212384
24,005,"Baltimore County, Maryland",330151,299687
24,009,"Calvert County, Maryland",33485,31124
24,011,"Caroline County, Maryland",12181,10539
24,013,"Carroll County, Maryland",63487,58239
24,015,"Cecil County, Maryland",40172,36511
24,017,"Charles County, Maryland",60199,55957
24,019,"Dorchester County, Maryland",13324,11422
24,021,"Frederick County, Maryland",101807,94358
24,023,"Garrett County, Maryland",12565,10483
24,025,"Harford County, Maryland",100271,92684
24,027,"Howard County, Maryland",120066,115491
24,029,"Kent County, Maryland",8530,6953
24,031,"Montgomery County, Maryland",387881,369861
24,033,"Prince George's County, Maryland",344586,320246
24,035,"Queen Anne's County, Maryland",19637,17124
24,037,"St. Mary's County, Maryland",41743,37998
24,039,"Somerset County, Maryland",8296,6938
24,041,"Talbot County, Maryland",16211,14488
24,043,"Washington County, Maryland",59411,51834
24,045,"Wicomico County, Maryland",40034,35583
24,047,"Worcester County, Maryland",23827,21498
24,510,"Baltimore city, Maryland",250608,208645
25,001,"Barnstable County, Massachusetts",102981,96731
25,003,"Berkshire County, Massachusetts",56517,50538
25,005,"Bristol County, Massachusetts",232202,206115
25,007,"Dukes County, Massachusetts",7362,6809
25,009,"Essex County, Massachusetts",311676,285284
25,011,"Franklin County, Massachusetts",31498,28405
25,013,"Hampden County, Massachusetts",184217,161061
25,015,"Hampshire County, Massachusetts",61770,56717
25,017,"Middlesex County, Massachusetts",630939,594856
25,019,"Nantucket County, Massachusetts",5048,4798
25,021,"Norfolk County, Massachusetts",281408,265405
25,023,"Plymouth County, Massachusetts",200995,185228
25,025,"Suffolk County, Massachusetts",322184,291105
25,027,"Worcester County, Massachusetts",333273,306523
26,001,"Alcona County, Michigan",5116,4184
26,003,"Alger County, Michigan",3490,2933
26,005,"Allegan County, Michigan",44984,40567
26,007,"Alpena County, Michigan",12734,10540
26,009,"Antrim County, Michigan",11034,9726
26,011,"Arenac County, Michigan",6421,5494
26,013,"Baraga County, Michigan",3337,2747
