State,County,Name,Total Households,Households!With an Internet Subscription
36,071,"Orange County, New York",137311,121963
36,073,"Orleans County, New York",16208,14113
36,075,"Oswego County, New York",47132,42403
36,077,"Otsego County, New York",22608,19436
36,079,"Putnam County, New York",35054,33229
36,081,"Queens County, New York",828230,752048
36,083,"Rensselaer County, New York",66233,59856
36,085,"Richmond County, New York",170047,152680
36,087,"Rockland County, New York",103284,90827
36,089,"St. Lawrence County, New York",41732,35432
36,091,"Saratoga County, New York",99835,92123
36,093,"Schenectady County, New York",66324,58687
36,095,"Schoharie County, New York",12439,10782
36,097,"Schuyler County, New York",7405,6313
36,099,"Seneca County, New York",13679,11604
36,101,"Steuben County, New York",38916,33610
36,103,"Suffolk County, New York",512280,475279
36,105,"Sullivan County, New York",30215,26544
36,107,"Tioga County, New York",20214,18139
36,109,"Tompkins County, New York",43269,39022
36,111,"Ulster County, New York",73105,66879
36,113,"Warren County, New York",30041,26932
36,115,"Washington County, New York",24254,21004
36,117,"Wayne County, New York",38222,33771
36,119,"Westchester County, New York",370256,342686
36,121,"Wyoming County, New York",16263,13806
36,123,"Yates County, New York",9095,7149
37,001,"Alamance County, North Carolina",68441,60390
37,003,"Alexander County, North Carolina",13895,11770
37,005,"Alleghany County, North Carolina",5049,4113
37,007,"Anson County, North Carolina",8314,7077
37,009,"Ashe County, North Carolina",11999,9676
37,011,"Avery County, North Carolina",6559,5483
37,013,"Beaufort County, North Carolina",19103,16166
37,015,"Bertie County, North Carolina",7024,4980
37,017,"Bladen County, North Carolina",11635,9728
37,019,"Brunswick County, North Carolina",64436,59822
37,021,"Buncombe County, North Carolina",102672,90368
37,023,"Burke County, North Carolina",35873,29741
37,025,"Cabarrus County, North Carolina",80370,73427
37,027,"Caldwell County, North Carolina",32766,27909
37,029,"Camden County, North Carolina",3948,3641
37,031,"Carteret County, North Carolina",31198,28766
37,033,"Caswell County, North Carolina",8677,6927
37,035,"Catawba County, North Carolina",65201,57119
37,037,"Chatham County, North Carolina",32253,28004
37,039,"Cherokee County, North Carolina",13042,10805
37,041,"Chowan County, North Carolina",5989,5013
37,043,"Clay County, North Carolina",5041,3995
37,045,"Cleveland County, North Carolina",37218,30075
37,047,"Columbus County, North Carolina",19227,15489
37,049,"Craven County, North Carolina",41472,34710
37,051,"Cumberland County, North Carolina",128118,115025
37,053,"Currituck County, North Carolina",11497,10527
37,055,"Dare County, North Carolina",16483,15324
37,057,"Davidson County, North Carolina",68512,59773
37,059,"Davie County, North Carolina",16873,15525
37,061,"Duplin County, North Carolina",20096,15903
37,063,"Durham County, North Carolina",138502,128586
37,065,"Edgecombe County, North Carolina",19533,15168
37,067,"Forsyth County, North Carolina",155743,139115
37,069,"Franklin County, North Carolina",27442,24267
37,071,"Gaston County, North Carolina",92287,80621
37,073,"Gates County, North Carolina",4219,3138
37,075,"Graham County, North Carolina",3312,2672
37,077,"Granville County, North Carolina",22176,19735
37,079,"Greene County, North Carolina",6831,5521
37,081,"Guilford County, North Carolina",215807,192840
37,083,"Halifax County, North Carolina",20269,14300
37,085,"Harnett County, North Carolina",48639,40717
37,087,"Haywood County, North Carolina",26772,22254
37,089,"Henderson County, North Carolina",50423,44453
37,091,"Hertford County, North Carolina",8329,6625
37,093,"Hoke County, North Carolina",18763,16687
37,095,"Hyde County, North Carolina",2115,1457
37,097,"Iredell County, North Carolina",73913,68544
37,099,"Jackson County, North Carolina",18164,13927
37,101,"Johnston County, North Carolina",82293,70979
37,103,"Jones County, North Carolina",3915,3008
37,105,"Lee County, North Carolina",24659,18784
37,107,"Lenoir County, North Carolina",22930,18275
37,109,"Lincoln County, North Carolina",35681,32307
37,111,"McDowell County, North Carolina",18445,15374
37,113,"Macon County, North Carolina",18090,14680
37,115,"Madison County, North Carolina",8399,6893
37,117,"Martin County, North Carolina",9361,7626
37,119,"Mecklenburg County, North Carolina",455494,424474
37,121,"Mitchell County, North Carolina",6411,5160
37,123,"Montgomery County, North Carolina",10075,7961
37,125,"Moore County, North Carolina",42814,38438
37,127,"Nash County, North Carolina",38123,31550
37,129,"New Hanover County, North Carolina",102376,94146
37,131,"Northampton County, North Carolina",7597,5327
37,133,"Onslow County, North Carolina",72516,66864
37,135,"Orange County, North Carolina",56456,52866
37,137,"Pamlico County, North Carolina",5228,4463
37,139,"Pasquotank County, North Carolina",15394,13852
37,141,"Pender County, North Carolina",24152,21276
37,143,"Perquimans County, North Carolina",5580,4696
37,145,"Person County, North Carolina",16211,14220
37,147,"Pitt County, North Carolina",73404,64023
37,149,"Polk County, North Carolina",8727,7262
37,151,"Randolph County, North Carolina",56970,49053
37,153,"Richmond County, North Carolina",16863,14287
37,155,"Robeson County, North Carolina",42744,31504
37,157,"Rockingham County, North Carolina",39018,32063
37,159,"Rowan County, North Carolina",57762,51351
37,161,"Rutherford County, North Carolina",26589,22024
37,163,"Sampson County, North Carolina",21321,17713
37,165,"Scotland County, North Carolina",12376,10462
37,167,"Stanly County, North Carolina",24436,21350
37,169,"Stokes County, North Carolina",19374,16529
37,171,"Surry County, North Carolina",29366,24564
37,173,"Swain County, North Carolina",5837,4439
37,175,"Transylvania County, North Carolina",14590,12598
37,177,"Tyrrell County, North Carolina",1426,1062
37,179,"Union County, North Carolina",82231,76897
37,181,"Vance County, North Carolina",16081,13278
37,183,"Wake County, North Carolina",445636,422272
37,185,"Warren County, North Carolina",7930,6103
37,187,"Washington County, North Carolina",4832,3524
37,189,"Watauga County, North Carolina",21187,18862
37,191,"Wayne County, North Carolina",46888,41617
37,193,"Wilkes County, North Carolina",26975,23382
37,195,"Wilson County, North Carolina",32860,26857
37,197,"Yadkin County, North Carolina",14893,12545
37,199,"Yancey County, North Carolina",8188,6634
38,001,"Adams County, North Dakota",1019,813
38,003,"Barnes County, North Dakota",4852,3941
38,005,"Benson County, North Dakota",1922,1572
38,007,"Billings County, North Dakota",372,295
38,009,"Bottineau County, North Dakota",2695,2459
38,011,"Bowman County, North Dakota",1237,1106
38,013,"Burke County, North Dakota",931,853
38,015,"Burleigh County, North Dakota",40361,35854
38,017,"Cass County, North Dakota",81668,72913
38,019,"Cavalier County, North Dakota",1539,1297
38,021,"Dickey County, North Dakota",1953,1595
38,023,"Divide County, North Dakota",935,851
38,025,"Dunn County, North Dakota",1513,1310
38,027,"Eddy County, North Dakota",1142,973
38,029,"Emmons County, North Dakota",1516,1171
38,031,"Foster County, North Dakota",1515,1363
38,033,"Golden Valley County, North Dakota",663,565
38,035,"Grand Forks County, North Dakota",31045,27182
38,037,"Grant County, North Dakota",1072,868
38,039,"Griggs County, North Dakota",946,801
38,041,"Hettinger County, North Dakota",1107,922
38,043,"Kidder County, North Dakota",1129,838
38,045,"LaMoure County, North Dakota",1712,1496
38,047,"Logan County, North Dakota",773,617
38,049,"McHenry County, North Dakota",2265,1845
38,051,"McIntosh County, North Dakota",1191,959
38,053,"McKenzie County, North Dakota",5910,5065
38,055,"McLean County, North Dakota",4261,3587
38,057,"Mercer County, North Dakota",3594,3178
38,059,"Morton County, North Dakota",13529,12138
38,061,"Mountrail County, North Dakota",3839,3320
38,063,"Nelson County, North Dakota",1295,1029
38,065,"Oliver County, North Dakota",727,629
38,067,"Pembina County, North Dakota",2959,2506
38,069,"Pierce County, North Dakota",1840,1632
38,071,"Ramsey County, North Dakota",5185,4251
38,073,"Ransom County, North Dakota",2305,1964
38,075,"Renville County, North Dakota",922,859
38,077,"Richland County, North Dakota",6764,5995
38,079,"Rolette County, North Dakota",3686,3189
38,081,"Sargent County, North Dakota",1734,1516
38,083,"Sheridan County, North Dakota",676,569
38,085,"Sioux County, North Dakota",1067,811
38,087,"Slope County, North Dakota",340,271
38,089,"Stark County, North Dakota",13217,11706
38,091,"Steele County, North Dakota",731,556
38,093,"Stutsman County, North Dakota",9295,7969
38,095,"Towner County, North Dakota",958,805
38,097,"Traill County, North Dakota",3316,2698
38,099,"Walsh County, North Dakota",4450,3679
38,101,"Ward County, North Dakota",28290,25437
38,103,"Wells County, North Dakota",1808,1472
38,105,"Williams County, North Dakota",15308,13646
39,001,"Adams County, Ohio",10230,8454
39,003,"Allen County, Ohio",40928,36029
39,005,"Ashland County, Ohio",20654,17857
39,007,"Ashtabula County, Ohio",38959,33534
39,009,"Athens County, Ohio",22722,19373
39,011,"Auglaize County, Ohio",18951,16658
39,013,"Belmont County, Ohio",26450,22277
39,015,"Brown County, Ohio",17145,14225
39,017,"Butler County, Ohio",145232,132491
39,019,"Carroll County, Ohio",11476,9001
39,021,"Champaign County, Ohio",15512,13748
39,023,"Clark County, Ohio",55325,49629
39,025,"Clermont County, Ohio",84334,77632
39,027,"Clinton County, Ohio",16534,14486
39,029,"Columbiana County, Ohio",41375,35461
39,031,"Coshocton County, Ohio",14860,11973
39,033,"Crawford County, Ohio",18120,16004
39,035,"Cuyahoga County, Ohio",554173,484645
39,037,"Darke County, Ohio",21332,18292
39,039,"Defiance County, Ohio",15376,13558
39,041,"Delaware County, Ohio",80455,77053
39,043,"Erie County, Ohio",32122,27812
39,045,"Fairfield County, Ohio",59979,54789
39,047,"Fayette County, Ohio",11635,10036
39,049,"Franklin County, Ohio",547922,511427
39,051,"Fulton County, Ohio",16881,15088
39,053,"Gallia County, Ohio",11305,8631
39,055,"Geauga County, Ohio",35587,31022
39,057,"Greene County, Ohio",67478,62374
39,059,"Guernsey County, Ohio",16247,13804
39,061,"Hamilton County, Ohio",352181,318864
39,063,"Hancock County, Ohio",31618,28523
39,065,"Hardin County, Ohio",11711,9966
39,067,"Harrison County, Ohio",5921,4905
39,069,"Henry County, Ohio",11226,9892
39,071,"Highland County, Ohio",16814,13581
39,073,"Hocking County, Ohio",11565,10000
39,075,"Holmes County, Ohio",13326,8345
39,077,"Huron County, Ohio",23432,20561
39,079,"Jackson County, Ohio",12672,10442
39,081,"Jefferson County, Ohio",27127,22947
39,083,"Knox County, Ohio",23435,20538
39,085,"Lake County, Ohio",100319,92191
39,087,"Lawrence County, Ohio",22501,19074
39,089,"Licking County, Ohio",68305,62998
39,091,"Logan County, Ohio",19558,17259
39,093,"Lorain County, Ohio",125856,109320
39,095,"Lucas County, Ohio",182146,160964
39,097,"Madison County, Ohio",15361,13787
39,099,"Mahoning County, Ohio",98190,85338
39,101,"Marion County, Ohio",24524,21499
39,103,"Medina County, Ohio",72500,66560
39,105,"Meigs County, Ohio",8875,6661
39,107,"Mercer County, Ohio",16278,14772
39,109,"Miami County, Ohio",44562,40545
39,111,"Monroe County, Ohio",5510,4324
39,113,"Montgomery County, Ohio",230149,205643
39,115,"Morgan County, Ohio",5633,4390
39,117,"Morrow County, Ohio",13449,11970
39,119,"Muskingum County, Ohio",34243,30140
39,121,"Noble County, Ohio",4587,3472
39,123,"Ottawa County, Ohio",18091,15531
39,125,"Paulding County, Ohio",7543,6156
39,127,"Perry County, Ohio",13349,11287
39,129,"Pickaway County, Ohio",21412,18843
39,131,"Pike County, Ohio",10816,8526
39,133,"Portage County, Ohio",64560,57297
39,135,"Preble County, Ohio",16742,14416
39,137,"Putnam County, Ohio",13173,11504
39,139,"Richland County, Ohio",50068,43519
39,141,"Ross County, Ohio",29429,25736
39,143,"Sandusky County, Ohio",24452,21312
39,145,"Scioto County, Ohio",28637,24314
39,147,"Seneca County, Ohio",22099,19123
39,149,"Shelby County, Ohio",18786,17124
39,151,"Stark County, Ohio",155366,133808
39,153,"Summit County, Ohio",229503,207561
39,155,"Trumbull County, Ohio",86135,71942
39,157,"Tuscarawas County, Ohio",38127,31934
39,159,"Union County, Ohio",23495,22139
39,161,"Van Wert County, Ohio",11651,10150
39,163,"Vinton County, Ohio",5222,4188
39,165,"Warren County, Ohio",90288,85448
39,167,"Washington County, Ohio",24887,21290
39,169,"Wayne County, Ohio",44192,37104
39,171,"Williams County, Ohio",15455,13215
39,173,"Wood County, Ohio",54156,49914
39,175,"Wyandot County, Ohio",9064,7797
40,001,"Adair County, Oklahoma",6926,4286
40,003,"Alfalfa County, Oklahoma",1890,1627
40,005,"Atoka County, Oklahoma",4867,3777
40,007,"Beaver County, Oklahoma",1695,1490
40,009,"Beckham County, Oklahoma",8192,7126
40,011,"Blaine County, Oklahoma",3393,2867
40,013,"Bryan County, Oklahoma",18234,14662
40,015,"Caddo County, Oklahoma",9108,7561
40,017,"Canadian County, Oklahoma",57464,53433
40,019,"Carter County, Oklahoma",18887,15499
40,021,"Cherokee County, Oklahoma",18403,15147
40,023,"Choctaw County, Oklahoma",5858,4310
40,025,"Cimarron County, Oklahoma",702,540
40,027,"Cleveland County, Oklahoma",115293,106338
40,029,"Coal County, Oklahoma",2070,1664
40,031,"Comanche County, Oklahoma",44718,39789
40,033,"Cotton County, Oklahoma",2051,1690
40,035,"Craig County, Oklahoma",5248,3802
40,037,"Creek County, Oklahoma",27830,24309
40,039,"Custer County, Oklahoma",10784,9693
40,041,"Delaware County, Oklahoma",16930,13986
40,043,"Dewey County, Oklahoma",1595,1338
40,045,"Ellis County, Oklahoma",1447,1184
40,047,"Garfield County, Oklahoma",23910,20574
40,049,"Garvin County, Oklahoma",10000,8648
40,051,"Grady County, Oklahoma",20540,17607
40,053,"Grant County, Oklahoma",1555,1159
40,055,"Greer County, Oklahoma",2030,1623
40,057,"Harmon County, Oklahoma",950,781
40,059,"Harper County, Oklahoma",1255,999
40,061,"Haskell County, Oklahoma",4568,3673
40,063,"Hughes County, Oklahoma",4003,3165
40,065,"Jackson County, Oklahoma",9778,8697
40,067,"Jefferson County, Oklahoma",2160,1557
40,069,"Johnston County, Oklahoma",3915,3094
40,071,"Kay County, Oklahoma",16716,13677
40,073,"Kingfisher County, Oklahoma",5639,5022
40,075,"Kiowa County, Oklahoma",3345,2816
40,077,"Latimer County, Oklahoma",3852,2960
40,079,"Le Flore County, Oklahoma",17740,13898
40,081,"Lincoln County, Oklahoma",12972,10325
40,083,"Logan County, Oklahoma",17536,15934
40,085,"Love County, Oklahoma",3767,3145
40,087,"McClain County, Oklahoma",16025,14619
40,089,"McCurtain County, Oklahoma",11304,8744
40,091,"McIntosh County, Oklahoma",7618,5650
40,093,"Major County, Oklahoma",3201,2863
40,095,"Marshall County, Oklahoma",5747,4578
40,097,"Mayes County, Oklahoma",15267,13171
40,099,"Murray County, Oklahoma",4974,3775
40,101,"Muskogee County, Oklahoma",25792,19669
40,103,"Noble County, Oklahoma",4203,3423
40,105,"Nowata County, Oklahoma",3715,2564
40,107,"Okfuskee County, Oklahoma",3908,3025
40,109,"Oklahoma County, Oklahoma",323102,292330
40,111,"Okmulgee County, Oklahoma",14177,11597
40,113,"Osage County, Oklahoma",17074,14762
40,115,"Ottawa County, Oklahoma",11755,9467
40,117,"Pawnee County, Oklahoma",6002,4691
40,119,"Payne County, Oklahoma",32341,27660
40,121,"Pittsburg County, Oklahoma",17649,15130
40,123,"Pontotoc County, Oklahoma",14974,12626
40,125,"Pottawatomie County, Oklahoma",26581,22979
40,127,"Pushmataha County, Oklahoma",4376,3009
40,129,"Roger Mills County, Oklahoma",1423,1236
40,131,"Rogers County, Oklahoma",35722,31843
40,133,"Seminole County, Oklahoma",8701,6412
40,135,"Sequoyah County, Oklahoma",15184,12139
40,137,"Stephens County, Oklahoma",17228,14420
40,139,"Texas County, Oklahoma",6870,6011
40,141,"Tillman County, Oklahoma",2655,2005
40,143,"Tulsa County, Oklahoma",268530,243067
40,145,"Wagoner County, Oklahoma",30565,27898
40,147,"Washington County, Oklahoma",20596,17679
40,149,"Washita County, Oklahoma",4101,3443
40,151,"Woods County, Oklahoma",3488,2807
40,153,"Woodward County, Oklahoma",8116,7093
41,001,"Baker County, Oregon",7263,6437
41,003,"Benton County, Oregon",38286,35532
41,005,"Clackamas County, Oregon",162762,151462
41,007,"Clatsop County, Oregon",18095,16525
41,009,"Columbia County, Oregon",20710,19147
41,011,"Coos County, Oregon",28417,25410
41,013,"Crook County, Oregon",10647,9436
41,015,"Curry County, Oregon",11280,10162
41,017,"Deschutes County, Oregon",83197,77525
41,019,"Douglas County, Oregon",46677,40636
41,021,"Gilliam County, Oregon",869,763
41,023,"Grant County, Oregon",3352,2776
41,025,"Harney County, Oregon",3141,2480
41,027,"Hood River County, Oregon",9021,8255
41,029,"Jackson County, Oregon",90679,81453
41,031,"Jefferson County, Oregon",8659,7707
41,033,"Josephine County, Oregon",36336,32815
41,035,"Klamath County, Oregon",28840,24594
41,037,"Lake County, Oregon",3422,2433
41,039,"Lane County, Oregon",159509,146188
41,041,"Lincoln County, Oregon",22829,20810
41,043,"Linn County, Oregon",50534,45738
41,045,"Malheur County, Oregon",10039,8729
41,047,"Marion County, Oregon",125413,114724
41,049,"Morrow County, Oregon",4322,3846
41,051,"Multnomah County, Oregon",347392,323613
41,053,"Polk County, Oregon",32574,29509
41,055,"Sherman County, Oregon",784,656
41,057,"Tillamook County, Oregon",11817,10558
41,059,"Umatilla County, Oregon",28194,24071
41,061,"Union County, Oregon",10856,9129
41,063,"Wallowa County, Oregon",3356,2769
41,065,"Wasco County, Oregon",10411,9164
41,067,"Washington County, Oregon",232366,220501
41,069,"Wheeler County, Oregon",663,530
41,071,"Yamhill County, Oregon",38836,35653
42,001,"Adams County, Pennsylvania",40411,36066
42,003,"Allegheny County, Pennsylvania",546507,491616
42,005,"Armstrong County, Pennsylvania",28007,23931
42,007,"Beaver County, Pennsylvania",71975,63397
42,009,"Bedford County, Pennsylvania",19763,16383
42,011,"Berks County, Pennsylvania",161701,142826
42,013,"Blair County, Pennsylvania",50548,42964
42,015,"Bradford County, Pennsylvania",24487,20808
42,017,"Bucks County, Pennsylvania",247674,233238
42,019,"Butler County, Pennsylvania",80245,72081
42,021,"Cambria County, Pennsylvania",55692,46466
42,023,"Cameron County, Pennsylvania",2229,1821
42,025,"Carbon County, Pennsylvania",27093,23949
42,027,"Centre County, Pennsylvania",59006,50530
42,029,"Chester County, Pennsylvania",202405,190732
42,031,"Clarion County, Pennsylvania",14982,12592
42,033,"Clearfield County, Pennsylvania",32089,26326
42,035,"Clinton County, Pennsylvania",15258,12783
42,037,"Columbia County, Pennsylvania",25874,22445
42,039,"Crawford County, Pennsylvania",33616,28405
42,041,"Cumberland County, Pennsylvania",105187,95873
42,043,"Dauphin County, Pennsylvania",119763,107107
42,045,"Delaware County, Pennsylvania",216660,199990
42,047,"Elk County, Pennsylvania",13481,11603
42,049,"Erie County, Pennsylvania",110106,96595
42,051,"Fayette County, Pennsylvania",54962,45656
42,053,"Forest County, Pennsylvania",1944,1409
42,055,"Franklin County, Pennsylvania",63028,55699
42,057,"Fulton County, Pennsylvania",6156,5106
42,059,"Greene County, Pennsylvania",14126,12161
42,061,"Huntingdon County, Pennsylvania",16038,13631
42,063,"Indiana County, Pennsylvania",32291,25633
42,065,"Jefferson County, Pennsylvania",18207,14621
42,067,"Juniata County, Pennsylvania",8928,7344
42,069,"Lackawanna County, Pennsylvania",88266,77211
42,071,"Lancaster County, Pennsylvania",210536,183449
42,073,"Lawrence County, Pennsylvania",36005,31037
42,075,"Lebanon County, Pennsylvania",55846,48044
42,077,"Lehigh County, Pennsylvania",143445,127623
42,079,"Luzerne County, Pennsylvania",133434,115519
42,081,"Lycoming County, Pennsylvania",46201,40262
42,083,"McKean County, Pennsylvania",16204,13964
42,085,"Mercer County, Pennsylvania",46123,39137
42,087,"Mifflin County, Pennsylvania",18502,15283
42,089,"Monroe County, Pennsylvania",60562,55740
42,091,"Montgomery County, Pennsylvania",333514,312774
42,093,"Montour County, Pennsylvania",7689,6605
42,095,"Northampton County, Pennsylvania",121496,108524
42,097,"Northumberland County, Pennsylvania",37581,31279
42,099,"Perry County, Pennsylvania",18232,15786
42,101,"Philadelphia County, Pennsylvania",669222,586095
42,103,"Pike County, Pennsylvania",24009,21758
42,105,"Potter County, Pennsylvania",6757,5630
42,107,"Schuylkill County, Pennsylvania",57465,48957
42,109,"Snyder County, Pennsylvania",14549,11852
42,111,"Somerset County, Pennsylvania",29071,23426
42,113,"Sullivan County, Pennsylvania",2536,2066
42,115,"Susquehanna County, Pennsylvania",15639,13773
42,117,"Tioga County, Pennsylvania",16639,14428
42,119,"Union County, Pennsylvania",14301,11085
42,121,"Venango County, Pennsylvania",21342,18772
42,123,"Warren County, Pennsylvania",16271,13588
42,125,"Washington County, Pennsylvania",87665,78466
42,127,"Wayne County, Pennsylvania",20314,17628
42,129,"Westmoreland County, Pennsylvania",154385,134961
42,131,"Wyoming County, Pennsylvania",10892,9491
42,133,"York County, Pennsylvania",180207,161572
44,001,"Bristol County, Rhode Island",19420,17870
44,003,"Kent County, Rhode Island",72743,66649
44,005,"Newport County, Rhode Island",36186,33926
44,007,"Providence County, Rhode Island",256505,229362
44,009,"Washington County, Rhode Island",52048,48811
45,001,"Abbeville County, South Carolina",9536,7658
45,003,"Aiken County, South Carolina",68606,61632
45,005,"Allendale County, South Carolina",3163,2233
45,007,"Anderson County, South Carolina",82134,71673
45,009,"Bamberg County, South Carolina",4592,3589
45,011,"Barnwell County, South Carolina",8107,6010
45,013,"Beaufort County, South Carolina",78794,71678
45,015,"Berkeley County, South Carolina",90348,79128
45,017,"Calhoun County, South Carolina",6124,4842
45,019,"Charleston County, South Carolina",175499,151543
45,021,"Cherokee County, South Carolina",21864,17263
45,023,"Chester County, South Carolina",12926,10362
45,025,"Chesterfield County, South Carolina",17381,13901
45,027,"Clarendon County, South Carolina",11949,10066
45,029,"Colleton County, South Carolina",15968,13129
45,031,"Darlington County, South Carolina",25074,18888
45,033,"Dillon County, South Carolina",10587,6849
45,035,"Dorchester County, South Carolina",61573,54626
45,037,"Edgefield County, South Carolina",9508,7459
45,039,"Fairfield County, South Carolina",8773,7111
45,041,"Florence County, South Carolina",52522,42579
45,043,"Georgetown County, South Carolina",26593,22434
45,045,"Greenville County, South Carolina",215774,196762
45,047,"Greenwood County, South Carolina",27770,22291
45,049,"Hampton County, South Carolina",7104,5669
45,051,"Horry County, South Carolina",150342,137735
45,053,"Jasper County, South Carolina",12420,10234
45,055,"Kershaw County, South Carolina",25877,22996
45,057,"Lancaster County, South Carolina",39204,34199
45,059,"Laurens County, South Carolina",26291,22082
45,061,"Lee County, South Carolina",6294,5111
45,063,"Lexington County, South Carolina",120789,110091
45,065,"McCormick County, South Carolina",4107,3211
45,067,"Marion County, South Carolina",11788,7733
45,069,"Marlboro County, South Carolina",9729,6330
45,071,"Newberry County, South Carolina",15220,12727
45,073,"Oconee County, South Carolina",33653,27848
45,075,"Orangeburg County, South Carolina",32880,25717
45,077,"Pickens County, South Carolina",51404,43878
45,079,"Richland County, South Carolina",165308,147448
45,081,"Saluda County, South Carolina",7507,5663
45,083,"Spartanburg County, South Carolina",128606,112012
45,085,"Sumter County, South Carolina",41181,34689
45,087,"Union County, South Carolina",11738,9570
45,089,"Williamsburg County, South Carolina",12160,8755
45,091,"York County, South Carolina",111623,102992
46,003,"Aurora County, South Dakota",1042,853
46,005,"Beadle County, South Dakota",7485,6478
46,007,"Bennett County, South Dakota",1024,652
46,009,"Bon Homme County, South Dakota",2426,2034
46,011,"Brookings County, South Dakota",13490,12119
46,013,"Brown County, South Dakota",16364,14445
46,015,"Brule County, South Dakota",1932,1573
46,017,"Buffalo County, South Dakota",496,305
46,019,"Butte County, South Dakota",4230,3721
46,021,"Campbell County, South Dakota",704,546
46,023,"Charles Mix County, South Dakota",3006,2433
46,025,"Clark County, South Dakota",1322,1119
46,027,"Clay County, South Dakota",5561,4990
46,029,"Codington County, South Dakota",12361,10748
46,031,"Corson County, South Dakota",1112,908
46,033,"Custer County, South Dakota",4033,3524
46,035,"Davison County, South Dakota",8714,7488
46,037,"Day County, South Dakota",2343,1936
46,039,"Deuel County, South Dakota",1800,1482
46,041,"Dewey County, South Dakota",1681,1307
46,043,"Douglas County, South Dakota",1117,945
46,045,"Edmunds County, South Dakota",1589,1441
46,047,"Fall River County, South Dakota",3443,2886
46,049,"Faulk County, South Dakota",836,703
46,051,"Grant County, South Dakota",2989,2480
46,053,"Gregory County, South Dakota",1635,1321
46,055,"Haakon County, South Dakota",674,492
46,057,"Hamlin County, South Dakota",2181,1930
46,059,"Hand County, South Dakota",1373,1186
46,061,"Hanson County, South Dakota",1134,1038
46,063,"Harding County, South Dakota",493,460
46,065,"Hughes County, South Dakota",7316,6580
46,067,"Hutchinson County, South Dakota",2944,2476
46,069,"Hyde County, South Dakota",535,474
46,071,"Jackson County, South Dakota",740,443
46,073,"Jerauld County, South Dakota",827,698
46,075,"Jones County, South Dakota",355,303
46,077,"Kingsbury County, South Dakota",2031,1780
46,079,"Lake County, South Dakota",4632,4091
46,081,"Lawrence County, South Dakota",11812,10487
46,083,"Lincoln County, South Dakota",26645,25630
46,085,"Lyman County, South Dakota",1185,978
46,087,"McCook County, South Dakota",2218,1943
46,089,"McPherson County, South Dakota",896,675
46,091,"Marshall County, South Dakota",1646,1413
46,093,"Meade County, South Dakota",11801,10515
46,095,"Mellette County, South Dakota",616,438
46,097,"Miner County, South Dakota",916,729
46,099,"Minnehaha County, South Dakota",82394,76091
46,101,"Moody County, South Dakota",2504,2181
46,102,"Oglala Lakota County, South Dakota",2731,1600
46,103,"Pennington County, South Dakota",45698,41514
46,105,"Perkins County, South Dakota",1254,1102
46,107,"Potter County, South Dakota",1021,921
46,109,"Roberts County, South Dakota",3657,2999
46,111,"Sanborn County, South Dakota",929,754
46,115,"Spink County, South Dakota",2453,2168
46,117,"Stanley County, South Dakota",1272,1110
46,119,"Sully County, South Dakota",624,510
46,121,"Todd County, South Dakota",2474,1725
46,123,"Tripp County, South Dakota",2265,1954
46,125,"Turner County, South Dakota",3535,2991
46,127,"Union County, South Dakota",7124,6278
46,129,"Walworth County, South Dakota",2396,2039
46,135,"Yankton County, South Dakota",9792,8446
46,137,"Ziebach County, South Dakota",724,563
47,001,"Anderson County, Tennessee",32069,28428
47,003,"Bedford County, Tennessee",18953,16148
47,005,"Benton County, Tennessee",6928,5244
47,007,"Bledsoe County, Tennessee",4812,3986
47,009,"Blount County, Tennessee",54449,47869
47,011,"Bradley County, Tennessee",41909,36877
47,013,"Campbell County, Tennessee",16709,12839
47,015,"Cannon County, Tennessee",5686,4525
47,017,"Carroll County, Tennessee",11258,8891
47,019,"Carter County, Tennessee",24188,19405
47,021,"Cheatham County, Tennessee",15908,14210
47,023,"Chester County, Tennessee",6333,5470
47,025,"Claiborne County, Tennessee",13456,10136
47,027,"Clay County, Tennessee",3201,2434
47,029,"Cocke County, Tennessee",15123,11467
47,031,"Coffee County, Tennessee",22794,18389
47,033,"Crockett County, Tennessee",5494,4745
47,035,"Cumberland County, Tennessee",27447,23578
47,037,"Davidson County, Tennessee",314578,288486
47,039,"Decatur County, Tennessee",4439,3537
47,041,"DeKalb County, Tennessee",8495,6744
47,043,"Dickson County, Tennessee",21092,17981
47,045,"Dyer County, Tennessee",14884,12993
47,047,"Fayette County, Tennessee",16730,14882
47,049,"Fentress County, Tennessee",7706,6450
47,051,"Franklin County, Tennessee",17097,13492
47,053,"Gibson County, Tennessee",20098,17411
47,055,"Giles County, Tennessee",11710,9700
47,057,"Grainger County, Tennessee",9566,7440
47,059,"Greene County, Tennessee",28093,21933
47,061,"Grundy County, Tennessee",5106,4231
47,063,"Hamblen County, Tennessee",25758,22289
47,065,"Hamilton County, Tennessee",151316,136759
47,067,"Hancock County, Tennessee",2773,1847
47,069,"Hardeman County, Tennessee",9049,7232
47,071,"Hardin County, Tennessee",10833,9212
47,073,"Hawkins County, Tennessee",23090,19436
47,075,"Haywood County, Tennessee",7166,5463
47,077,"Henderson County, Tennessee",10928,8748
47,079,"Henry County, Tennessee",13205,10844
47,081,"Hickman County, Tennessee",9180,7089
47,083,"Houston County, Tennessee",3190,2633
47,085,"Humphreys County, Tennessee",6864,5669
47,087,"Jackson County, Tennessee",4695,3724
