fips_code,county_name,state_name,pop25,pop_25plus_highschool_plus,pop_25plus_bachelor_plus
16085,Valley County,Idaho,9441,8590,3338
16087,Washington County,Idaho,7622,6763,1451
17001,Adams County,Illinois,45168,42210,12176
17003,Alexander County,Illinois,3560,3085,447
17005,Bond County,Illinois,11412,10192,2424
17007,Boone County,Illinois,35429,30329,8232
17009,Brown County,Illinois,4728,3764,713
17011,Bureau County,Illinois,23550,21422,5044
17013,Calhoun County,Illinois,3135,2928,576
17015,Carroll County,Illinois,11498,10083,2088
17017,Cass County,Illinois,8690,7538,1736
17019,Champaign County,Illinois,120523,114662,56112
17021,Christian County,Illinois,24383,22167,4035
17023,Clark County,Illinois,10790,9931,2619
17025,Clay County,Illinois,9218,8085,1436
17027,Clinton County,Illinois,26381,24280,6449
17029,Coles County,Illinois,30301,27724,8225
17031,Cook County,Illinois,3631086,3207646,1523193
17033,Crawford County,Illinois,13557,11953,2798
17035,Cumberland County,Illinois,7241,6797,1347
17037,DeKalb County,Illinois,60315,55705,19705
17039,De Witt County,Illinois,11039,10239,2359
17041,Douglas County,Illinois,13264,11416,2679
17043,DuPage County,Illinois,642776,599004,330688
17045,Edgar County,Illinois,12266,11049,2471
17047,Edwards County,Illinois,4318,3967,601
17049,Effingham County,Illinois,23715,22093,6166
17051,Fayette County,Illinois,15113,13195,2511
17053,Ford County,Illinois,9296,8543,1807
17055,Franklin County,Illinois,26543,23680,4545
17057,Fulton County,Illinois,24287,22076,4284
17059,Gallatin County,Illinois,3593,3104,550
17061,Greene County,Illinois,8444,7634,1379
17063,Grundy County,Illinois,35218,33173,8531
17065,Hamilton County,Illinois,5630,5012,1041
17067,Hancock County,Illinois,12581,11829,3043
17069,Hardin County,Illinois,2980,2636,363
17071,Henderson County,Illinois,4725,4350,909
17073,Henry County,Illinois,34846,32084,8482
17075,Iroquois County,Illinois,18899,16847,3162
17077,Jackson County,Illinois,31804,29283,11148
17079,Jasper County,Illinois,6491,6041,1335
17081,Jefferson County,Illinois,25842,23614,4748
17083,Jersey County,Illinois,14975,14033,3071
17085,Jo Daviess County,Illinois,16571,15483,4766
17087,Johnson County,Illinois,9690,8327,1823
17089,Kane County,Illinois,343837,299156,128867
17091,Kankakee County,Illinois,71806,65315,14636
17093,Kendall County,Illinois,86748,81203,31615
17095,Knox County,Illinois,34534,30845,7009
17097,Lake County,Illinois,471460,427083,221369
17099,LaSalle County,Illinois,77256,70594,14483
17101,Lawrence County,Illinois,11050,9407,1613
17103,Lee County,Illinois,25024,22643,4843
17105,Livingston County,Illinois,25169,22724,4649
17107,Logan County,Illinois,19594,17928,3893
17109,McDonough County,Illinois,16721,15763,5318
17111,McHenry County,Illinois,214389,200924,75446
17113,McLean County,Illinois,105692,101256,49542
17115,Macon County,Illinois,70727,65811,17064
17117,Macoupin County,Illinois,31954,29024,6000
17119,Madison County,Illinois,184485,172862,56792
17121,Marion County,Illinois,25842,23346,4468
17123,Marshall County,Illinois,8499,7735,1591
17125,Mason County,Illinois,9344,8604,1595
17127,Massac County,Illinois,10097,9012,1643
17129,Menard County,Illinois,8605,8103,2277
17131,Mercer County,Illinois,11152,10406,2111
17133,Monroe County,Illinois,24896,23844,9518
17135,Montgomery County,Illinois,20431,18378,3719
17137,Morgan County,Illinois,23040,20650,5359
17139,Moultrie County,Illinois,9726,8334,1827
17141,Ogle County,Illinois,35938,32718,8640
17143,Peoria County,Illinois,121082,113033,41733
17145,Perry County,Illinois,15089,12878,1850
17147,Piatt County,Illinois,11909,11437,3797
17149,Pike County,Illinois,10208,9370,1923
17151,Pope County,Illinois,2867,2630,483
17153,Pulaski County,Illinois,3549,3102,423
17155,Putnam County,Illinois,4132,3867,1015
17157,Randolph County,Illinois,21808,19165,3099
17159,Richland County,Illinois,10921,10038,2060
17161,Rock Island County,Illinois,98209,88610,23633
17163,St. Clair County,Illinois,174733,162056,53719
17165,Saline County,Illinois,17030,15116,3446
17167,Sangamon County,Illinois,136763,128158,48031
17169,Schuyler County,Illinois,5283,4862,1000
17171,Scott County,Illinois,3433,3199,763
17173,Shelby County,Illinois,15070,14240,2651
17175,Stark County,Illinois,3788,3474,730
17177,Stephenson County,Illinois,31405,28728,6825
17179,Tazewell County,Illinois,91921,86406,26063
17181,Union County,Illinois,12218,10634,2553
17183,Vermilion County,Illinois,50262,45605,8159
17185,Wabash County,Illinois,7796,7236,1458
17187,Warren County,Illinois,10835,9380,2387
17189,Washington County,Illinois,9843,9172,2402
17191,Wayne County,Illinois,11284,10173,1829
17193,White County,Illinois,9877,8548,1474
17195,Whiteside County,Illinois,38820,35331,7792
17197,Will County,Illinois,467561,427834,170466
17199,Williamson County,Illinois,48031,44398,13188
17201,Winnebago County,Illinois,193089,171167,47492
17203,Woodford County,Illinois,25904,24556,9346
18001,Adams County,Indiana,21547,18739,3282
18003,Allen County,Indiana,254538,229922,79250
18005,Bartholomew County,Indiana,56045,51643,19829
18007,Benton County,Indiana,5887,5274,1107
18009,Blackford County,Indiana,8405,7524,1134
18011,Boone County,Indiana,48583,46151,24528
18013,Brown County,Indiana,12067,11292,3135
18015,Carroll County,Indiana,14426,12944,2232
18017,Cass County,Indiana,26035,22333,4072
18019,Clark County,Indiana,85867,77924,21863
18021,Clay County,Indiana,18421,16724,3133
18023,Clinton County,Indiana,21295,18389,3559
18025,Crawford County,Indiana,7555,6466,842
18027,Daviess County,Indiana,20860,16099,3152
18029,Dearborn County,Indiana,35645,32526,9281
18031,Decatur County,Indiana,18061,16353,3626
18033,DeKalb County,Indiana,29547,27270,5951
18035,Delaware County,Indiana,70205,63849,18036
18037,Dubois County,Indiana,29715,26516,7224
18039,Elkhart County,Indiana,130799,107518,25809
18041,Fayette County,Indiana,16313,14009,2682
18043,Floyd County,Indiana,55765,51608,17459
18045,Fountain County,Indiana,11642,10438,1592
18047,Franklin County,Indiana,16026,14219,3123
18049,Fulton County,Indiana,14101,12310,2290
18051,Gibson County,Indiana,22516,20427,4275
18053,Grant County,Indiana,43672,38765,8901
18055,Greene County,Indiana,21959,19355,3214
18057,Hamilton County,Indiana,236653,230242,146333
18059,Hancock County,Indiana,56839,53140,19437
18061,Harrison County,Indiana,28144,25831,6194
18063,Hendricks County,Indiana,121013,113132,47902
18065,Henry County,Indiana,34983,31706,5841
18067,Howard County,Indiana,57874,53283,11563
18069,Huntington County,Indiana,25374,23607,5865
18071,Jackson County,Indiana,30975,27620,6280
18073,Jasper County,Indiana,22906,21318,4142
18075,Jay County,Indiana,13424,11661,1703
18077,Jefferson County,Indiana,23223,20583,4204
18079,Jennings County,Indiana,19067,16703,2598
18081,Johnson County,Indiana,110384,102376,36774
18083,Knox County,Indiana,24242,21841,4312
18085,Kosciusko County,Indiana,54106,47631,13323
18087,LaGrange County,Indiana,23817,14426,2642
18089,Lake County,Indiana,340958,307623,84885
18091,LaPorte County,Indiana,79182,71655,17189
18093,Lawrence County,Indiana,32024,28934,6555
18095,Madison County,Indiana,91933,83182,18433
18097,Marion County,Indiana,636689,558362,216864
18099,Marshall County,Indiana,31013,26708,6342
18101,Martin County,Indiana,6857,6083,902
18103,Miami County,Indiana,25154,21998,4053
18105,Monroe County,Indiana,83104,78805,40821
18107,Montgomery County,Indiana,25980,23107,5076
18109,Morgan County,Indiana,50551,45718,10394
18111,Newton County,Indiana,9972,8811,1363
18113,Noble County,Indiana,31961,26410,5682
18115,Ohio County,Indiana,4400,4113,834
18117,Orange County,Indiana,13762,11801,2091
18119,Owen County,Indiana,15640,13613,2658
18121,Parke County,Indiana,11539,9700,1640
18123,Perry County,Indiana,13773,12560,2270
18125,Pike County,Indiana,8573,7736,1348
18127,Porter County,Indiana,121250,113744,36473
18129,Posey County,Indiana,17922,16715,4530
18131,Pulaski County,Indiana,8723,7810,1191
18133,Putnam County,Indiana,25354,23027,5041
18135,Randolph County,Indiana,17027,15432,2453
18137,Ripley County,Indiana,19837,17977,3840
18139,Rush County,Indiana,11778,10699,1974
18141,St. Joseph County,Indiana,178054,162376,58089
18143,Scott County,Indiana,17015,14299,2104
18145,Shelby County,Indiana,31620,28573,6140
18147,Spencer County,Indiana,14159,13179,3008
18149,Starke County,Indiana,16301,13994,2047
18151,Steuben County,Indiana,23765,21894,5864
18153,Sullivan County,Indiana,15137,13335,2163
18155,Switzerland County,Indiana,6833,5630,683
18157,Tippecanoe County,Indiana,104717,96288,41954
18159,Tipton County,Indiana,11032,10120,2745
18161,Union County,Indiana,5029,4519,1035
18163,Vanderburgh County,Indiana,123516,112859,33451
18165,Vermillion County,Indiana,10847,10045,1865
18167,Vigo County,Indiana,68419,61859,17701
18169,Wabash County,Indiana,21633,19862,4673
18171,Warren County,Indiana,6040,5558,1041
18173,Warrick County,Indiana,44769,42752,15894
18175,Washington County,Indiana,19645,17302,2715
18177,Wayne County,Indiana,45311,40030,9160
18179,Wells County,Indiana,19072,17796,3597
18181,White County,Indiana,16984,15336,3111
18183,Whitley County,Indiana,23929,22037,5450
19001,Adair County,Iowa,5257,4970,1052
19003,Adams County,Iowa,2653,2456,649
19005,Allamakee County,Iowa,9670,8949,1920
19007,Appanoose County,Iowa,8795,7888,1701
19009,Audubon County,Iowa,4039,3717,833
19011,Benton County,Iowa,17950,16999,4475
19013,Black Hawk County,Iowa,83097,77490,25043
19015,Boone County,Iowa,19102,18286,5489
19017,Bremer County,Iowa,16576,15890,5839
19019,Buchanan County,Iowa,13871,13127,3096
19021,Buena Vista County,Iowa,13072,10529,2885
19023,Butler County,Iowa,10122,9471,2069
19025,Calhoun County,Iowa,7062,6618,1518
19027,Carroll County,Iowa,14049,13349,3287
19029,Cass County,Iowa,9204,8561,1985
19031,Cedar County,Iowa,13231,12671,2842
19033,Cerro Gordo County,Iowa,30637,28944,7434
19035,Cherokee County,Iowa,8326,7749,1801
19037,Chickasaw County,Iowa,8184,7627,1562
19039,Clarke County,Iowa,6418,5526,1028
19041,Clay County,Iowa,11387,10806,2965
19043,Clayton County,Iowa,12216,11093,1923
19045,Clinton County,Iowa,32227,29863,7122
19047,Crawford County,Iowa,10627,8926,1941
19049,Dallas County,Iowa,68556,65869,35393
19051,Davis County,Iowa,5708,4584,1006
19053,Decatur County,Iowa,4769,4246,1157
19055,Delaware County,Iowa,12179,11226,2404
19057,Des Moines County,Iowa,26955,25328,6425
19059,Dickinson County,Iowa,13324,12966,4305
19061,Dubuque County,Iowa,66561,62617,21875
19063,Emmet County,Iowa,6593,5780,1032
19065,Fayette County,Iowa,13563,12672,2467
19067,Floyd County,Iowa,10839,10263,2005
19069,Franklin County,Iowa,6812,6242,1242
19071,Fremont County,Iowa,4705,4468,995
19073,Greene County,Iowa,6232,5796,1234
19075,Grundy County,Iowa,8589,8349,2121
19077,Guthrie County,Iowa,7681,7289,1864
19079,Hamilton County,Iowa,10460,9682,2298
19081,Hancock County,Iowa,7690,7041,1644
19083,Hardin County,Iowa,12212,11442,2588
19085,Harrison County,Iowa,10203,9541,2166
19087,Henry County,Iowa,13830,12646,3116
19089,Howard County,Iowa,6354,5833,1189
19091,Humboldt County,Iowa,6649,6222,1281
19093,Ida County,Iowa,4716,4403,976
19095,Iowa County,Iowa,11605,10995,2814
19097,Jackson County,Iowa,13782,12932,2530
19099,Jasper County,Iowa,26635,24869,5304
19101,Jefferson County,Iowa,11763,11220,4897
19103,Johnson County,Iowa,92295,88829,50364
19105,Jones County,Iowa,15028,14186,3118
19107,Keokuk County,Iowa,6975,6578,1108
19109,Kossuth County,Iowa,10381,9829,2300
19111,Lee County,Iowa,23746,22360,4996
19113,Linn County,Iowa,156613,149221,54553
19115,Louisa County,Iowa,7503,6573,1235
19117,Lucas County,Iowa,6099,5644,883
19119,Lyon County,Iowa,7733,7377,1606
19121,Madison County,Iowa,11414,10877,2910
19123,Mahaska County,Iowa,14622,13749,3363
19125,Marion County,Iowa,22346,21135,7389
19127,Marshall County,Iowa,26521,23081,5688
19129,Mills County,Iowa,10216,9769,3274
19131,Mitchell County,Iowa,7234,6722,1643
19133,Monona County,Iowa,6151,5757,1153
19135,Monroe County,Iowa,5209,4927,1041
19137,Montgomery County,Iowa,7231,6698,1354
19139,Muscatine County,Iowa,28863,26116,6556
19141,O'Brien County,Iowa,9648,8711,2167
19143,Osceola County,Iowa,4305,3684,661
19145,Page County,Iowa,11308,10537,2127
19147,Palo Alto County,Iowa,6079,5709,1248
19149,Plymouth County,Iowa,17454,16440,4168
19151,Pocahontas County,Iowa,4879,4460,910
19153,Polk County,Iowa,331590,306695,131129
19155,Pottawattamie County,Iowa,63802,58087,15019
19157,Poweshiek County,Iowa,12183,11530,3431
19159,Ringgold County,Iowa,3234,3022,816
19161,Sac County,Iowa,6915,6374,1465
19163,Scott County,Iowa,118880,111933,43067
19165,Shelby County,Iowa,8254,7866,1925
19167,Sioux County,Iowa,21341,19339,6485
19169,Story County,Iowa,52524,50998,28015
19171,Tama County,Iowa,11701,10704,2270
19173,Taylor County,Iowa,4113,3786,637
19175,Union County,Iowa,8132,7566,1960
19177,Van Buren County,Iowa,5065,4521,981
19179,Wapello County,Iowa,24014,21058,4665
19181,Warren County,Iowa,35534,34367,11614
19183,Washington County,Iowa,15298,14265,3809
19185,Wayne County,Iowa,4370,3865,701
19187,Webster County,Iowa,24835,22928,5094
19189,Winnebago County,Iowa,7223,6840,1814
19191,Winneshiek County,Iowa,13409,12793,4227
19193,Woodbury County,Iowa,67514,58807,15797
19195,Worth County,Iowa,5362,5052,1076
19197,Wright County,Iowa,8593,7966,2020
20001,Allen County,Kansas,8551,7998,1819
20003,Anderson County,Kansas,5206,4658,823
20005,Atchison County,Kansas,9952,9385,2281
20007,Barber County,Kansas,2824,2655,766
20009,Barton County,Kansas,17174,15500,3722
20011,Bourbon County,Kansas,9436,8587,2294
20013,Brown County,Kansas,6475,6154,1185
20015,Butler County,Kansas,45010,42333,14660
20017,Chase County,Kansas,1872,1733,548
20019,Chautauqua County,Kansas,2409,2153,442
20021,Cherokee County,Kansas,13360,12144,2688
20023,Cheyenne County,Kansas,1860,1634,402
20025,Clark County,Kansas,1389,1284,430
20027,Clay County,Kansas,5699,5312,1331
20029,Cloud County,Kansas,5946,5697,1332
20031,Coffey County,Kansas,5924,5462,1257
20033,Comanche County,Kansas,1261,1200,242
20035,Cowley County,Kansas,22736,20823,5515
20037,Crawford County,Kansas,23422,22069,7489
20039,Decatur County,Kansas,2172,2045,604
20041,Dickinson County,Kansas,13041,12052,2860
20043,Doniphan County,Kansas,4973,4621,1069
20045,Douglas County,Kansas,70789,67877,36832
20047,Edwards County,Kansas,1991,1746,412
20049,Elk County,Kansas,1793,1650,369
20051,Ellis County,Kansas,17291,16475,6838
20053,Ellsworth County,Kansas,4928,4587,1087
20055,Finney County,Kansas,22508,16014,4442
20057,Ford County,Kansas,20117,15481,4167
20059,Franklin County,Kansas,17643,16272,4463
20061,Geary County,Kansas,19587,18297,4775
20063,Gove County,Kansas,1890,1785,396
20065,Graham County,Kansas,1749,1668,479
20067,Grant County,Kansas,4344,3524,1111
20069,Gray County,Kansas,3585,2788,894
20071,Greeley County,Kansas,830,744,278
20073,Greenwood County,Kansas,4340,4013,824
20075,Hamilton County,Kansas,1518,1303,316
20077,Harper County,Kansas,3678,3300,797
20079,Harvey County,Kansas,22725,20868,7156
20081,Haskell County,Kansas,2336,1748,519
20083,Hodgeman County,Kansas,1155,1101,328
20085,Jackson County,Kansas,8994,8453,1891
20087,Jefferson County,Kansas,13068,12439,3210
20089,Jewell County,Kansas,2205,2068,415
20091,Johnson County,Kansas,419417,404615,238544
20093,Kearny County,Kansas,2438,2080,357
20095,Kingman County,Kansas,5116,4637,1219
20097,Kiowa County,Kansas,1660,1482,458
20099,Labette County,Kansas,13640,12249,2874
20101,Lane County,Kansas,1068,1015,263
20103,Leavenworth County,Kansas,56057,52357,20525
20105,Lincoln County,Kansas,2099,2019,452
20107,Linn County,Kansas,6911,6505,1554
20109,Logan County,Kansas,1917,1768,511
20111,Lyon County,Kansas,19452,17346,5391
20113,McPherson County,Kansas,20033,18496,6628
20115,Marion County,Kansas,8023,7406,2308
20117,Marshall County,Kansas,6923,6297,1307
20119,Meade County,Kansas,2545,2154,579
20121,Miami County,Kansas,23629,22392,7596
20123,Mitchell County,Kansas,3936,3715,1001
20125,Montgomery County,Kansas,20955,18833,4465
20127,Morris County,Kansas,3994,3710,1091
20129,Morton County,Kansas,1857,1610,308
20131,Nemaha County,Kansas,6628,6209,1997
20133,Neosho County,Kansas,10442,9641,2277
20135,Ness County,Kansas,1834,1679,422
20137,Norton County,Kansas,3953,3648,768
20139,Osage County,Kansas,11006,10165,2311
20141,Osborne County,Kansas,2504,2385,577
20143,Ottawa County,Kansas,4054,3843,984
20145,Pawnee County,Kansas,4868,4353,914
20147,Phillips County,Kansas,3413,3152,762
20149,Pottawatomie County,Kansas,16466,15859,6017
20151,Pratt County,Kansas,5836,5386,1550
20153,Rawlins County,Kansas,1833,1749,317
20155,Reno County,Kansas,42406,38668,8714
20157,Republic County,Kansas,3287,3117,834
20159,Rice County,Kansas,6090,5660,1478
20161,Riley County,Kansas,36149,34745,17343
20163,Rooks County,Kansas,3572,3293,858
20165,Rush County,Kansas,2124,1941,457
20167,Russell County,Kansas,4802,4443,868
20169,Saline County,Kansas,36615,34015,10650
20171,Scott County,Kansas,3435,3062,1147
20173,Sedgwick County,Kansas,343300,307273,108433
20175,Seward County,Kansas,12644,9097,1601
20177,Shawnee County,Kansas,121522,113567,39293
20179,Sheridan County,Kansas,1645,1588,399
20181,Sherman County,Kansas,3803,3489,956
20183,Smith County,Kansas,2663,2527,654
20185,Stafford County,Kansas,2753,2550,725
20187,Stanton County,Kansas,1304,996,309
20189,Stevens County,Kansas,3259,2405,529
20191,Sumner County,Kansas,15163,14257,4051
20193,Thomas County,Kansas,4936,4613,1493
20195,Trego County,Kansas,2129,2053,612
20197,Wabaunsee County,Kansas,4785,4607,1275
20199,Wallace County,Kansas,1010,931,229
20201,Washington County,Kansas,3819,3608,890
20203,Wichita County,Kansas,1465,1286,276
20205,Wilson County,Kansas,5942,5444,1263
20207,Woodson County,Kansas,2358,2149,533
20209,Wyandotte County,Kansas,106050,86859,21709
21001,Adair County,Kentucky,12806,10986,2402
21003,Allen County,Kentucky,14649,12445,2546
21005,Anderson County,Kentucky,16682,15297,4290
21007,Ballard County,Kentucky,5512,5163,1028
21009,Barren County,Kentucky,30864,26708,5497
21011,Bath County,Kentucky,8521,6935,1227
21013,Bell County,Kentucky,16804,13337,2343
21015,Boone County,Kentucky,90861,85033,32143
21017,Bourbon County,Kentucky,13885,12020,3535
21019,Boyd County,Kentucky,34312,30554,6648
21021,Boyle County,Kentucky,20719,18945,5671
21023,Bracken County,Kentucky,5830,5140,991
21025,Breathitt County,Kentucky,9720,7837,1606
21027,Breckinridge County,Kentucky,14288,12346,2131
21029,Bullitt County,Kentucky,59292,53110,11210
21031,Butler County,Kentucky,8678,7113,826
21033,Caldwell County,Kentucky,8805,7911,1591
21035,Calloway County,Kentucky,23380,21365,7557
21037,Campbell County,Kentucky,65429,60920,25815
21039,Carlisle County,Kentucky,3311,3010,484
21041,Carroll County,Kentucky,7164,6014,635
21043,Carter County,Kentucky,18275,15129,2820
21045,Casey County,Kentucky,11038,8595,1303
21047,Christian County,Kentucky,41558,36106,8301
21049,Clark County,Kentucky,25987,23373,5779
21051,Clay County,Kentucky,14533,10765,2409
21053,Clinton County,Kentucky,6578,5213,1086
21055,Crittenden County,Kentucky,6337,5309,796
21057,Cumberland County,Kentucky,4332,3551,756
21059,Daviess County,Kentucky,69354,63044,17506
21061,Edmonson County,Kentucky,9109,7654,939
21063,Elliott County,Kentucky,5607,4202,349
21065,Estill County,Kentucky,10155,7933,1001
21067,Fayette County,Kentucky,209542,193582,99135
21069,Fleming County,Kentucky,10361,8643,1696
21071,Floyd County,Kentucky,25009,20273,3773
21073,Franklin County,Kentucky,36253,33526,11540
21075,Fulton County,Kentucky,4523,3672,781
21077,Gallatin County,Kentucky,6003,5069,792
21079,Garrard County,Kentucky,12332,10584,2352
21081,Grant County,Kentucky,16264,14442,2458
21083,Graves County,Kentucky,24887,22075,4338
21085,Grayson County,Kentucky,18298,15562,2677
21087,Green County,Kentucky,8195,6963,1361
21089,Greenup County,Kentucky,25509,23033,4674
21091,Hancock County,Kentucky,6144,5319,1032
21093,Hardin County,Kentucky,74396,68758,18171
21095,Harlan County,Kentucky,18313,14513,2326
21097,Harrison County,Kentucky,13164,11731,2650
21099,Hart County,Kentucky,13189,10411,1413
21101,Henderson County,Kentucky,31090,27705,5917
21103,Henry County,Kentucky,10842,9334,1606
21105,Hickman County,Kentucky,3274,2855,470
21107,Hopkins County,Kentucky,31400,27546,5221
21109,Jackson County,Kentucky,9056,6637,936
21111,Jefferson County,Kentucky,539370,493608,197290
21113,Jessamine County,Kentucky,36152,32720,11717
21115,Johnson County,Kentucky,15812,13021,2624
21117,Kenton County,Kentucky,116220,107460,43699
21119,Knott County,Kentucky,9810,7141,1751
21121,Knox County,Kentucky,20435,15476,2768
21123,Larue County,Kentucky,10497,9025,1640
21125,Laurel County,Kentucky,43500,36143,7187
21127,Lawrence County,Kentucky,11260,8985,1598
21129,Lee County,Kentucky,5521,4098,416
21131,Leslie County,Kentucky,7298,5940,761
21133,Letcher County,Kentucky,15176,12111,2075
21135,Lewis County,Kentucky,9088,7329,1026
21137,Lincoln County,Kentucky,16867,14033,2571
21139,Livingston County,Kentucky,6451,5775,897
21141,Logan County,Kentucky,19061,16581,3158
21143,Lyon County,Kentucky,7047,6352,1149
21145,McCracken County,Kentucky,47600,44192,13299
21147,McCreary County,Kentucky,11900,9218,1087
21149,McLean County,Kentucky,6351,5849,1170
21151,Madison County,Kentucky,58994,53834,20164
21153,Magoffin County,Kentucky,8105,6070,1069
21155,Marion County,Kentucky,13381,11549,1703
21157,Marshall County,Kentucky,23059,21288,4853
21159,Martin County,Kentucky,8199,6045,880
21161,Mason County,Kentucky,11929,10159,2513
21163,Meade County,Kentucky,20955,18981,3859
21165,Menifee County,Kentucky,4473,3505,486
21167,Mercer County,Kentucky,15941,14520,3579
21169,Metcalfe County,Kentucky,7202,6069,943
21171,Monroe County,Kentucky,7800,6431,1160
21173,Montgomery County,Kentucky,19406,16486,4041
21175,Morgan County,Kentucky,10277,8334,1807
21177,Muhlenberg County,Kentucky,21925,18552,2844
21179,Nelson County,Kentucky,32393,29768,7396
21181,Nicholas County,Kentucky,5179,4337,490
21183,Ohio County,Kentucky,16088,13485,2281
21185,Oldham County,Kentucky,45789,43106,20892
21187,Owen County,Kentucky,7878,6625,1361
21189,Owsley County,Kentucky,2972,2169,339
21191,Pendleton County,Kentucky,10154,8605,1681
21193,Perry County,Kentucky,19518,15518,2779
21195,Pike County,Kentucky,41086,33207,6578
21197,Powell County,Kentucky,8841,7307,1531
21199,Pulaski County,Kentucky,46385,39384,8309
21201,Robertson County,Kentucky,1514,1290,205
21203,Rockcastle County,Kentucky,11494,9352,1574
21205,Rowan County,Kentucky,14466,12628,3909
21207,Russell County,Kentucky,12503,10226,1976
21209,Scott County,Kentucky,38423,36233,12774
21211,Shelby County,Kentucky,33761,29768,10481
21213,Simpson County,Kentucky,13377,11927,2241
21215,Spencer County,Kentucky,13952,13013,3084
21217,Taylor County,Kentucky,17233,15284,3787
21219,Todd County,Kentucky,8025,6405,1279
21221,Trigg County,Kentucky,10151,8886,2061
21223,Trimble County,Kentucky,6023,5158,885
21225,Union County,Kentucky,9412,8662,1110
21227,Warren County,Kentucky,84423,75073,28163
21229,Washington County,Kentucky,8455,7539,1597
21231,Wayne County,Kentucky,14073,11174,1931
21233,Webster County,Kentucky,8724,7556,1099
21235,Whitley County,Kentucky,23118,19212,4580
21237,Wolfe County,Kentucky,4504,2972,333
21239,Woodford County,Kentucky,18762,17146,7826
22001,Acadia Parish,Louisiana,37769,30473,5071
22003,Allen Parish,Louisiana,16036,12710,1864
22005,Ascension Parish,Louisiana,84047,74522,23931
22007,Assumption Parish,Louisiana,14723,11516,2010
22009,Avoyelles Parish,Louisiana,26595,20489,2905
22011,Beauregard Parish,Louisiana,24494,21367,4368
22013,Bienville Parish,Louisiana,8988,7732,1214
22015,Bossier Parish,Louisiana,86339,78302,23587
22017,Caddo Parish,Louisiana,159280,139374,40280
22019,Calcasieu Parish,Louisiana,138954,124217,34329
22021,Caldwell Parish,Louisiana,6919,5729,742
22023,Cameron Parish,Louisiana,3615,3186,544
22025,Catahoula Parish,Louisiana,6182,4588,1026
22027,Claiborne Parish,Louisiana,10024,7957,1102
22029,Concordia Parish,Louisiana,12277,10259,2133
22031,De Soto Parish,Louisiana,18471,15701,2751
22033,East Baton Rouge Parish,Louisiana,283766,257730,108485
22035,East Carroll Parish,Louisiana,4776,3299,523
22037,East Feliciana Parish,Louisiana,14371,12171,2448
22039,Evangeline Parish,Louisiana,21049,16654,2646
22041,Franklin Parish,Louisiana,13039,10236,2112
22043,Grant Parish,Louisiana,15724,12813,2008
22045,Iberia Parish,Louisiana,45461,37816,6662
22047,Iberville Parish,Louisiana,21192,17171,3527
22049,Jackson Parish,Louisiana,10595,9076,1415
22051,Jefferson Parish,Louisiana,303617,262782,90921
22053,Jefferson Davis Parish,Louisiana,21420,17723,3212
22055,Lafayette Parish,Louisiana,165823,149102,57801
22057,Lafourche Parish,Louisiana,65878,54580,13468
22059,LaSalle Parish,Louisiana,10270,8256,1782
22061,Lincoln Parish,Louisiana,26411,23609,9495
22063,Livingston Parish,Louisiana,96356,84368,19541
22065,Madison Parish,Louisiana,6346,4830,812
22067,Morehouse Parish,Louisiana,16900,14039,2145
22069,Natchitoches Parish,Louisiana,22125,19322,5667
22071,Orleans Parish,Louisiana,268012,238923,112435
22073,Ouachita Parish,Louisiana,104294,91730,28727
22075,Plaquemines Parish,Louisiana,15433,13217,3063
22077,Pointe Coupee Parish,Louisiana,14440,11774,2239
22079,Rapides Parish,Louisiana,85699,74916,19213
22081,Red River Parish,Louisiana,5048,4101,564
22083,Richland Parish,Louisiana,13487,10724,2442
22085,Sabine Parish,Louisiana,15133,12966,2190
22087,St. Bernard Parish,Louisiana,29132,23675,5008
22089,St. Charles Parish,Louisiana,35110,31271,9555
22091,St. Helena Parish,Louisiana,7498,6081,881
22093,St. James Parish,Louisiana,13870,12292,2801
22095,St. John the Baptist Parish,Louisiana,27537,23885,5154
22097,St. Landry Parish,Louisiana,53392,43024,7651
22099,St. Martin Parish,Louisiana,35149,29131,5393
22101,St. Mary Parish,Louisiana,32961,26562,4325
22103,St. Tammany Parish,Louisiana,184926,169030,67619
22105,Tangipahoa Parish,Louisiana,88549,74266,19683
22107,Tensas Parish,Louisiana,2884,2332,379
22109,Terrebonne Parish,Louisiana,71518,59550,12686
22111,Union Parish,Louisiana,14840,12820,2369
22113,Vermilion Parish,Louisiana,37959,31911,6394
22115,Vernon Parish,Louisiana,30034,26299,5733
22117,Washington Parish,Louisiana,31006,26072,3941
22119,Webster Parish,Louisiana,25026,21583,3203
22121,West Baton Rouge Parish,Louisiana,19438,17378,4482
22123,West Carroll Parish,Louisiana,6719,5623,949
22125,West Feliciana Parish,Louisiana,11665,9868,2632
22127,Winn Parish,Louisiana,9663,8151,1556
23001,Androscoggin County,Maine,78143,72255,18317
23003,Aroostook County,Maine,50206,45779,11233
23005,Cumberland County,Maine,224701,216840,117212
23007,Franklin County,Maine,21751,20412,6504
23009,Hancock County,Maine,42766,40608,16754
23011,Kennebec County,Maine,90774,86089,28043
23013,Knox County,Maine,31412,29620,12283
23015,Lincoln County,Maine,27664,26241,11076
23017,Oxford County,Maine,44669,41368,10050
23019,Penobscot County,Maine,110847,104785,33782
23021,Piscataquis County,Maine,13459,12382,2935
23023,Sagadahoc County,Maine,28261,26784,11619
23025,Somerset County,Maine,38069,35348,7732
