fips_code,county_name,state_name,pct_households_owner_occupied,pct_households_renter_occupied
17049,Effingham County,Illinois,78.1,21.9
17051,Fayette County,Illinois,80.2,19.8
17053,Ford County,Illinois,74.1,25.9
17055,Franklin County,Illinois,74.8,25.2
17057,Fulton County,Illinois,77.9,22.1
17059,Gallatin County,Illinois,80.4,19.6
17061,Greene County,Illinois,76.8,23.2
17063,Grundy County,Illinois,75.8,24.2
17065,Hamilton County,Illinois,78.3,21.7
17067,Hancock County,Illinois,81.3,18.7
17069,Hardin County,Illinois,80.7,19.3
17071,Henderson County,Illinois,85.5,14.5
17073,Henry County,Illinois,80.4,19.6
17075,Iroquois County,Illinois,78.5,21.5
17077,Jackson County,Illinois,49.3,50.7
17079,Jasper County,Illinois,82.8,17.2
17081,Jefferson County,Illinois,71.9,28.1
17083,Jersey County,Illinois,77.9,22.1
17085,Jo Daviess County,Illinois,81.8,18.2
17087,Johnson County,Illinois,84.7,15.3
17089,Kane County,Illinois,75.7,24.3
17091,Kankakee County,Illinois,68.8,31.2
17093,Kendall County,Illinois,84.2,15.8
17095,Knox County,Illinois,69.8,30.2
17097,Lake County,Illinois,74.4,25.6
17099,LaSalle County,Illinois,73.9,26.1
17101,Lawrence County,Illinois,75.0,25.0
17103,Lee County,Illinois,73.3,26.7
17105,Livingston County,Illinois,73.9,26.1
17107,Logan County,Illinois,69.3,30.7
17109,McDonough County,Illinois,62.1,37.9
17111,McHenry County,Illinois,82.6,17.4
17113,McLean County,Illinois,65.2,34.8
17115,Macon County,Illinois,69.8,30.2
17117,Macoupin County,Illinois,77.7,22.3
17119,Madison County,Illinois,73.6,26.4
17121,Marion County,Illinois,74.5,25.5
17123,Marshall County,Illinois,79.7,20.3
17125,Mason County,Illinois,80.6,19.4
17127,Massac County,Illinois,79.0,21.0
17129,Menard County,Illinois,79.4,20.6
17131,Mercer County,Illinois,82.7,17.3
17133,Monroe County,Illinois,83.8,16.2
17135,Montgomery County,Illinois,76.3,23.7
17137,Morgan County,Illinois,71.6,28.4
17139,Moultrie County,Illinois,77.4,22.6
17141,Ogle County,Illinois,74.5,25.5
17143,Peoria County,Illinois,67.0,33.0
17145,Perry County,Illinois,78.9,21.1
17147,Piatt County,Illinois,85.4,14.6
17149,Pike County,Illinois,78.5,21.5
17151,Pope County,Illinois,86.1,13.9
17153,Pulaski County,Illinois,67.5,32.5
17155,Putnam County,Illinois,80.7,19.3
17157,Randolph County,Illinois,76.8,23.2
17159,Richland County,Illinois,73.6,26.4
17161,Rock Island County,Illinois,68.6,31.4
17163,St. Clair County,Illinois,67.8,32.2
17165,Saline County,Illinois,74.9,25.1
17167,Sangamon County,Illinois,70.6,29.4
17169,Schuyler County,Illinois,79.5,20.5
17171,Scott County,Illinois,79.1,20.9
17173,Shelby County,Illinois,78.5,21.5
17175,Stark County,Illinois,77.6,22.4
17177,Stephenson County,Illinois,71.0,29.0
17179,Tazewell County,Illinois,77.5,22.5
17181,Union County,Illinois,76.8,23.2
17183,Vermilion County,Illinois,69.2,30.8
17185,Wabash County,Illinois,75.4,24.6
17187,Warren County,Illinois,78.1,21.9
17189,Washington County,Illinois,81.2,18.8
17191,Wayne County,Illinois,78.9,21.1
17193,White County,Illinois,76.3,23.7
17195,Whiteside County,Illinois,75.5,24.5
17197,Will County,Illinois,82.5,17.5
17199,Williamson County,Illinois,71.1,28.9
17201,Winnebago County,Illinois,65.2,34.8
17203,Woodford County,Illinois,83.5,16.5
18001,Adams County,Indiana,82.2,17.8
18003,Allen County,Indiana,69.1,30.9
18005,Bartholomew County,Indiana,69.9,30.1
18007,Benton County,Indiana,80.5,19.5
18009,Blackford County,Indiana,73.6,26.4
18011,Boone County,Indiana,79.3,20.7
18013,Brown County,Indiana,85.9,14.1
18015,Carroll County,Indiana,80.7,19.3
18017,Cass County,Indiana,75.3,24.7
18019,Clark County,Indiana,75.0,25.0
18021,Clay County,Indiana,77.5,22.5
18023,Clinton County,Indiana,73.8,26.2
18025,Crawford County,Indiana,81.2,18.8
18027,Daviess County,Indiana,71.5,28.5
18029,Dearborn County,Indiana,84.7,15.3
18031,Decatur County,Indiana,75.2,24.8
18033,DeKalb County,Indiana,82.3,17.7
18035,Delaware County,Indiana,66.5,33.5
18037,Dubois County,Indiana,76.0,24.0
18039,Elkhart County,Indiana,71.2,28.8
18041,Fayette County,Indiana,70.6,29.4
18043,Floyd County,Indiana,73.1,26.9
18045,Fountain County,Indiana,74.7,25.3
18047,Franklin County,Indiana,81.5,18.5
18049,Fulton County,Indiana,78.1,21.9
18051,Gibson County,Indiana,75.8,24.2
18053,Grant County,Indiana,71.8,28.2
18055,Greene County,Indiana,75.3,24.7
18057,Hamilton County,Indiana,76.3,23.7
18059,Hancock County,Indiana,79.6,20.4
18061,Harrison County,Indiana,84.4,15.6
18063,Hendricks County,Indiana,77.8,22.2
18065,Henry County,Indiana,75.9,24.1
18067,Howard County,Indiana,71.9,28.1
18069,Huntington County,Indiana,76.2,23.8
18071,Jackson County,Indiana,73.5,26.5
18073,Jasper County,Indiana,83.2,16.8
18075,Jay County,Indiana,78.0,22.0
18077,Jefferson County,Indiana,69.4,30.6
18079,Jennings County,Indiana,79.0,21.0
18081,Johnson County,Indiana,73.9,26.1
18083,Knox County,Indiana,65.9,34.1
18085,Kosciusko County,Indiana,77.0,23.0
18087,LaGrange County,Indiana,81.8,18.2
18089,Lake County,Indiana,70.9,29.1
18091,LaPorte County,Indiana,74.6,25.4
18093,Lawrence County,Indiana,80.0,20.0
18095,Madison County,Indiana,70.0,30.0
18097,Marion County,Indiana,55.9,44.1
18099,Marshall County,Indiana,76.5,23.5
18101,Martin County,Indiana,78.2,21.8
18103,Miami County,Indiana,75.0,25.0
18105,Monroe County,Indiana,54.8,45.2
18107,Montgomery County,Indiana,77.8,22.2
18109,Morgan County,Indiana,82.9,17.1
18111,Newton County,Indiana,80.2,19.8
18113,Noble County,Indiana,76.2,23.8
18115,Ohio County,Indiana,77.1,22.9
18117,Orange County,Indiana,78.8,21.2
18119,Owen County,Indiana,80.8,19.2
18121,Parke County,Indiana,81.6,18.4
18123,Perry County,Indiana,74.9,25.1
18125,Pike County,Indiana,85.5,14.5
18127,Porter County,Indiana,77.2,22.8
18129,Posey County,Indiana,82.1,17.9
18131,Pulaski County,Indiana,75.1,24.9
18133,Putnam County,Indiana,73.6,26.4
18135,Randolph County,Indiana,77.5,22.5
18137,Ripley County,Indiana,77.8,22.2
18139,Rush County,Indiana,73.4,26.6
18141,St. Joseph County,Indiana,68.8,31.2
18143,Scott County,Indiana,72.1,27.9
18145,Shelby County,Indiana,73.8,26.2
18147,Spencer County,Indiana,81.2,18.8
18149,Starke County,Indiana,83.7,16.3
18151,Steuben County,Indiana,80.2,19.8
18153,Sullivan County,Indiana,75.6,24.4
18155,Switzerland County,Indiana,79.8,20.2
18157,Tippecanoe County,Indiana,53.9,46.1
18159,Tipton County,Indiana,81.8,18.2
18161,Union County,Indiana,82.6,17.4
18163,Vanderburgh County,Indiana,64.5,35.5
18165,Vermillion County,Indiana,74.2,25.8
18167,Vigo County,Indiana,63.4,36.6
18169,Wabash County,Indiana,80.4,19.6
18171,Warren County,Indiana,81.0,19.0
18173,Warrick County,Indiana,82.5,17.5
18175,Washington County,Indiana,82.3,17.7
18177,Wayne County,Indiana,69.7,30.3
18179,Wells County,Indiana,76.2,23.8
18181,White County,Indiana,79.3,20.7
18183,Whitley County,Indiana,80.2,19.8
19001,Adair County,Iowa,73.6,26.4
19003,Adams County,Iowa,76.7,23.3
19005,Allamakee County,Iowa,78.8,21.2
19007,Appanoose County,Iowa,69.1,30.9
19009,Audubon County,Iowa,76.4,23.6
19011,Benton County,Iowa,84.3,15.7
19013,Black Hawk County,Iowa,65.3,34.7
19015,Boone County,Iowa,81.1,18.9
19017,Bremer County,Iowa,80.8,19.2
19019,Buchanan County,Iowa,81.1,18.9
19021,Buena Vista County,Iowa,72.5,27.5
19023,Butler County,Iowa,80.0,20.0
19025,Calhoun County,Iowa,80.9,19.1
19027,Carroll County,Iowa,75.0,25.0
19029,Cass County,Iowa,72.3,27.7
19031,Cedar County,Iowa,80.8,19.2
19033,Cerro Gordo County,Iowa,71.6,28.4
19035,Cherokee County,Iowa,73.3,26.7
19037,Chickasaw County,Iowa,81.4,18.6
19039,Clarke County,Iowa,69.5,30.5
19041,Clay County,Iowa,72.7,27.3
19043,Clayton County,Iowa,76.6,23.4
19045,Clinton County,Iowa,73.1,26.9
19047,Crawford County,Iowa,78.7,21.3
19049,Dallas County,Iowa,69.5,30.5
19051,Davis County,Iowa,84.0,16.0
19053,Decatur County,Iowa,68.0,32.0
19055,Delaware County,Iowa,82.4,17.6
19057,Des Moines County,Iowa,72.7,27.3
19059,Dickinson County,Iowa,76.7,23.3
19061,Dubuque County,Iowa,73.2,26.8
19063,Emmet County,Iowa,77.7,22.3
19065,Fayette County,Iowa,77.0,23.0
19067,Floyd County,Iowa,74.4,25.6
19069,Franklin County,Iowa,72.5,27.5
19071,Fremont County,Iowa,80.8,19.2
19073,Greene County,Iowa,74.3,25.7
19075,Grundy County,Iowa,84.0,16.0
19077,Guthrie County,Iowa,83.5,16.5
19079,Hamilton County,Iowa,73.8,26.2
19081,Hancock County,Iowa,82.0,18.0
19083,Hardin County,Iowa,73.3,26.7
19085,Harrison County,Iowa,76.9,23.1
19087,Henry County,Iowa,74.0,26.0
19089,Howard County,Iowa,76.6,23.4
19091,Humboldt County,Iowa,75.0,25.0
19093,Ida County,Iowa,77.6,22.4
19095,Iowa County,Iowa,76.1,23.9
19097,Jackson County,Iowa,78.6,21.4
19099,Jasper County,Iowa,74.8,25.2
19101,Jefferson County,Iowa,65.1,34.9
19103,Johnson County,Iowa,58.8,41.2
19105,Jones County,Iowa,80.7,19.3
19107,Keokuk County,Iowa,78.9,21.1
19109,Kossuth County,Iowa,75.3,24.7
19111,Lee County,Iowa,75.5,24.5
19113,Linn County,Iowa,73.3,26.7
19115,Louisa County,Iowa,80.1,19.9
19117,Lucas County,Iowa,81.1,18.9
19119,Lyon County,Iowa,83.3,16.7
19121,Madison County,Iowa,81.3,18.7
19123,Mahaska County,Iowa,67.8,32.2
19125,Marion County,Iowa,77.7,22.3
19127,Marshall County,Iowa,73.3,26.7
19129,Mills County,Iowa,84.2,15.8
19131,Mitchell County,Iowa,80.0,20.0
19133,Monona County,Iowa,76.4,23.6
19135,Monroe County,Iowa,83.8,16.2
19137,Montgomery County,Iowa,71.6,28.4
19139,Muscatine County,Iowa,74.9,25.1
19141,O'Brien County,Iowa,77.3,22.7
19143,Osceola County,Iowa,78.0,22.0
19145,Page County,Iowa,70.0,30.0
19147,Palo Alto County,Iowa,75.7,24.3
19149,Plymouth County,Iowa,73.7,26.3
19151,Pocahontas County,Iowa,78.6,21.4
19153,Polk County,Iowa,67.1,32.9
19155,Pottawattamie County,Iowa,70.3,29.7
19157,Poweshiek County,Iowa,70.7,29.3
19159,Ringgold County,Iowa,78.8,21.2
19161,Sac County,Iowa,78.0,22.0
19163,Scott County,Iowa,69.6,30.4
19165,Shelby County,Iowa,75.8,24.2
19167,Sioux County,Iowa,77.8,22.2
19169,Story County,Iowa,56.0,44.0
19171,Tama County,Iowa,76.5,23.5
19173,Taylor County,Iowa,77.7,22.3
19175,Union County,Iowa,72.1,27.9
19177,Van Buren County,Iowa,83.1,16.9
19179,Wapello County,Iowa,67.4,32.6
19181,Warren County,Iowa,83.0,17.0
19183,Washington County,Iowa,72.2,27.8
19185,Wayne County,Iowa,80.1,19.9
19187,Webster County,Iowa,70.1,29.9
19189,Winnebago County,Iowa,74.4,25.6
19191,Winneshiek County,Iowa,76.4,23.6
19193,Woodbury County,Iowa,68.4,31.6
19195,Worth County,Iowa,81.2,18.8
19197,Wright County,Iowa,74.2,25.8
20001,Allen County,Kansas,74.5,25.5
20003,Anderson County,Kansas,81.1,18.9
20005,Atchison County,Kansas,73.4,26.6
20007,Barber County,Kansas,81.3,18.7
20009,Barton County,Kansas,66.2,33.8
20011,Bourbon County,Kansas,72.9,27.1
20013,Brown County,Kansas,75.4,24.6
20015,Butler County,Kansas,78.2,21.8
20017,Chase County,Kansas,71.9,28.1
20019,Chautauqua County,Kansas,83.3,16.7
20021,Cherokee County,Kansas,72.4,27.6
20023,Cheyenne County,Kansas,79.6,20.4
20025,Clark County,Kansas,75.6,24.4
20027,Clay County,Kansas,73.2,26.8
20029,Cloud County,Kansas,74.7,25.3
20031,Coffey County,Kansas,75.9,24.1
20033,Comanche County,Kansas,73.2,26.8
20035,Cowley County,Kansas,70.5,29.5
20037,Crawford County,Kansas,60.1,39.9
20039,Decatur County,Kansas,79.4,20.6
20041,Dickinson County,Kansas,79.1,20.9
20043,Doniphan County,Kansas,81.8,18.2
20045,Douglas County,Kansas,49.5,50.5
20047,Edwards County,Kansas,82.1,17.9
20049,Elk County,Kansas,77.6,22.4
20051,Ellis County,Kansas,62.4,37.6
20053,Ellsworth County,Kansas,81.5,18.5
20055,Finney County,Kansas,64.0,36.0
20057,Ford County,Kansas,64.5,35.5
20059,Franklin County,Kansas,73.5,26.5
20061,Geary County,Kansas,42.8,57.2
20063,Gove County,Kansas,79.1,20.9
20065,Graham County,Kansas,80.7,19.3
20067,Grant County,Kansas,74.8,25.2
20069,Gray County,Kansas,80.2,19.8
20071,Greeley County,Kansas,78.4,21.6
20073,Greenwood County,Kansas,79.5,20.5
20075,Hamilton County,Kansas,81.2,18.8
20077,Harper County,Kansas,73.6,26.4
20079,Harvey County,Kansas,69.5,30.5
20081,Haskell County,Kansas,77.0,23.0
20083,Hodgeman County,Kansas,81.1,18.9
20085,Jackson County,Kansas,78.2,21.8
20087,Jefferson County,Kansas,85.0,15.0
20089,Jewell County,Kansas,80.7,19.3
20091,Johnson County,Kansas,68.6,31.4
20093,Kearny County,Kansas,73.2,26.8
20095,Kingman County,Kansas,69.5,30.5
20097,Kiowa County,Kansas,74.7,25.3
20099,Labette County,Kansas,73.7,26.3
20101,Lane County,Kansas,79.2,20.8
20103,Leavenworth County,Kansas,68.8,31.2
20105,Lincoln County,Kansas,79.1,20.9
20107,Linn County,Kansas,79.6,20.4
20109,Logan County,Kansas,61.1,38.9
20111,Lyon County,Kansas,58.2,41.8
20113,McPherson County,Kansas,75.8,24.2
20115,Marion County,Kansas,80.8,19.2
20117,Marshall County,Kansas,82.5,17.5
20119,Meade County,Kansas,72.7,27.3
20121,Miami County,Kansas,77.6,22.4
20123,Mitchell County,Kansas,70.0,30.0
20125,Montgomery County,Kansas,72.6,27.4
20127,Morris County,Kansas,79.2,20.8
20129,Morton County,Kansas,78.4,21.6
20131,Nemaha County,Kansas,78.8,21.2
20133,Neosho County,Kansas,76.6,23.4
20135,Ness County,Kansas,79.3,20.7
20137,Norton County,Kansas,81.4,18.6
20139,Osage County,Kansas,80.1,19.9
20141,Osborne County,Kansas,76.4,23.6
20143,Ottawa County,Kansas,78.0,22.0
20145,Pawnee County,Kansas,64.1,35.9
20147,Phillips County,Kansas,74.9,25.1
20149,Pottawatomie County,Kansas,82.5,17.5
20151,Pratt County,Kansas,70.7,29.3
20153,Rawlins County,Kansas,68.6,31.4
20155,Reno County,Kansas,69.2,30.8
20157,Republic County,Kansas,76.2,23.8
20159,Rice County,Kansas,77.1,22.9
20161,Riley County,Kansas,44.9,55.1
20163,Rooks County,Kansas,74.3,25.7
20165,Rush County,Kansas,79.6,20.4
20167,Russell County,Kansas,76.4,23.6
20169,Saline County,Kansas,66.8,33.2
20171,Scott County,Kansas,52.7,47.3
20173,Sedgwick County,Kansas,62.3,37.7
20175,Seward County,Kansas,61.2,38.8
20177,Shawnee County,Kansas,67.0,33.0
20179,Sheridan County,Kansas,75.4,24.6
20181,Sherman County,Kansas,66.5,33.5
20183,Smith County,Kansas,83.0,17.0
20185,Stafford County,Kansas,82.2,17.8
20187,Stanton County,Kansas,80.9,19.1
20189,Stevens County,Kansas,73.0,27.0
20191,Sumner County,Kansas,74.4,25.6
20193,Thomas County,Kansas,76.5,23.5
20195,Trego County,Kansas,77.9,22.1
20197,Wabaunsee County,Kansas,79.7,20.3
20199,Wallace County,Kansas,72.4,27.6
20201,Washington County,Kansas,78.1,21.9
20203,Wichita County,Kansas,81.3,18.7
20205,Wilson County,Kansas,74.3,25.7
20207,Woodson County,Kansas,83.5,16.5
20209,Wyandotte County,Kansas,61.4,38.6
21001,Adair County,Kentucky,76.2,23.8
21003,Allen County,Kentucky,76.7,23.3
21005,Anderson County,Kentucky,77.9,22.1
21007,Ballard County,Kentucky,79.7,20.3
21009,Barren County,Kentucky,65.2,34.8
21011,Bath County,Kentucky,72.8,27.2
21013,Bell County,Kentucky,61.1,38.9
21015,Boone County,Kentucky,76.7,23.3
21017,Bourbon County,Kentucky,64.8,35.2
21019,Boyd County,Kentucky,68.4,31.6
21021,Boyle County,Kentucky,69.5,30.5
21023,Bracken County,Kentucky,77.6,22.4
21025,Breathitt County,Kentucky,74.3,25.7
21027,Breckinridge County,Kentucky,82.0,18.0
21029,Bullitt County,Kentucky,83.9,16.1
21031,Butler County,Kentucky,73.1,26.9
21033,Caldwell County,Kentucky,71.8,28.2
21035,Calloway County,Kentucky,63.7,36.3
21037,Campbell County,Kentucky,71.0,29.0
21039,Carlisle County,Kentucky,81.4,18.6
21041,Carroll County,Kentucky,64.2,35.8
21043,Carter County,Kentucky,78.4,21.6
21045,Casey County,Kentucky,78.6,21.4
21047,Christian County,Kentucky,52.2,47.8
21049,Clark County,Kentucky,71.5,28.5
21051,Clay County,Kentucky,77.6,22.4
21053,Clinton County,Kentucky,72.5,27.5
21055,Crittenden County,Kentucky,77.6,22.4
21057,Cumberland County,Kentucky,72.3,27.7
21059,Daviess County,Kentucky,66.8,33.2
21061,Edmonson County,Kentucky,82.9,17.1
21063,Elliott County,Kentucky,83.3,16.7
21065,Estill County,Kentucky,72.4,27.6
21067,Fayette County,Kentucky,53.6,46.4
21069,Fleming County,Kentucky,75.6,24.4
21071,Floyd County,Kentucky,72.1,27.9
21073,Franklin County,Kentucky,64.4,35.6
21075,Fulton County,Kentucky,64.1,35.9
21077,Gallatin County,Kentucky,73.4,26.6
21079,Garrard County,Kentucky,79.8,20.2
21081,Grant County,Kentucky,73.8,26.2
21083,Graves County,Kentucky,76.4,23.6
21085,Grayson County,Kentucky,76.2,23.8
21087,Green County,Kentucky,76.6,23.4
21089,Greenup County,Kentucky,80.5,19.5
21091,Hancock County,Kentucky,78.4,21.6
21093,Hardin County,Kentucky,62.3,37.7
21095,Harlan County,Kentucky,70.8,29.2
21097,Harrison County,Kentucky,70.4,29.6
21099,Hart County,Kentucky,73.7,26.3
21101,Henderson County,Kentucky,64.3,35.7
21103,Henry County,Kentucky,75.8,24.2
21105,Hickman County,Kentucky,74.8,25.2
21107,Hopkins County,Kentucky,71.8,28.2
21109,Jackson County,Kentucky,79.7,20.3
21111,Jefferson County,Kentucky,61.8,38.2
21113,Jessamine County,Kentucky,69.3,30.7
21115,Johnson County,Kentucky,66.4,33.6
21117,Kenton County,Kentucky,70.0,30.0
21119,Knott County,Kentucky,70.8,29.2
21121,Knox County,Kentucky,65.6,34.4
21123,Larue County,Kentucky,75.7,24.3
21125,Laurel County,Kentucky,71.5,28.5
21127,Lawrence County,Kentucky,76.3,23.7
21129,Lee County,Kentucky,75.0,25.0
21131,Leslie County,Kentucky,82.6,17.4
21133,Letcher County,Kentucky,72.6,27.4
21135,Lewis County,Kentucky,79.0,21.0
21137,Lincoln County,Kentucky,77.8,22.2
21139,Livingston County,Kentucky,80.8,19.2
21141,Logan County,Kentucky,75.4,24.6
21143,Lyon County,Kentucky,81.6,18.4
21145,McCracken County,Kentucky,67.4,32.6
21147,McCreary County,Kentucky,74.4,25.6
21149,McLean County,Kentucky,81.2,18.8
21151,Madison County,Kentucky,62.4,37.6
21153,Magoffin County,Kentucky,77.5,22.5
21155,Marion County,Kentucky,77.3,22.7
21157,Marshall County,Kentucky,82.1,17.9
21159,Martin County,Kentucky,80.2,19.8
21161,Mason County,Kentucky,68.6,31.4
21163,Meade County,Kentucky,73.2,26.8
21165,Menifee County,Kentucky,72.6,27.4
21167,Mercer County,Kentucky,77.1,22.9
21169,Metcalfe County,Kentucky,75.3,24.7
21171,Monroe County,Kentucky,69.2,30.8
21173,Montgomery County,Kentucky,66.3,33.7
21175,Morgan County,Kentucky,78.2,21.8
21177,Muhlenberg County,Kentucky,81.9,18.1
21179,Nelson County,Kentucky,77.3,22.7
21181,Nicholas County,Kentucky,71.5,28.5
21183,Ohio County,Kentucky,78.6,21.4
21185,Oldham County,Kentucky,88.1,11.9
21187,Owen County,Kentucky,87.8,12.2
21189,Owsley County,Kentucky,68.3,31.7
21191,Pendleton County,Kentucky,74.0,26.0
21193,Perry County,Kentucky,72.2,27.8
21195,Pike County,Kentucky,75.1,24.9
21197,Powell County,Kentucky,69.2,30.8
21199,Pulaski County,Kentucky,71.9,28.1
21201,Robertson County,Kentucky,75.3,24.7
21203,Rockcastle County,Kentucky,76.4,23.6
21205,Rowan County,Kentucky,63.1,36.9
21207,Russell County,Kentucky,73.5,26.5
21209,Scott County,Kentucky,72.1,27.9
21211,Shelby County,Kentucky,74.1,25.9
21213,Simpson County,Kentucky,66.3,33.7
21215,Spencer County,Kentucky,86.6,13.4
21217,Taylor County,Kentucky,67.6,32.4
21219,Todd County,Kentucky,74.1,25.9
21221,Trigg County,Kentucky,74.2,25.8
21223,Trimble County,Kentucky,82.0,18.0
21225,Union County,Kentucky,71.7,28.3
21227,Warren County,Kentucky,56.7,43.3
21229,Washington County,Kentucky,78.2,21.8
21231,Wayne County,Kentucky,72.0,28.0
21233,Webster County,Kentucky,73.0,27.0
21235,Whitley County,Kentucky,66.7,33.3
21237,Wolfe County,Kentucky,69.9,30.1
21239,Woodford County,Kentucky,71.6,28.4
22001,Acadia Parish,Louisiana,68.0,32.0
22003,Allen Parish,Louisiana,76.8,23.2
22005,Ascension Parish,Louisiana,82.9,17.1
22007,Assumption Parish,Louisiana,85.5,14.5
22009,Avoyelles Parish,Louisiana,68.7,31.3
22011,Beauregard Parish,Louisiana,83.2,16.8
22013,Bienville Parish,Louisiana,70.6,29.4
22015,Bossier Parish,Louisiana,66.1,33.9
22017,Caddo Parish,Louisiana,60.6,39.4
22019,Calcasieu Parish,Louisiana,72.2,27.8
22021,Caldwell Parish,Louisiana,69.0,31.0
22023,Cameron Parish,Louisiana,96.9,3.1
22025,Catahoula Parish,Louisiana,76.0,24.0
22027,Claiborne Parish,Louisiana,70.5,29.5
22029,Concordia Parish,Louisiana,70.4,29.6
22031,De Soto Parish,Louisiana,75.2,24.8
22033,East Baton Rouge Parish,Louisiana,59.1,40.9
22035,East Carroll Parish,Louisiana,60.0,40.0
22037,East Feliciana Parish,Louisiana,83.8,16.2
22039,Evangeline Parish,Louisiana,64.8,35.2
22041,Franklin Parish,Louisiana,73.7,26.3
22043,Grant Parish,Louisiana,82.1,17.9
22045,Iberia Parish,Louisiana,68.0,32.0
22047,Iberville Parish,Louisiana,75.7,24.3
22049,Jackson Parish,Louisiana,70.4,29.6
22051,Jefferson Parish,Louisiana,62.3,37.7
22053,Jefferson Davis Parish,Louisiana,76.3,23.7
22055,Lafayette Parish,Louisiana,66.1,33.9
22057,Lafourche Parish,Louisiana,78.3,21.7
22059,LaSalle Parish,Louisiana,82.9,17.1
22061,Lincoln Parish,Louisiana,53.5,46.5
22063,Livingston Parish,Louisiana,81.3,18.7
22065,Madison Parish,Louisiana,56.4,43.6
22067,Morehouse Parish,Louisiana,66.6,33.4
22069,Natchitoches Parish,Louisiana,62.3,37.7
22071,Orleans Parish,Louisiana,50.5,49.5
22073,Ouachita Parish,Louisiana,59.5,40.5
22075,Plaquemines Parish,Louisiana,73.9,26.1
22077,Pointe Coupee Parish,Louisiana,77.5,22.5
22079,Rapides Parish,Louisiana,65.3,34.7
22081,Red River Parish,Louisiana,76.7,23.3
22083,Richland Parish,Louisiana,67.0,33.0
22085,Sabine Parish,Louisiana,80.3,19.7
22087,St. Bernard Parish,Louisiana,70.1,29.9
22089,St. Charles Parish,Louisiana,82.7,17.3
22091,St. Helena Parish,Louisiana,74.5,25.5
22093,St. James Parish,Louisiana,85.5,14.5
22095,St. John the Baptist Parish,Louisiana,79.7,20.3
22097,St. Landry Parish,Louisiana,70.0,30.0
22099,St. Martin Parish,Louisiana,78.9,21.1
22101,St. Mary Parish,Louisiana,69.8,30.2
22103,St. Tammany Parish,Louisiana,78.8,21.2
22105,Tangipahoa Parish,Louisiana,71.5,28.5
22107,Tensas Parish,Louisiana,69.6,30.4
22109,Terrebonne Parish,Louisiana,73.6,26.4
22111,Union Parish,Louisiana,76.1,23.9
22113,Vermilion Parish,Louisiana,74.3,25.7
22115,Vernon Parish,Louisiana,55.8,44.2
22117,Washington Parish,Louisiana,69.4,30.6
22119,Webster Parish,Louisiana,68.2,31.8
22121,West Baton Rouge Parish,Louisiana,75.9,24.1
22123,West Carroll Parish,Louisiana,73.8,26.2
22125,West Feliciana Parish,Louisiana,78.8,21.2
22127,Winn Parish,Louisiana,71.1,28.9
23001,Androscoggin County,Maine,67.4,32.6
23003,Aroostook County,Maine,74.4,25.6
23005,Cumberland County,Maine,70.4,29.6
23007,Franklin County,Maine,77.0,23.0
23009,Hancock County,Maine,78.8,21.2
23011,Kennebec County,Maine,72.8,27.2
23013,Knox County,Maine,78.5,21.5
23015,Lincoln County,Maine,83.8,16.2
23017,Oxford County,Maine,80.8,19.2
23019,Penobscot County,Maine,70.3,29.7
23021,Piscataquis County,Maine,76.9,23.1
23023,Sagadahoc County,Maine,77.8,22.2
23025,Somerset County,Maine,77.3,22.7
23027,Waldo County,Maine,80.9,19.1
23029,Washington County,Maine,78.1,21.9
23031,York County,Maine,76.1,23.9
24001,Allegany County,Maryland,70.3,29.7
24003,Anne Arundel County,Maryland,75.0,25.0
24005,Baltimore County,Maryland,66.3,33.7
24009,Calvert County,Maryland,87.2,12.8
24011,Caroline County,Maryland,71.9,28.1
24013,Carroll County,Maryland,83.9,16.1
24015,Cecil County,Maryland,75.3,24.7
24017,Charles County,Maryland,81.2,18.8
24019,Dorchester County,Maryland,66.3,33.7
24021,Frederick County,Maryland,77.0,23.0
24023,Garrett County,Maryland,81.0,19.0
24025,Harford County,Maryland,79.7,20.3
24027,Howard County,Maryland,71.7,28.3
24029,Kent County,Maryland,72.1,27.9
24031,Montgomery County,Maryland,65.3,34.7
24033,Prince George's County,Maryland,62.3,37.7
24035,Queen Anne's County,Maryland,81.3,18.7
24037,St. Mary's County,Maryland,72.6,27.4
24039,Somerset County,Maryland,68.8,31.2
24041,Talbot County,Maryland,72.7,27.3
24043,Washington County,Maryland,65.9,34.1
24045,Wicomico County,Maryland,60.7,39.3
24047,Worcester County,Maryland,76.7,23.3
24510,Baltimore city,Maryland,47.5,52.5
25001,Barnstable County,Massachusetts,80.6,19.4
25003,Berkshire County,Massachusetts,70.0,30.0
25005,Bristol County,Massachusetts,62.2,37.8
25007,Dukes County,Massachusetts,74.6,25.4
25009,Essex County,Massachusetts,64.0,36.0
25011,Franklin County,Massachusetts,68.7,31.3
25013,Hampden County,Massachusetts,62.2,37.8
25015,Hampshire County,Massachusetts,68.8,31.2
25017,Middlesex County,Massachusetts,61.6,38.4
25019,Nantucket County,Massachusetts,76.5,23.5
25021,Norfolk County,Massachusetts,68.5,31.5
25023,Plymouth County,Massachusetts,77.6,22.4
25025,Suffolk County,Massachusetts,36.6,63.4
25027,Worcester County,Massachusetts,65.7,34.3
26001,Alcona County,Michigan,89.6,10.4
26003,Alger County,Michigan,84.3,15.7
26005,Allegan County,Michigan,86.1,13.9
26007,Alpena County,Michigan,79.4,20.6
26009,Antrim County,Michigan,87.0,13.0
