FIPS Code,County Name,State Name,median_age,sex_ratio
26021,Berrien County,Michigan,42.6,96.8
26023,Branch County,Michigan,40.8,107.7
26025,Calhoun County,Michigan,40.2,97.3
26027,Cass County,Michigan,45.5,101.5
26029,Charlevoix County,Michigan,50.0,100.4
26031,Cheboygan County,Michigan,51.9,101.7
26033,Chippewa County,Michigan,41.3,119.3
26035,Clare County,Michigan,48.3,101.5
26037,Clinton County,Michigan,41.8,98.4
26039,Crawford County,Michigan,51.5,104.9
26041,Delta County,Michigan,47.8,101.6
26043,Dickinson County,Michigan,47.4,103.1
26045,Eaton County,Michigan,41.2,98.0
26047,Emmet County,Michigan,46.4,99.1
26049,Genesee County,Michigan,40.6,94.0
26051,Gladwin County,Michigan,50.8,102.7
26053,Gogebic County,Michigan,51.3,106.6
26055,Grand Traverse County,Michigan,43.1,97.6
26057,Gratiot County,Michigan,39.7,117.8
26059,Hillsdale County,Michigan,42.8,100.9
26061,Houghton County,Michigan,32.3,121.1
26063,Huron County,Michigan,49.4,99.8
26065,Ingham County,Michigan,33.3,95.8
26067,Ionia County,Michigan,38.8,119.0
26069,Iosco County,Michigan,53.5,99.3
26071,Iron County,Michigan,53.2,99.9
26073,Isabella County,Michigan,29.8,95.4
26075,Jackson County,Michigan,41.2,105.6
26077,Kalamazoo County,Michigan,34.9,96.4
26079,Kalkaska County,Michigan,44.0,103.6
26081,Kent County,Michigan,35.7,98.6
26083,Keweenaw County,Michigan,56.7,103.7
26085,Lake County,Michigan,50.3,118.6
26087,Lapeer County,Michigan,44.6,105.8
26089,Leelanau County,Michigan,55.3,98.5
26091,Lenawee County,Michigan,42.2,102.9
26093,Livingston County,Michigan,43.8,101.9
26095,Luce County,Michigan,44.6,148.8
26097,Mackinac County,Michigan,53.3,103.6
26099,Macomb County,Michigan,41.1,96.0
26101,Manistee County,Michigan,50.3,106.2
26103,Marquette County,Michigan,39.2,102.9
26105,Mason County,Michigan,47.2,101.1
26107,Mecosta County,Michigan,40.6,99.5
26109,Menominee County,Michigan,49.9,106.7
26111,Midland County,Michigan,41.8,99.8
26113,Missaukee County,Michigan,42.7,103.3
26115,Monroe County,Michigan,42.6,99.5
26117,Montcalm County,Michigan,40.1,115.4
26119,Montmorency County,Michigan,56.7,106.0
26121,Muskegon County,Michigan,39.9,99.5
26123,Newaygo County,Michigan,42.8,102.7
26125,Oakland County,Michigan,41.2,97.5
26127,Oceana County,Michigan,43.9,104.4
26129,Ogemaw County,Michigan,50.8,101.6
26131,Ontonagon County,Michigan,59.4,104.0
26133,Osceola County,Michigan,43.8,104.3
26135,Oscoda County,Michigan,52.1,105.0
26137,Otsego County,Michigan,44.5,103.1
26139,Ottawa County,Michigan,36.3,98.5
26141,Presque Isle County,Michigan,56.2,100.2
26143,Roscommon County,Michigan,57.4,101.7
26145,Saginaw County,Michigan,41.1,95.3
26147,St. Clair County,Michigan,44.3,99.9
26149,St. Joseph County,Michigan,39.8,101.6
26151,Sanilac County,Michigan,45.3,101.8
26153,Schoolcraft County,Michigan,52.1,99.8
26155,Shiawassee County,Michigan,43.1,99.0
26157,Tuscola County,Michigan,44.6,103.4
26159,Van Buren County,Michigan,41.2,99.3
26161,Washtenaw County,Michigan,34.8,99.5
26163,Wayne County,Michigan,37.8,93.9
26165,Wexford County,Michigan,42.2,101.3
27001,Aitkin County,Minnesota,56.5,101.8
27003,Anoka County,Minnesota,38.8,101.2
27005,Becker County,Minnesota,43.2,100.4
27007,Beltrami County,Minnesota,35.1,101.6
27009,Benton County,Minnesota,36.7,99.6
27011,Big Stone County,Minnesota,47.4,102.8
27013,Blue Earth County,Minnesota,31.5,102.3
27015,Brown County,Minnesota,42.4,100.2
27017,Carlton County,Minnesota,41.7,112.6
27019,Carver County,Minnesota,38.9,100.4
27021,Cass County,Minnesota,49.7,106.2
27023,Chippewa County,Minnesota,41.8,98.9
27025,Chisago County,Minnesota,40.8,108.3
27027,Clay County,Minnesota,33.5,99.2
27029,Clearwater County,Minnesota,41.8,103.6
27031,Cook County,Minnesota,52.3,98.4
27033,Cottonwood County,Minnesota,41.3,100.0
27035,Crow Wing County,Minnesota,45.4,99.6
27037,Dakota County,Minnesota,38.4,98.6
27039,Dodge County,Minnesota,38.5,103.4
27041,Douglas County,Minnesota,44.3,101.8
27043,Faribault County,Minnesota,44.6,102.9
27045,Fillmore County,Minnesota,42.3,102.6
27047,Freeborn County,Minnesota,43.9,101.7
27049,Goodhue County,Minnesota,42.3,100.5
27051,Grant County,Minnesota,43.7,104.6
27053,Hennepin County,Minnesota,37.4,99.0
27055,Houston County,Minnesota,45.0,101.2
27057,Hubbard County,Minnesota,48.3,103.6
27059,Isanti County,Minnesota,40.1,102.4
27061,Itasca County,Minnesota,46.9,102.6
27063,Jackson County,Minnesota,44.5,104.9
27065,Kanabec County,Minnesota,44.5,101.0
27067,Kandiyohi County,Minnesota,39.8,102.4
27069,Kittson County,Minnesota,48.4,98.4
27071,Koochiching County,Minnesota,50.5,103.7
27073,Lac qui Parle County,Minnesota,47.7,105.3
27075,Lake County,Minnesota,49.6,108.3
27077,Lake of the Woods County,Minnesota,50.8,118.3
27079,Le Sueur County,Minnesota,41.4,103.2
27081,Lincoln County,Minnesota,45.0,102.0
27083,Lyon County,Minnesota,37.3,96.0
27085,McLeod County,Minnesota,41.5,101.0
27087,Mahnomen County,Minnesota,35.2,104.1
27089,Marshall County,Minnesota,43.2,102.5
27091,Martin County,Minnesota,44.5,101.9
27093,Meeker County,Minnesota,42.3,105.4
27095,Mille Lacs County,Minnesota,41.2,103.6
27097,Morrison County,Minnesota,42.2,104.0
27099,Mower County,Minnesota,38.9,101.0
27101,Murray County,Minnesota,46.6,100.7
27103,Nicollet County,Minnesota,37.8,101.5
27105,Nobles County,Minnesota,36.3,106.7
27107,Norman County,Minnesota,43.9,106.1
27109,Olmsted County,Minnesota,37.8,96.0
27111,Otter Tail County,Minnesota,46.3,102.2
27113,Pennington County,Minnesota,40.2,100.2
27115,Pine County,Minnesota,45.8,115.6
27117,Pipestone County,Minnesota,39.8,98.3
27119,Polk County,Minnesota,39.5,104.3
27121,Pope County,Minnesota,45.6,105.6
27123,Ramsey County,Minnesota,35.9,96.4
27125,Red Lake County,Minnesota,42.8,107.3
27127,Redwood County,Minnesota,41.1,99.8
27129,Renville County,Minnesota,42.1,103.4
27131,Rice County,Minnesota,37.1,105.4
27133,Rock County,Minnesota,41.1,95.9
27135,Roseau County,Minnesota,42.3,109.8
27137,St. Louis County,Minnesota,41.3,101.4
27139,Scott County,Minnesota,37.3,100.1
27141,Sherburne County,Minnesota,36.9,104.9
27143,Sibley County,Minnesota,42.2,106.1
27145,Stearns County,Minnesota,35.0,102.3
27147,Steele County,Minnesota,40.2,101.7
27149,Stevens County,Minnesota,33.6,112.3
27151,Swift County,Minnesota,43.4,107.5
27153,Todd County,Minnesota,42.8,106.3
27155,Traverse County,Minnesota,45.5,98.6
27157,Wabasha County,Minnesota,44.8,102.4
27159,Wadena County,Minnesota,40.1,99.6
27161,Waseca County,Minnesota,40.4,92.0
27163,Washington County,Minnesota,39.9,99.1
27165,Watonwan County,Minnesota,40.6,102.2
27167,Wilkin County,Minnesota,42.0,112.7
27169,Winona County,Minnesota,36.1,98.8
27171,Wright County,Minnesota,37.4,103.8
27173,Yellow Medicine County,Minnesota,42.0,102.4
28001,Adams County,Mississippi,42.1,93.5
28003,Alcorn County,Mississippi,40.6,95.8
28005,Amite County,Mississippi,48.8,90.2
28007,Attala County,Mississippi,39.6,90.6
28009,Benton County,Mississippi,43.9,98.1
28011,Bolivar County,Mississippi,36.6,88.6
28013,Calhoun County,Mississippi,43.1,99.4
28015,Carroll County,Mississippi,47.7,112.1
28017,Chickasaw County,Mississippi,39.0,96.3
28019,Choctaw County,Mississippi,43.0,95.9
28021,Claiborne County,Mississippi,33.8,92.1
28023,Clarke County,Mississippi,42.6,89.9
28025,Clay County,Mississippi,40.1,88.1
28027,Coahoma County,Mississippi,35.7,87.1
28029,Copiah County,Mississippi,39.8,91.3
28031,Covington County,Mississippi,37.7,101.1
28033,DeSoto County,Mississippi,37.0,93.3
28035,Forrest County,Mississippi,31.8,87.7
28037,Franklin County,Mississippi,42.7,103.6
28039,George County,Mississippi,36.2,101.3
28041,Greene County,Mississippi,40.5,153.9
28043,Grenada County,Mississippi,38.9,92.5
28045,Hancock County,Mississippi,45.7,95.3
28047,Harrison County,Mississippi,38.1,95.6
28049,Hinds County,Mississippi,36.6,88.0
28051,Holmes County,Mississippi,35.8,92.5
28053,Humphreys County,Mississippi,38.4,91.9
28055,Issaquena County,Mississippi,49.5,200.8
28057,Itawamba County,Mississippi,39.4,97.7
28059,Jackson County,Mississippi,39.7,97.2
28061,Jasper County,Mississippi,42.4,98.2
28063,Jefferson County,Mississippi,43.0,93.7
28065,Jefferson Davis County,Mississippi,45.7,89.1
28067,Jones County,Mississippi,37.6,95.6
28069,Kemper County,Mississippi,40.7,102.7
28071,Lafayette County,Mississippi,30.9,91.9
28073,Lamar County,Mississippi,37.5,91.8
28075,Lauderdale County,Mississippi,39.5,93.6
28077,Lawrence County,Mississippi,40.7,94.3
28079,Leake County,Mississippi,40.0,93.5
28081,Lee County,Mississippi,37.7,91.6
28083,Leflore County,Mississippi,34.5,88.0
28085,Lincoln County,Mississippi,41.2,92.2
28087,Lowndes County,Mississippi,37.0,92.3
28089,Madison County,Mississippi,38.5,92.6
28091,Marion County,Mississippi,40.7,91.8
28093,Marshall County,Mississippi,41.8,98.5
28095,Monroe County,Mississippi,41.6,92.6
28097,Montgomery County,Mississippi,42.4,95.8
28099,Neshoba County,Mississippi,37.7,92.1
28101,Newton County,Mississippi,37.8,93.0
28103,Noxubee County,Mississippi,39.9,85.2
28105,Oktibbeha County,Mississippi,25.5,97.3
28107,Panola County,Mississippi,39.7,91.6
28109,Pearl River County,Mississippi,41.1,96.3
28111,Perry County,Mississippi,42.9,99.6
28113,Pike County,Mississippi,37.1,88.6
28115,Pontotoc County,Mississippi,35.7,96.8
28117,Prentiss County,Mississippi,37.9,98.1
28119,Quitman County,Mississippi,41.0,88.8
28121,Rankin County,Mississippi,39.4,93.6
28123,Scott County,Mississippi,37.2,102.3
28125,Sharkey County,Mississippi,36.6,99.2
28127,Simpson County,Mississippi,41.0,94.3
28129,Smith County,Mississippi,42.9,90.8
28131,Stone County,Mississippi,39.3,100.0
28133,Sunflower County,Mississippi,37.6,114.4
28135,Tallahatchie County,Mississippi,38.4,114.2
28137,Tate County,Mississippi,38.5,96.6
28139,Tippah County,Mississippi,39.7,91.7
28141,Tishomingo County,Mississippi,43.5,96.8
28143,Tunica County,Mississippi,34.7,90.2
28145,Union County,Mississippi,38.4,95.6
28147,Walthall County,Mississippi,41.4,95.0
28149,Warren County,Mississippi,40.3,91.9
28151,Washington County,Mississippi,38.3,87.7
28153,Wayne County,Mississippi,39.1,93.5
28155,Webster County,Mississippi,40.3,90.4
28157,Wilkinson County,Mississippi,39.1,118.4
28159,Winston County,Mississippi,42.3,94.0
28161,Yalobusha County,Mississippi,42.4,89.9
28163,Yazoo County,Mississippi,38.4,136.6
29001,Adair County,Missouri,29.8,94.5
29003,Andrew County,Missouri,42.1,100.9
29005,Atchison County,Missouri,47.7,102.4
29007,Audrain County,Missouri,40.3,90.7
29009,Barry County,Missouri,43.0,101.2
29011,Barton County,Missouri,40.6,99.1
29013,Bates County,Missouri,40.8,102.1
29015,Benton County,Missouri,54.4,103.8
29017,Bollinger County,Missouri,44.3,98.6
29019,Boone County,Missouri,32.2,94.1
29021,Buchanan County,Missouri,38.9,102.6
29023,Butler County,Missouri,40.5,95.1
29025,Caldwell County,Missouri,42.7,103.7
29027,Callaway County,Missouri,39.3,107.1
29029,Camden County,Missouri,53.0,98.7
29031,Cape Girardeau County,Missouri,37.0,95.5
29033,Carroll County,Missouri,43.7,99.3
29035,Carter County,Missouri,39.6,94.1
29037,Cass County,Missouri,40.1,96.3
29039,Cedar County,Missouri,44.5,104.6
29041,Chariton County,Missouri,45.2,100.1
29043,Christian County,Missouri,39.3,95.7
29045,Clark County,Missouri,43.5,104.4
29047,Clay County,Missouri,37.6,97.7
29049,Clinton County,Missouri,42.1,99.9
29051,Cole County,Missouri,39.7,102.1
29053,Cooper County,Missouri,39.9,100.8
29055,Crawford County,Missouri,42.3,99.1
29057,Dade County,Missouri,46.7,103.5
29059,Dallas County,Missouri,42.5,96.4
29061,Daviess County,Missouri,40.6,100.8
29063,DeKalb County,Missouri,42.3,138.3
29065,Dent County,Missouri,43.8,99.6
29067,Douglas County,Missouri,46.6,102.9
29069,Dunklin County,Missouri,39.5,91.7
29071,Franklin County,Missouri,41.4,99.7
29073,Gasconade County,Missouri,46.3,103.3
29075,Gentry County,Missouri,40.5,94.3
29077,Greene County,Missouri,36.4,95.9
29079,Grundy County,Missouri,39.7,95.9
29081,Harrison County,Missouri,40.9,99.5
29083,Henry County,Missouri,44.1,97.2
29085,Hickory County,Missouri,55.2,102.2
29087,Holt County,Missouri,47.8,98.9
29089,Howard County,Missouri,38.3,98.1
29091,Howell County,Missouri,40.1,95.1
29093,Iron County,Missouri,45.3,99.0
29095,Jackson County,Missouri,36.9,94.5
29097,Jasper County,Missouri,36.6,96.5
29099,Jefferson County,Missouri,40.2,99.9
29101,Johnson County,Missouri,31.3,104.7
29103,Knox County,Missouri,39.8,103.5
29105,Laclede County,Missouri,39.6,100.5
29107,Lafayette County,Missouri,40.9,100.3
29109,Lawrence County,Missouri,39.0,101.3
29111,Lewis County,Missouri,38.2,105.3
29113,Lincoln County,Missouri,37.5,101.6
29115,Linn County,Missouri,42.4,96.3
29117,Livingston County,Missouri,39.9,81.2
29119,McDonald County,Missouri,38.1,105.2
29121,Macon County,Missouri,42.9,97.0
29123,Madison County,Missouri,41.4,101.2
29125,Maries County,Missouri,45.4,100.3
29127,Marion County,Missouri,39.4,94.6
29129,Mercer County,Missouri,40.8,97.7
29131,Miller County,Missouri,40.8,100.2
29133,Mississippi County,Missouri,42.2,112.4
29135,Moniteau County,Missouri,38.0,107.0
29137,Monroe County,Missouri,45.8,105.2
29139,Montgomery County,Missouri,43.8,102.3
29141,Morgan County,Missouri,45.4,102.2
29143,New Madrid County,Missouri,41.8,91.0
29145,Newton County,Missouri,40.2,99.2
29147,Nodaway County,Missouri,33.9,98.0
29149,Oregon County,Missouri,44.6,98.3
29151,Osage County,Missouri,40.8,105.9
29153,Ozark County,Missouri,51.9,101.6
29155,Pemiscot County,Missouri,38.9,89.9
29157,Perry County,Missouri,41.6,99.0
29159,Pettis County,Missouri,37.9,100.9
29161,Phelps County,Missouri,36.2,108.9
29163,Pike County,Missouri,39.7,115.9
29165,Platte County,Missouri,38.7,98.3
29167,Polk County,Missouri,38.9,95.8
29169,Pulaski County,Missouri,27.5,121.9
29171,Putnam County,Missouri,45.6,104.8
29173,Ralls County,Missouri,45.8,104.6
29175,Randolph County,Missouri,40.1,108.1
29177,Ray County,Missouri,42.2,102.0
29179,Reynolds County,Missouri,46.1,110.4
29181,Ripley County,Missouri,41.4,99.0
29183,St. Charles County,Missouri,39.6,97.8
29185,St. Clair County,Missouri,47.2,103.1
29186,Ste. Genevieve County,Missouri,43.2,105.7
29187,St. Francois County,Missouri,39.2,111.3
29189,St. Louis County,Missouri,40.2,91.7
29195,Saline County,Missouri,35.4,103.2
29197,Schuyler County,Missouri,38.8,97.9
29199,Scotland County,Missouri,36.3,96.7
29201,Scott County,Missouri,39.4,93.6
29203,Shannon County,Missouri,45.5,103.8
29205,Shelby County,Missouri,43.6,102.4
29207,Stoddard County,Missouri,41.9,97.4
29209,Stone County,Missouri,54.4,98.4
29211,Sullivan County,Missouri,44.2,101.6
29213,Taney County,Missouri,42.0,94.1
29215,Texas County,Missouri,42.8,112.7
29217,Vernon County,Missouri,41.7,96.4
29219,Warren County,Missouri,40.8,100.1
29221,Washington County,Missouri,40.2,107.7
29223,Wayne County,Missouri,48.2,101.7
29225,Webster County,Missouri,36.9,102.3
29227,Worth County,Missouri,49.0,103.1
29229,Wright County,Missouri,41.2,98.4
29510,St. Louis city,Missouri,36.6,94.2
30001,Beaverhead County,Montana,43.4,106.2
30003,Big Horn County,Montana,32.3,96.8
30005,Blaine County,Montana,33.9,99.6
30007,Broadwater County,Montana,46.2,107.7
30009,Carbon County,Montana,50.5,103.8
30011,Carter County,Montana,56.7,106.2
30013,Cascade County,Montana,38.3,103.9
30015,Chouteau County,Montana,42.9,99.1
30017,Custer County,Montana,42.6,102.2
30019,Daniels County,Montana,48.7,106.8
30021,Dawson County,Montana,43.5,111.0
30023,Deer Lodge County,Montana,49.6,113.7
30025,Fallon County,Montana,37.2,96.4
30027,Fergus County,Montana,45.3,105.1
30029,Flathead County,Montana,42.1,100.2
30031,Gallatin County,Montana,33.8,109.8
30033,Garfield County,Montana,43.9,99.2
30035,Glacier County,Montana,34.2,96.5
30037,Golden Valley County,Montana,54.8,105.4
30039,Granite County,Montana,53.9,104.6
30041,Hill County,Montana,34.0,103.9
30043,Jefferson County,Montana,47.3,102.8
30045,Judith Basin County,Montana,50.9,118.2
30047,Lake County,Montana,43.8,98.1
30049,Lewis and Clark County,Montana,41.3,99.0
30051,Liberty County,Montana,37.5,83.4
30053,Lincoln County,Montana,52.6,101.3
30055,McCone County,Montana,52.4,109.0
30057,Madison County,Montana,54.1,113.0
30059,Meagher County,Montana,59.9,115.3
30061,Mineral County,Montana,50.1,112.2
30063,Missoula County,Montana,37.0,101.0
30065,Musselshell County,Montana,51.3,106.5
30067,Park County,Montana,46.2,101.5
30069,Petroleum County,Montana,51.5,130.5
30071,Phillips County,Montana,44.9,113.9
30073,Pondera County,Montana,41.2,101.3
30075,Powder River County,Montana,48.6,100.0
30077,Powell County,Montana,43.3,176.4
30079,Prairie County,Montana,49.1,117.2
30081,Ravalli County,Montana,48.9,100.5
30083,Richland County,Montana,38.0,101.1
30085,Roosevelt County,Montana,30.5,101.5
30087,Rosebud County,Montana,36.7,99.0
30089,Sanders County,Montana,54.6,106.3
30091,Sheridan County,Montana,44.7,113.2
30093,Silver Bow County,Montana,40.3,107.2
30095,Stillwater County,Montana,47.4,100.8
30097,Sweet Grass County,Montana,44.0,100.7
30099,Teton County,Montana,43.0,96.6
30101,Toole County,Montana,38.8,149.2
30103,Treasure County,Montana,53.4,117.4
30105,Valley County,Montana,43.2,101.5
30107,Wheatland County,Montana,47.3,88.8
30109,Wibaux County,Montana,44.2,95.6
30111,Yellowstone County,Montana,38.7,98.1
31001,Adams County,Nebraska,38.8,98.2
31003,Antelope County,Nebraska,42.7,102.4
31005,Arthur County,Nebraska,40.5,118.6
31007,Banner County,Nebraska,56.6,86.1
31009,Blaine County,Nebraska,56.8,102.6
31011,Boone County,Nebraska,43.2,101.8
31013,Box Butte County,Nebraska,40.7,104.4
31015,Boyd County,Nebraska,54.9,111.4
31017,Brown County,Nebraska,45.9,100.2
31019,Buffalo County,Nebraska,34.6,101.2
31021,Burt County,Nebraska,44.8,102.1
31023,Butler County,Nebraska,42.7,100.4
31025,Cass County,Nebraska,41.0,102.7
31027,Cedar County,Nebraska,41.9,105.5
31029,Chase County,Nebraska,41.8,92.2
31031,Cherry County,Nebraska,43.5,106.7
31033,Cheyenne County,Nebraska,42.0,99.5
31035,Clay County,Nebraska,40.1,104.4
31037,Colfax County,Nebraska,35.0,119.3
31039,Cuming County,Nebraska,40.8,104.7
31041,Custer County,Nebraska,42.3,102.8
31043,Dakota County,Nebraska,32.1,99.9
31045,Dawes County,Nebraska,35.2,92.1
31047,Dawson County,Nebraska,35.8,108.2
31049,Deuel County,Nebraska,50.7,98.4
31051,Dixon County,Nebraska,42.1,106.5
31053,Dodge County,Nebraska,38.9,101.7
31055,Douglas County,Nebraska,35.5,98.6
31057,Dundy County,Nebraska,45.6,101.7
31059,Fillmore County,Nebraska,46.3,102.1
31061,Franklin County,Nebraska,49.0,101.8
31063,Frontier County,Nebraska,42.8,115.3
31065,Furnas County,Nebraska,46.4,103.5
31067,Gage County,Nebraska,42.8,102.4
31069,Garden County,Nebraska,54.1,95.4
31071,Garfield County,Nebraska,45.0,99.7
31073,Gosper County,Nebraska,49.2,111.7
31075,Grant County,Nebraska,37.8,123.5
31077,Greeley County,Nebraska,44.5,107.2
31079,Hall County,Nebraska,36.0,103.9
31081,Hamilton County,Nebraska,41.3,101.1
31083,Harlan County,Nebraska,47.1,104.5
31085,Hayes County,Nebraska,48.7,95.0
31087,Hitchcock County,Nebraska,44.7,107.9
31089,Holt County,Nebraska,41.8,100.1
31091,Hooker County,Nebraska,44.8,103.0
31093,Howard County,Nebraska,42.3,103.1
31095,Jefferson County,Nebraska,44.7,93.2
31097,Johnson County,Nebraska,40.1,153.6
31099,Kearney County,Nebraska,40.3,100.4
31101,Keith County,Nebraska,49.0,100.3
31103,Keya Paha County,Nebraska,49.0,99.4
31105,Kimball County,Nebraska,48.5,105.5
31107,Knox County,Nebraska,44.5,99.3
31109,Lancaster County,Nebraska,34.3,101.4
31111,Lincoln County,Nebraska,42.4,99.3
31113,Logan County,Nebraska,44.8,105.6
31115,Loup County,Nebraska,47.1,130.2
31117,McPherson County,Nebraska,46.6,124.8
31119,Madison County,Nebraska,37.1,98.5
31121,Merrick County,Nebraska,42.8,105.1
31123,Morrill County,Nebraska,41.3,108.6
31125,Nance County,Nebraska,43.6,100.1
31127,Nemaha County,Nebraska,39.0,104.9
31129,Nuckolls County,Nebraska,50.5,99.2
31131,Otoe County,Nebraska,41.8,106.3
31133,Pawnee County,Nebraska,47.1,96.4
31135,Perkins County,Nebraska,41.0,106.5
31137,Phelps County,Nebraska,40.7,103.2
31139,Pierce County,Nebraska,39.7,103.0
31141,Platte County,Nebraska,38.4,103.8
31143,Polk County,Nebraska,43.7,100.0
31145,Red Willow County,Nebraska,41.2,101.0
31147,Richardson County,Nebraska,45.9,101.8
31149,Rock County,Nebraska,45.2,98.1
31151,Saline County,Nebraska,37.4,105.0
31153,Sarpy County,Nebraska,35.5,101.7
31155,Saunders County,Nebraska,40.4,105.5
31157,Scotts Bluff County,Nebraska,39.8,93.8
31159,Seward County,Nebraska,37.6,105.8
31161,Sheridan County,Nebraska,46.6,101.0
31163,Sherman County,Nebraska,47.9,104.1
31165,Sioux County,Nebraska,41.5,98.8
31167,Stanton County,Nebraska,42.0,101.7
31169,Thayer County,Nebraska,46.2,98.3
31171,Thomas County,Nebraska,45.1,92.6
31173,Thurston County,Nebraska,28.7,97.3
31175,Valley County,Nebraska,45.4,101.2
31177,Washington County,Nebraska,42.6,99.7
31179,Wayne County,Nebraska,31.6,103.5
31181,Webster County,Nebraska,44.6,104.9
31183,Wheeler County,Nebraska,59.9,100.8
31185,York County,Nebraska,39.0,101.4
32001,Churchill County,Nevada,39.8,107.3
32003,Clark County,Nevada,38.3,100.2
32005,Douglas County,Nevada,54.2,101.9
32007,Elko County,Nevada,35.4,109.0
32009,Esmeralda County,Nevada,55.8,126.4
32011,Eureka County,Nevada,50.1,148.1
32013,Humboldt County,Nevada,37.6,108.0
32015,Lander County,Nevada,37.3,112.6
32017,Lincoln County,Nevada,43.6,116.6
32019,Lyon County,Nevada,42.9,108.2
32021,Mineral County,Nevada,41.9,85.9
32023,Nye County,Nevada,52.4,103.3
32027,Pershing County,Nevada,40.9,177.6
32029,Storey County,Nevada,56.8,114.7
32031,Washoe County,Nevada,38.9,103.1
32033,White Pine County,Nevada,41.7,132.7
32510,Carson City,Nevada,42.1,107.8
33001,Belknap County,New Hampshire,48.3,97.7
33003,Carroll County,New Hampshire,54.2,102.1
33005,Cheshire County,New Hampshire,43.5,97.0
33007,Coos County,New Hampshire,49.9,112.4
33009,Grafton County,New Hampshire,44.0,98.4
33011,Hillsborough County,New Hampshire,41.0,100.5
33013,Merrimack County,New Hampshire,42.6,99.3
33015,Rockingham County,New Hampshire,44.8,99.0
33017,Strafford County,New Hampshire,37.9,97.6
33019,Sullivan County,New Hampshire,47.3,100.9
34001,Atlantic County,New Jersey,42.2,94.9
34003,Bergen County,New Jersey,42.1,96.0
34005,Burlington County,New Jersey,41.7,97.5
34007,Camden County,New Jersey,38.8,93.9
34009,Cape May County,New Jersey,51.4,94.3
34011,Cumberland County,New Jersey,37.6,104.2
34013,Essex County,New Jersey,37.7,94.5
34015,Gloucester County,New Jersey,40.1,96.0
34017,Hudson County,New Jersey,35.8,99.7
34019,Hunterdon County,New Jersey,46.2,97.3
34021,Mercer County,New Jersey,39.2,97.8
34023,Middlesex County,New Jersey,39.4,98.6
34025,Monmouth County,New Jersey,43.2,96.2
34027,Morris County,New Jersey,42.7,98.3
34029,Ocean County,New Jersey,41.4,94.8
34031,Passaic County,New Jersey,38.1,96.5
34033,Salem County,New Jersey,41.9,96.4
34035,Somerset County,New Jersey,41.9,97.1
34037,Sussex County,New Jersey,44.1,100.9
34039,Union County,New Jersey,39.1,97.3
34041,Warren County,New Jersey,43.9,98.7
35001,Bernalillo County,New Mexico,39.3,96.8
35003,Catron County,New Mexico,62.6,106.1
35005,Chaves County,New Mexico,36.9,101.5
35006,Cibola County,New Mexico,38.4,99.6
35007,Colfax County,New Mexico,49.1,104.9
35009,Curry County,New Mexico,31.9,103.6
35011,De Baca County,New Mexico,35.1,171.0
35013,Doña Ana County,New Mexico,34.0,97.6
35015,Eddy County,New Mexico,35.9,106.6
35017,Grant County,New Mexico,49.0,101.9
35019,Guadalupe County,New Mexico,41.6,139.2
35021,Harding County,New Mexico,43.1,95.3
35023,Hidalgo County,New Mexico,42.3,95.0
35025,Lea County,New Mexico,32.5,107.9
35027,Lincoln County,New Mexico,52.7,95.7
35028,Los Alamos County,New Mexico,41.1,106.5
35029,Luna County,New Mexico,36.6,103.5
35031,McKinley County,New Mexico,34.1,93.2
35033,Mora County,New Mexico,58.5,81.4
35035,Otero County,New Mexico,36.3,110.2
35037,Quay County,New Mexico,48.1,95.1
35039,Rio Arriba County,New Mexico,42.4,95.7
35041,Roosevelt County,New Mexico,32.0,100.1
35043,Sandoval County,New Mexico,41.1,97.9
35045,San Juan County,New Mexico,38.0,97.7
35047,San Miguel County,New Mexico,46.8,96.1
35049,Santa Fe County,New Mexico,48.5,95.3
35051,Sierra County,New Mexico,57.3,97.7
35053,Socorro County,New Mexico,39.7,99.3
35055,Taos County,New Mexico,51.9,96.2
35057,Torrance County,New Mexico,42.5,102.3
35059,Union County,New Mexico,40.3,117.4
35061,Valencia County,New Mexico,39.0,99.3
36001,Albany County,New York,38.3,94.5
36003,Allegany County,New York,38.9,103.0
36005,Bronx County,New York,35.6,89.6
36007,Broome County,New York,39.4,97.6
36009,Cattaraugus County,New York,42.5,100.4
36011,Cayuga County,New York,43.7,105.1
36013,Chautauqua County,New York,42.7,98.5
36015,Chemung County,New York,41.9,98.4
36017,Chenango County,New York,44.9,100.8
36019,Clinton County,New York,41.5,103.7
36021,Columbia County,New York,49.5,102.3
36023,Cortland County,New York,36.5,99.3
36025,Delaware County,New York,48.8,103.4
36027,Dutchess County,New York,42.6,99.1
36029,Erie County,New York,40.3,94.7
36031,Essex County,New York,49.5,106.2
36033,Franklin County,New York,41.8,110.3
36035,Fulton County,New York,44.1,100.1
36037,Genesee County,New York,42.4,101.6
36039,Greene County,New York,47.4,106.5
36041,Hamilton County,New York,57.2,101.2
36043,Herkimer County,New York,44.6,100.1
36045,Jefferson County,New York,33.2,111.0
36047,Kings County,New York,36.3,90.9
36049,Lewis County,New York,42.0,102.7
36051,Livingston County,New York,41.4,99.6
36053,Madison County,New York,42.6,98.5
36055,Monroe County,New York,39.5,94.3
36057,Montgomery County,New York,40.1,98.8
36059,Nassau County,New York,41.8,96.8
36061,New York County,New York,38.9,91.4
36063,Niagara County,New York,43.2,96.5
36065,Oneida County,New York,40.8,99.7
