FIPS Code,County Name,State Name,median_age,sex_ratio
17057,Fulton County,Illinois,43.7,108.8
17059,Gallatin County,Illinois,47.3,100.0
17061,Greene County,Illinois,43.1,101.1
17063,Grundy County,Illinois,38.6,101.3
17065,Hamilton County,Illinois,43.5,101.5
17067,Hancock County,Illinois,46.3,102.3
17069,Hardin County,Illinois,55.0,105.4
17071,Henderson County,Illinois,49.8,101.5
17073,Henry County,Illinois,43.4,98.3
17075,Iroquois County,Illinois,44.4,97.6
17077,Jackson County,Illinois,32.9,97.5
17079,Jasper County,Illinois,44.2,102.8
17081,Jefferson County,Illinois,41.1,106.1
17083,Jersey County,Illinois,43.2,95.0
17085,Jo Daviess County,Illinois,50.9,101.4
17087,Johnson County,Illinois,42.7,132.4
17089,Kane County,Illinois,38.6,100.3
17091,Kankakee County,Illinois,39.0,98.0
17093,Kendall County,Illinois,36.0,99.6
17095,Knox County,Illinois,42.4,104.4
17097,Lake County,Illinois,38.9,101.2
17099,LaSalle County,Illinois,42.1,103.6
17101,Lawrence County,Illinois,40.6,127.7
17103,Lee County,Illinois,43.0,111.8
17105,Livingston County,Illinois,41.9,105.4
17107,Logan County,Illinois,40.5,99.6
17109,McDonough County,Illinois,35.1,97.1
17111,McHenry County,Illinois,40.4,100.2
17113,McLean County,Illinois,34.2,95.7
17115,Macon County,Illinois,40.9,92.2
17117,Macoupin County,Illinois,44.3,98.1
17119,Madison County,Illinois,40.2,95.8
17121,Marion County,Illinois,41.3,96.7
17123,Marshall County,Illinois,45.9,101.3
17125,Mason County,Illinois,45.5,97.4
17127,Massac County,Illinois,45.0,95.2
17129,Menard County,Illinois,42.8,95.9
17131,Mercer County,Illinois,44.5,101.9
17133,Monroe County,Illinois,42.5,101.5
17135,Montgomery County,Illinois,42.6,112.8
17137,Morgan County,Illinois,41.5,99.0
17139,Moultrie County,Illinois,40.4,97.5
17141,Ogle County,Illinois,42.0,99.7
17143,Peoria County,Illinois,38.1,95.1
17145,Perry County,Illinois,42.2,117.4
17147,Piatt County,Illinois,42.5,98.6
17149,Pike County,Illinois,42.9,99.5
17151,Pope County,Illinois,50.8,107.0
17153,Pulaski County,Illinois,42.7,105.2
17155,Putnam County,Illinois,47.2,106.6
17157,Randolph County,Illinois,43.0,118.3
17159,Richland County,Illinois,42.5,99.2
17161,Rock Island County,Illinois,40.3,98.0
17163,St. Clair County,Illinois,39.5,94.2
17165,Saline County,Illinois,43.2,96.3
17167,Sangamon County,Illinois,40.8,93.4
17169,Schuyler County,Illinois,48.8,122.3
17171,Scott County,Illinois,44.3,103.9
17173,Shelby County,Illinois,45.5,99.0
17175,Stark County,Illinois,44.6,99.9
17177,Stephenson County,Illinois,45.2,95.4
17179,Tazewell County,Illinois,41.7,98.3
17181,Union County,Illinois,44.3,103.5
17183,Vermilion County,Illinois,41.2,100.1
17185,Wabash County,Illinois,43.0,96.5
17187,Warren County,Illinois,38.7,100.6
17189,Washington County,Illinois,44.2,103.4
17191,Wayne County,Illinois,43.1,100.1
17193,White County,Illinois,44.4,97.7
17195,Whiteside County,Illinois,43.4,100.5
17197,Will County,Illinois,38.9,99.5
17199,Williamson County,Illinois,41.4,101.1
17201,Winnebago County,Illinois,39.7,96.1
17203,Woodford County,Illinois,40.5,100.8
18001,Adams County,Indiana,33.2,100.1
18003,Allen County,Indiana,36.2,96.9
18005,Bartholomew County,Indiana,37.7,102.4
18007,Benton County,Indiana,40.3,105.2
18009,Blackford County,Indiana,44.0,95.8
18011,Boone County,Indiana,38.3,99.4
18013,Brown County,Indiana,50.9,100.1
18015,Carroll County,Indiana,42.9,103.5
18017,Cass County,Indiana,41.1,99.8
18019,Clark County,Indiana,39.8,96.6
18021,Clay County,Indiana,41.2,98.1
18023,Clinton County,Indiana,36.5,99.7
18025,Crawford County,Indiana,45.6,101.8
18027,Daviess County,Indiana,34.7,99.5
18029,Dearborn County,Indiana,41.8,99.6
18031,Decatur County,Indiana,40.4,100.1
18033,DeKalb County,Indiana,38.4,99.6
18035,Delaware County,Indiana,35.7,93.6
18037,Dubois County,Indiana,40.1,101.3
18039,Elkhart County,Indiana,35.5,98.5
18041,Fayette County,Indiana,43.9,97.7
18043,Floyd County,Indiana,40.1,95.7
18045,Fountain County,Indiana,42.8,100.5
18047,Franklin County,Indiana,42.3,98.9
18049,Fulton County,Indiana,42.2,102.4
18051,Gibson County,Indiana,40.8,103.1
18053,Grant County,Indiana,39.3,92.5
18055,Greene County,Indiana,43.1,103.3
18057,Hamilton County,Indiana,38.0,96.7
18059,Hancock County,Indiana,40.2,99.6
18061,Harrison County,Indiana,43.0,101.3
18063,Hendricks County,Indiana,38.6,100.9
18065,Henry County,Indiana,42.1,111.6
18067,Howard County,Indiana,41.0,94.4
18069,Huntington County,Indiana,40.8,100.5
18071,Jackson County,Indiana,38.8,104.1
18073,Jasper County,Indiana,41.4,99.2
18075,Jay County,Indiana,39.6,101.3
18077,Jefferson County,Indiana,41.6,92.6
18079,Jennings County,Indiana,40.1,103.3
18081,Johnson County,Indiana,38.1,98.2
18083,Knox County,Indiana,39.1,103.3
18085,Kosciusko County,Indiana,39.0,100.1
18087,LaGrange County,Indiana,32.5,103.4
18089,Lake County,Indiana,39.6,94.8
18091,LaPorte County,Indiana,40.8,107.6
18093,Lawrence County,Indiana,43.5,97.5
18095,Madison County,Indiana,40.8,101.7
18097,Marion County,Indiana,34.3,93.9
18099,Marshall County,Indiana,39.6,102.4
18101,Martin County,Indiana,41.8,106.1
18103,Miami County,Indiana,41.0,118.4
18105,Monroe County,Indiana,31.4,99.4
18107,Montgomery County,Indiana,40.0,103.8
18109,Morgan County,Indiana,41.6,99.3
18111,Newton County,Indiana,43.0,104.3
18113,Noble County,Indiana,39.5,102.1
18115,Ohio County,Indiana,46.0,98.6
18117,Orange County,Indiana,43.0,100.7
18119,Owen County,Indiana,45.3,102.5
18121,Parke County,Indiana,42.5,92.6
18123,Perry County,Indiana,41.1,120.2
18125,Pike County,Indiana,43.5,99.0
18127,Porter County,Indiana,40.6,98.1
18129,Posey County,Indiana,43.1,100.9
18131,Pulaski County,Indiana,42.4,98.8
18133,Putnam County,Indiana,38.4,111.8
18135,Randolph County,Indiana,42.1,100.0
18137,Ripley County,Indiana,40.9,100.2
18139,Rush County,Indiana,42.7,99.2
18141,St. Joseph County,Indiana,36.7,96.0
18143,Scott County,Indiana,41.2,98.0
18145,Shelby County,Indiana,41.2,98.6
18147,Spencer County,Indiana,44.2,104.6
18149,Starke County,Indiana,41.9,101.7
18151,Steuben County,Indiana,43.6,108.0
18153,Sullivan County,Indiana,41.3,119.2
18155,Switzerland County,Indiana,42.1,103.3
18157,Tippecanoe County,Indiana,28.8,105.0
18159,Tipton County,Indiana,44.5,101.5
18161,Union County,Indiana,43.7,97.8
18163,Vanderburgh County,Indiana,38.9,95.4
18165,Vermillion County,Indiana,42.5,101.5
18167,Vigo County,Indiana,36.4,102.0
18169,Wabash County,Indiana,42.6,96.3
18171,Warren County,Indiana,43.4,99.3
18173,Warrick County,Indiana,41.3,96.6
18175,Washington County,Indiana,41.4,98.8
18177,Wayne County,Indiana,40.9,95.3
18179,Wells County,Indiana,40.2,98.1
18181,White County,Indiana,42.5,101.7
18183,Whitley County,Indiana,41.8,100.3
19001,Adair County,Iowa,42.6,101.6
19003,Adams County,Iowa,46.6,98.4
19005,Allamakee County,Iowa,43.1,103.9
19007,Appanoose County,Iowa,45.5,100.6
19009,Audubon County,Iowa,47.4,97.2
19011,Benton County,Iowa,43.3,101.3
19013,Black Hawk County,Iowa,35.7,96.9
19015,Boone County,Iowa,42.2,104.9
19017,Bremer County,Iowa,38.6,99.1
19019,Buchanan County,Iowa,39.9,101.6
19021,Buena Vista County,Iowa,35.7,106.3
19023,Butler County,Iowa,43.7,98.4
19025,Calhoun County,Iowa,42.7,108.7
19027,Carroll County,Iowa,41.8,102.1
19029,Cass County,Iowa,44.0,98.5
19031,Cedar County,Iowa,43.8,99.0
19033,Cerro Gordo County,Iowa,43.9,97.9
19035,Cherokee County,Iowa,44.5,99.9
19037,Chickasaw County,Iowa,43.5,104.8
19039,Clarke County,Iowa,38.4,105.9
19041,Clay County,Iowa,41.8,97.8
19043,Clayton County,Iowa,46.4,101.8
19045,Clinton County,Iowa,42.5,97.1
19047,Crawford County,Iowa,37.9,101.0
19049,Dallas County,Iowa,35.8,98.9
19051,Davis County,Iowa,36.2,103.0
19053,Decatur County,Iowa,36.2,101.1
19055,Delaware County,Iowa,44.0,103.4
19057,Des Moines County,Iowa,42.2,97.3
19059,Dickinson County,Iowa,48.1,100.5
19061,Dubuque County,Iowa,38.8,98.6
19063,Emmet County,Iowa,43.3,101.0
19065,Fayette County,Iowa,43.7,101.6
19067,Floyd County,Iowa,44.2,105.5
19069,Franklin County,Iowa,41.9,103.1
19071,Fremont County,Iowa,46.4,102.9
19073,Greene County,Iowa,44.8,102.3
19075,Grundy County,Iowa,41.5,99.0
19077,Guthrie County,Iowa,46.5,99.7
19079,Hamilton County,Iowa,42.2,102.5
19081,Hancock County,Iowa,44.6,105.0
19083,Hardin County,Iowa,45.2,101.7
19085,Harrison County,Iowa,41.9,103.7
19087,Henry County,Iowa,40.5,111.9
19089,Howard County,Iowa,39.3,100.7
19091,Humboldt County,Iowa,41.8,99.9
19093,Ida County,Iowa,42.3,101.1
19095,Iowa County,Iowa,42.2,104.4
19097,Jackson County,Iowa,44.2,102.1
19099,Jasper County,Iowa,41.4,109.6
19101,Jefferson County,Iowa,43.5,106.1
19103,Johnson County,Iowa,30.8,98.9
19105,Jones County,Iowa,43.0,111.0
19107,Keokuk County,Iowa,42.8,106.0
19109,Kossuth County,Iowa,45.0,103.5
19111,Lee County,Iowa,43.7,99.9
19113,Linn County,Iowa,38.5,97.7
19115,Louisa County,Iowa,41.8,104.9
19117,Lucas County,Iowa,43.3,106.6
19119,Lyon County,Iowa,38.1,104.4
19121,Madison County,Iowa,41.0,104.1
19123,Mahaska County,Iowa,39.1,104.3
19125,Marion County,Iowa,39.7,100.9
19127,Marshall County,Iowa,38.7,103.2
19129,Mills County,Iowa,42.6,98.9
19131,Mitchell County,Iowa,42.2,98.9
19133,Monona County,Iowa,44.7,93.7
19135,Monroe County,Iowa,42.1,101.4
19137,Montgomery County,Iowa,43.8,96.1
19139,Muscatine County,Iowa,39.1,100.7
19141,O'Brien County,Iowa,39.8,99.5
19143,Osceola County,Iowa,43.5,112.4
19145,Page County,Iowa,45.0,112.6
19147,Palo Alto County,Iowa,41.5,100.8
19149,Plymouth County,Iowa,41.1,103.8
19151,Pocahontas County,Iowa,43.9,99.4
19153,Polk County,Iowa,36.2,98.8
19155,Pottawattamie County,Iowa,40.1,99.1
19157,Poweshiek County,Iowa,40.8,94.9
19159,Ringgold County,Iowa,44.6,97.6
19161,Sac County,Iowa,45.3,103.7
19163,Scott County,Iowa,39.0,97.6
19165,Shelby County,Iowa,45.1,98.2
19167,Sioux County,Iowa,34.0,100.7
19169,Story County,Iowa,27.0,109.1
19171,Tama County,Iowa,41.8,102.5
19173,Taylor County,Iowa,43.6,99.2
19175,Union County,Iowa,40.6,94.9
19177,Van Buren County,Iowa,44.8,104.5
19179,Wapello County,Iowa,39.9,103.3
19181,Warren County,Iowa,38.7,98.8
19183,Washington County,Iowa,40.3,98.6
19185,Wayne County,Iowa,42.0,100.9
19187,Webster County,Iowa,39.8,109.9
19189,Winnebago County,Iowa,41.7,103.2
19191,Winneshiek County,Iowa,42.2,102.5
19193,Woodbury County,Iowa,36.2,100.6
19195,Worth County,Iowa,44.3,107.7
19197,Wright County,Iowa,39.8,99.8
20001,Allen County,Kansas,41.3,97.4
20003,Anderson County,Kansas,40.4,92.8
20005,Atchison County,Kansas,36.4,94.8
20007,Barber County,Kansas,42.6,107.9
20009,Barton County,Kansas,38.8,96.2
20011,Bourbon County,Kansas,38.8,95.2
20013,Brown County,Kansas,42.0,98.5
20015,Butler County,Kansas,38.3,103.1
20017,Chase County,Kansas,44.5,106.5
20019,Chautauqua County,Kansas,45.3,113.8
20021,Cherokee County,Kansas,42.0,97.6
20023,Cheyenne County,Kansas,39.8,110.1
20025,Clark County,Kansas,46.5,103.2
20027,Clay County,Kansas,43.1,101.1
20029,Cloud County,Kansas,39.4,105.9
20031,Coffey County,Kansas,44.0,99.1
20033,Comanche County,Kansas,50.8,94.3
20035,Cowley County,Kansas,38.1,103.6
20037,Crawford County,Kansas,33.8,101.6
20039,Decatur County,Kansas,52.1,108.8
20041,Dickinson County,Kansas,42.1,100.0
20043,Doniphan County,Kansas,41.3,105.7
20045,Douglas County,Kansas,31.3,99.3
20047,Edwards County,Kansas,44.3,109.0
20049,Elk County,Kansas,49.6,101.5
20051,Ellis County,Kansas,32.5,100.6
20053,Ellsworth County,Kansas,43.7,122.6
20055,Finney County,Kansas,32.1,105.7
20057,Ford County,Kansas,31.9,109.5
20059,Franklin County,Kansas,40.1,99.6
20061,Geary County,Kansas,27.1,110.9
20063,Gove County,Kansas,41.7,98.2
20065,Graham County,Kansas,46.1,98.0
20067,Grant County,Kansas,32.9,127.1
20069,Gray County,Kansas,36.6,102.4
20071,Greeley County,Kansas,39.9,92.9
20073,Greenwood County,Kansas,48.4,103.6
20075,Hamilton County,Kansas,36.4,99.6
20077,Harper County,Kansas,40.8,99.3
20079,Harvey County,Kansas,40.2,97.1
20081,Haskell County,Kansas,38.0,99.8
20083,Hodgeman County,Kansas,45.9,90.5
20085,Jackson County,Kansas,41.0,104.0
20087,Jefferson County,Kansas,43.8,102.1
20089,Jewell County,Kansas,50.3,105.9
20091,Johnson County,Kansas,38.3,97.7
20093,Kearny County,Kansas,37.5,108.8
20095,Kingman County,Kansas,43.4,103.7
20097,Kiowa County,Kansas,41.2,95.5
20099,Labette County,Kansas,41.4,104.1
20101,Lane County,Kansas,48.9,104.8
20103,Leavenworth County,Kansas,38.3,114.1
20105,Lincoln County,Kansas,44.1,103.6
20107,Linn County,Kansas,45.5,106.7
20109,Logan County,Kansas,41.1,113.5
20111,Lyon County,Kansas,33.1,95.6
20113,McPherson County,Kansas,39.1,98.4
20115,Marion County,Kansas,43.7,103.6
20117,Marshall County,Kansas,42.6,103.2
20119,Meade County,Kansas,37.5,101.3
20121,Miami County,Kansas,41.8,99.5
20123,Mitchell County,Kansas,43.3,106.5
20125,Montgomery County,Kansas,40.3,98.5
20127,Morris County,Kansas,48.7,105.1
20129,Morton County,Kansas,43.7,82.6
20131,Nemaha County,Kansas,40.0,106.2
20133,Neosho County,Kansas,40.3,98.9
20135,Ness County,Kansas,46.1,107.1
20137,Norton County,Kansas,40.2,122.6
20139,Osage County,Kansas,42.8,103.3
20141,Osborne County,Kansas,46.8,100.9
20143,Ottawa County,Kansas,42.5,110.2
20145,Pawnee County,Kansas,44.9,117.7
20147,Phillips County,Kansas,44.6,104.9
20149,Pottawatomie County,Kansas,36.2,100.6
20151,Pratt County,Kansas,38.2,103.3
20153,Rawlins County,Kansas,47.0,109.3
20155,Reno County,Kansas,40.7,102.7
20157,Republic County,Kansas,46.0,97.2
20159,Rice County,Kansas,39.0,106.9
20161,Riley County,Kansas,25.2,113.7
20163,Rooks County,Kansas,46.0,97.5
20165,Rush County,Kansas,46.0,112.9
20167,Russell County,Kansas,45.3,100.3
20169,Saline County,Kansas,39.8,98.6
20171,Scott County,Kansas,39.3,105.6
20173,Sedgwick County,Kansas,35.9,98.7
20175,Seward County,Kansas,31.0,110.5
20177,Shawnee County,Kansas,39.6,94.8
20179,Sheridan County,Kansas,43.4,102.2
20181,Sherman County,Kansas,38.9,114.5
20183,Smith County,Kansas,50.0,104.5
20185,Stafford County,Kansas,42.1,105.4
20187,Stanton County,Kansas,36.5,105.1
20189,Stevens County,Kansas,38.0,118.2
20191,Sumner County,Kansas,41.2,102.1
20193,Thomas County,Kansas,35.3,103.3
20195,Trego County,Kansas,47.7,97.4
20197,Wabaunsee County,Kansas,43.2,104.9
20199,Wallace County,Kansas,47.2,101.5
20201,Washington County,Kansas,43.9,107.6
20203,Wichita County,Kansas,38.7,118.5
20205,Wilson County,Kansas,42.3,102.6
20207,Woodson County,Kansas,49.9,104.1
20209,Wyandotte County,Kansas,34.2,101.3
21001,Adair County,Kentucky,40.1,101.0
21003,Allen County,Kentucky,40.7,98.1
21005,Anderson County,Kentucky,42.1,102.4
21007,Ballard County,Kentucky,44.2,102.9
21009,Barren County,Kentucky,40.1,95.1
21011,Bath County,Kentucky,39.0,103.4
21013,Bell County,Kentucky,41.2,99.9
21015,Boone County,Kentucky,37.7,99.5
21017,Bourbon County,Kentucky,42.0,99.0
21019,Boyd County,Kentucky,42.4,100.3
21021,Boyle County,Kentucky,39.5,102.4
21023,Bracken County,Kentucky,42.0,101.7
21025,Breathitt County,Kentucky,43.0,100.4
21027,Breckinridge County,Kentucky,42.2,100.1
21029,Bullitt County,Kentucky,41.3,99.8
21031,Butler County,Kentucky,41.1,106.6
21033,Caldwell County,Kentucky,42.3,97.0
21035,Calloway County,Kentucky,35.4,94.8
21037,Campbell County,Kentucky,39.0,98.2
21039,Carlisle County,Kentucky,43.6,103.6
21041,Carroll County,Kentucky,38.5,101.1
21043,Carter County,Kentucky,41.8,97.1
21045,Casey County,Kentucky,41.5,94.0
21047,Christian County,Kentucky,28.6,110.4
21049,Clark County,Kentucky,40.8,94.3
21051,Clay County,Kentucky,40.6,110.0
21053,Clinton County,Kentucky,42.5,97.7
21055,Crittenden County,Kentucky,42.8,106.7
21057,Cumberland County,Kentucky,45.1,97.7
21059,Daviess County,Kentucky,38.7,95.6
21061,Edmonson County,Kentucky,45.3,97.1
21063,Elliott County,Kentucky,44.4,135.4
21065,Estill County,Kentucky,44.3,99.0
21067,Fayette County,Kentucky,35.2,97.0
21069,Fleming County,Kentucky,41.0,99.0
21071,Floyd County,Kentucky,43.1,96.8
21073,Franklin County,Kentucky,40.6,94.0
21075,Fulton County,Kentucky,41.2,105.4
21077,Gallatin County,Kentucky,39.7,105.4
21079,Garrard County,Kentucky,42.9,96.2
21081,Grant County,Kentucky,36.4,102.3
21083,Graves County,Kentucky,40.0,97.9
21085,Grayson County,Kentucky,40.3,101.8
21087,Green County,Kentucky,45.2,101.2
21089,Greenup County,Kentucky,43.9,96.2
21091,Hancock County,Kentucky,41.5,100.1
21093,Hardin County,Kentucky,37.4,98.4
21095,Harlan County,Kentucky,41.2,92.9
21097,Harrison County,Kentucky,42.4,94.8
21099,Hart County,Kentucky,40.6,97.9
21101,Henderson County,Kentucky,41.0,95.3
21103,Henry County,Kentucky,41.6,100.2
21105,Hickman County,Kentucky,46.4,94.3
21107,Hopkins County,Kentucky,41.3,94.3
21109,Jackson County,Kentucky,40.6,96.8
21111,Jefferson County,Kentucky,38.4,94.7
21113,Jessamine County,Kentucky,38.7,95.4
21115,Johnson County,Kentucky,42.0,99.0
21117,Kenton County,Kentucky,37.8,99.0
21119,Knott County,Kentucky,44.4,98.6
21121,Knox County,Kentucky,39.8,94.2
21123,Larue County,Kentucky,41.3,98.2
21125,Laurel County,Kentucky,39.9,97.8
21127,Lawrence County,Kentucky,42.0,96.4
21129,Lee County,Kentucky,43.4,133.3
21131,Leslie County,Kentucky,42.2,99.5
21133,Letcher County,Kentucky,43.3,99.5
21135,Lewis County,Kentucky,42.1,99.3
21137,Lincoln County,Kentucky,41.9,96.4
21139,Livingston County,Kentucky,45.7,98.1
21141,Logan County,Kentucky,40.6,96.8
21143,Lyon County,Kentucky,47.8,132.4
21145,McCracken County,Kentucky,42.4,93.1
21147,McCreary County,Kentucky,38.7,119.9
21149,McLean County,Kentucky,43.2,101.9
21151,Madison County,Kentucky,34.7,95.8
21153,Magoffin County,Kentucky,41.9,102.5
21155,Marion County,Kentucky,39.6,98.6
21157,Marshall County,Kentucky,44.9,99.1
21159,Martin County,Kentucky,40.3,126.7
21161,Mason County,Kentucky,42.3,96.9
21163,Meade County,Kentucky,39.3,101.9
21165,Menifee County,Kentucky,45.1,109.6
21167,Mercer County,Kentucky,42.8,99.8
21169,Metcalfe County,Kentucky,41.9,99.1
21171,Monroe County,Kentucky,41.3,100.8
21173,Montgomery County,Kentucky,40.6,94.3
21175,Morgan County,Kentucky,41.8,136.5
21177,Muhlenberg County,Kentucky,42.8,104.0
21179,Nelson County,Kentucky,39.7,100.4
21181,Nicholas County,Kentucky,38.9,101.4
21183,Ohio County,Kentucky,40.9,98.5
21185,Oldham County,Kentucky,39.7,110.2
21187,Owen County,Kentucky,42.5,105.5
21189,Owsley County,Kentucky,47.9,104.3
21191,Pendleton County,Kentucky,41.7,105.2
21193,Perry County,Kentucky,41.4,97.7
21195,Pike County,Kentucky,42.9,97.5
21197,Powell County,Kentucky,39.3,101.6
21199,Pulaski County,Kentucky,42.2,97.0
21201,Robertson County,Kentucky,39.7,72.0
21203,Rockcastle County,Kentucky,42.8,97.5
21205,Rowan County,Kentucky,31.2,93.9
21207,Russell County,Kentucky,42.2,97.3
21209,Scott County,Kentucky,36.4,97.6
21211,Shelby County,Kentucky,40.9,97.2
21213,Simpson County,Kentucky,39.0,99.8
21215,Spencer County,Kentucky,43.3,101.5
21217,Taylor County,Kentucky,37.7,96.7
21219,Todd County,Kentucky,36.3,102.4
21221,Trigg County,Kentucky,46.6,99.1
21223,Trimble County,Kentucky,40.9,99.2
21225,Union County,Kentucky,41.3,102.5
21227,Warren County,Kentucky,33.4,97.4
21229,Washington County,Kentucky,42.2,97.6
21231,Wayne County,Kentucky,43.4,96.3
21233,Webster County,Kentucky,39.6,99.9
21235,Whitley County,Kentucky,35.4,96.7
21237,Wolfe County,Kentucky,41.5,99.0
21239,Woodford County,Kentucky,42.3,90.4
22001,Acadia Parish,Louisiana,37.0,95.5
22003,Allen Parish,Louisiana,38.9,142.4
22005,Ascension Parish,Louisiana,36.4,97.7
22007,Assumption Parish,Louisiana,42.0,91.3
22009,Avoyelles Parish,Louisiana,38.2,99.9
22011,Beauregard Parish,Louisiana,36.9,105.2
22013,Bienville Parish,Louisiana,42.5,91.7
22015,Bossier Parish,Louisiana,36.2,98.7
22017,Caddo Parish,Louisiana,39.2,89.9
22019,Calcasieu Parish,Louisiana,37.2,96.0
22021,Caldwell Parish,Louisiana,40.7,113.7
22023,Cameron Parish,Louisiana,43.0,103.5
22025,Catahoula Parish,Louisiana,38.8,113.2
22027,Claiborne Parish,Louisiana,41.9,117.3
22029,Concordia Parish,Louisiana,37.7,99.2
22031,De Soto Parish,Louisiana,40.1,94.1
22033,East Baton Rouge Parish,Louisiana,34.2,91.6
22035,East Carroll Parish,Louisiana,35.7,135.8
22037,East Feliciana Parish,Louisiana,44.6,124.3
22039,Evangeline Parish,Louisiana,37.7,102.2
22041,Franklin Parish,Louisiana,39.1,91.6
22043,Grant Parish,Louisiana,38.5,129.5
22045,Iberia Parish,Louisiana,37.8,97.6
22047,Iberville Parish,Louisiana,40.3,102.9
22049,Jackson Parish,Louisiana,41.5,103.4
22051,Jefferson Parish,Louisiana,39.9,94.6
22053,Jefferson Davis Parish,Louisiana,37.4,97.4
22055,Lafayette Parish,Louisiana,36.4,95.6
22057,Lafourche Parish,Louisiana,39.0,97.2
22059,LaSalle Parish,Louisiana,38.6,121.9
22061,Lincoln Parish,Louisiana,28.6,96.9
22063,Livingston Parish,Louisiana,36.4,97.6
22065,Madison Parish,Louisiana,34.6,95.5
22067,Morehouse Parish,Louisiana,40.3,95.5
22069,Natchitoches Parish,Louisiana,33.3,92.2
22071,Orleans Parish,Louisiana,38.4,89.2
22073,Ouachita Parish,Louisiana,36.6,92.8
22075,Plaquemines Parish,Louisiana,36.8,109.3
22077,Pointe Coupee Parish,Louisiana,43.2,97.2
22079,Rapides Parish,Louisiana,37.8,94.1
22081,Red River Parish,Louisiana,40.4,99.9
22083,Richland Parish,Louisiana,39.8,98.0
22085,Sabine Parish,Louisiana,41.3,98.6
22087,St. Bernard Parish,Louisiana,35.8,96.0
22089,St. Charles Parish,Louisiana,39.1,99.2
22091,St. Helena Parish,Louisiana,42.4,94.3
22093,St. James Parish,Louisiana,40.8,92.9
22095,St. John the Baptist Parish,Louisiana,38.5,97.6
22097,St. Landry Parish,Louisiana,37.5,94.2
22099,St. Martin Parish,Louisiana,39.7,96.3
22101,St. Mary Parish,Louisiana,39.7,96.0
22103,St. Tammany Parish,Louisiana,40.4,96.0
22105,Tangipahoa Parish,Louisiana,35.7,95.2
22107,Tensas Parish,Louisiana,47.4,93.1
22109,Terrebonne Parish,Louisiana,37.3,98.1
22111,Union Parish,Louisiana,43.5,94.1
22113,Vermilion Parish,Louisiana,39.4,93.6
22115,Vernon Parish,Louisiana,32.1,108.5
22117,Washington Parish,Louisiana,41.0,100.3
22119,Webster Parish,Louisiana,41.2,96.6
22121,West Baton Rouge Parish,Louisiana,36.6,97.9
22123,West Carroll Parish,Louisiana,41.4,98.3
22125,West Feliciana Parish,Louisiana,42.2,212.5
22127,Winn Parish,Louisiana,41.6,119.0
23001,Androscoggin County,Maine,40.8,96.9
23003,Aroostook County,Maine,48.4,100.0
23005,Cumberland County,Maine,42.1,94.9
23007,Franklin County,Maine,46.1,96.6
23009,Hancock County,Maine,49.1,95.8
23011,Kennebec County,Maine,44.0,95.9
23013,Knox County,Maine,49.2,101.2
23015,Lincoln County,Maine,51.1,97.1
23017,Oxford County,Maine,48.3,99.3
23019,Penobscot County,Maine,42.5,98.8
23021,Piscataquis County,Maine,51.4,103.0
23023,Sagadahoc County,Maine,47.3,96.1
23025,Somerset County,Maine,46.9,99.0
23027,Waldo County,Maine,46.9,98.3
23029,Washington County,Maine,48.6,97.1
23031,York County,Maine,45.3,96.7
24001,Allegany County,Maryland,41.7,109.1
24003,Anne Arundel County,Maryland,39.0,98.0
24005,Baltimore County,Maryland,39.5,90.7
24009,Calvert County,Maryland,40.5,99.2
24011,Caroline County,Maryland,39.8,96.9
24013,Carroll County,Maryland,41.3,99.0
24015,Cecil County,Maryland,40.8,98.4
24017,Charles County,Maryland,38.8,92.8
24019,Dorchester County,Maryland,43.9,87.3
24021,Frederick County,Maryland,38.9,97.9
24023,Garrett County,Maryland,48.1,101.8
24025,Harford County,Maryland,40.5,96.8
24027,Howard County,Maryland,39.4,97.2
24029,Kent County,Maryland,48.4,93.3
24031,Montgomery County,Maryland,40.1,95.0
24033,Prince George's County,Maryland,38.5,93.8
24035,Queen Anne's County,Maryland,44.8,99.0
24037,St. Mary's County,Maryland,37.0,101.8
24039,Somerset County,Maryland,38.1,120.5
24041,Talbot County,Maryland,51.1,92.5
24043,Washington County,Maryland,41.0,103.1
24045,Wicomico County,Maryland,36.2,91.7
24047,Worcester County,Maryland,50.7,95.2
24510,Baltimore city,Maryland,36.1,87.2
25001,Barnstable County,Massachusetts,55.1,93.0
25003,Berkshire County,Massachusetts,47.8,96.4
25005,Bristol County,Massachusetts,40.9,95.4
25007,Dukes County,Massachusetts,50.4,97.2
25009,Essex County,Massachusetts,41.1,94.5
25011,Franklin County,Massachusetts,47.3,97.4
25013,Hampden County,Massachusetts,39.8,94.6
25015,Hampshire County,Massachusetts,38.7,87.9
25017,Middlesex County,Massachusetts,38.9,97.4
25019,Nantucket County,Massachusetts,40.8,103.3
25021,Norfolk County,Massachusetts,40.9,94.1
25023,Plymouth County,Massachusetts,42.9,95.8
25025,Suffolk County,Massachusetts,33.8,93.4
25027,Worcester County,Massachusetts,40.3,98.5
26001,Alcona County,Michigan,59.7,101.2
26003,Alger County,Michigan,48.8,130.9
26005,Allegan County,Michigan,40.8,100.9
26007,Alpena County,Michigan,47.6,99.7
26009,Antrim County,Michigan,51.8,100.3
26011,Arenac County,Michigan,50.1,105.0
26013,Baraga County,Michigan,46.2,123.7
26015,Barry County,Michigan,42.0,102.1
26017,Bay County,Michigan,43.8,98.2
26019,Benzie County,Michigan,50.6,100.9
