fips_code,county_name,state_name,households,households_with_internet
39025,Clermont County,Ohio,84334,77632
39027,Clinton County,Ohio,16534,14486
39029,Columbiana County,Ohio,41375,35461
39031,Coshocton County,Ohio,14860,11973
39033,Crawford County,Ohio,18120,16004
39035,Cuyahoga County,Ohio,554173,484645
39037,Darke County,Ohio,21332,18292
39039,Defiance County,Ohio,15376,13558
39041,Delaware County,Ohio,80455,77053
39043,Erie County,Ohio,32122,27812
39045,Fairfield County,Ohio,59979,54789
39047,Fayette County,Ohio,11635,10036
39049,Franklin County,Ohio,547922,511427
39051,Fulton County,Ohio,16881,15088
39053,Gallia County,Ohio,11305,8631
39055,Geauga County,Ohio,35587,31022
39057,Greene County,Ohio,67478,62374
39059,Guernsey County,Ohio,16247,13804
39061,Hamilton County,Ohio,352181,318864
39063,Hancock County,Ohio,31618,28523
39065,Hardin County,Ohio,11711,9966
39067,Harrison County,Ohio,5921,4905
39069,Henry County,Ohio,11226,9892
39071,Highland County,Ohio,16814,13581
39073,Hocking County,Ohio,11565,10000
39075,Holmes County,Ohio,13326,8345
39077,Huron County,Ohio,23432,20561
39079,Jackson County,Ohio,12672,10442
39081,Jefferson County,Ohio,27127,22947
39083,Knox County,Ohio,23435,20538
39085,Lake County,Ohio,100319,92191
39087,Lawrence County,Ohio,22501,19074
39089,Licking County,Ohio,68305,62998
39091,Logan County,Ohio,19558,17259
39093,Lorain County,Ohio,125856,109320
39095,Lucas County,Ohio,182146,160964
39097,Madison County,Ohio,15361,13787
39099,Mahoning County,Ohio,98190,85338
39101,Marion County,Ohio,24524,21499
39103,Medina County,Ohio,72500,66560
39105,Meigs County,Ohio,8875,6661
39107,Mercer County,Ohio,16278,14772
39109,Miami County,Ohio,44562,40545
39111,Monroe County,Ohio,5510,4324
39113,Montgomery County,Ohio,230149,205643
39115,Morgan County,Ohio,5633,4390
39117,Morrow County,Ohio,13449,11970
39119,Muskingum County,Ohio,34243,30140
39121,Noble County,Ohio,4587,3472
39123,Ottawa County,Ohio,18091,15531
39125,Paulding County,Ohio,7543,6156
39127,Perry County,Ohio,13349,11287
39129,Pickaway County,Ohio,21412,18843
39131,Pike County,Ohio,10816,8526
39133,Portage County,Ohio,64560,57297
39135,Preble County,Ohio,16742,14416
39137,Putnam County,Ohio,13173,11504
39139,Richland County,Ohio,50068,43519
39141,Ross County,Ohio,29429,25736
39143,Sandusky County,Ohio,24452,21312
39145,Scioto County,Ohio,28637,24314
39147,Seneca County,Ohio,22099,19123
39149,Shelby County,Ohio,18786,17124
39151,Stark County,Ohio,155366,133808
39153,Summit County,Ohio,229503,207561
39155,Trumbull County,Ohio,86135,71942
39157,Tuscarawas County,Ohio,38127,31934
39159,Union County,Ohio,23495,22139
39161,Van Wert County,Ohio,11651,10150
39163,Vinton County,Ohio,5222,4188
39165,Warren County,Ohio,90288,85448
39167,Washington County,Ohio,24887,21290
39169,Wayne County,Ohio,44192,37104
39171,Williams County,Ohio,15455,13215
39173,Wood County,Ohio,54156,49914
39175,Wyandot County,Ohio,9064,7797
40001,Adair County,Oklahoma,6926,4286
40003,Alfalfa County,Oklahoma,1890,1627
40005,Atoka County,Oklahoma,4867,3777
40007,Beaver County,Oklahoma,1695,1490
40009,Beckham County,Oklahoma,8192,7126
40011,Blaine County,Oklahoma,3393,2867
40013,Bryan County,Oklahoma,18234,14662
40015,Caddo County,Oklahoma,9108,7561
40017,Canadian County,Oklahoma,57464,53433
40019,Carter County,Oklahoma,18887,15499
40021,Cherokee County,Oklahoma,18403,15147
40023,Choctaw County,Oklahoma,5858,4310
40025,Cimarron County,Oklahoma,702,540
40027,Cleveland County,Oklahoma,115293,106338
40029,Coal County,Oklahoma,2070,1664
40031,Comanche County,Oklahoma,44718,39789
40033,Cotton County,Oklahoma,2051,1690
40035,Craig County,Oklahoma,5248,3802
40037,Creek County,Oklahoma,27830,24309
40039,Custer County,Oklahoma,10784,9693
40041,Delaware County,Oklahoma,16930,13986
40043,Dewey County,Oklahoma,1595,1338
40045,Ellis County,Oklahoma,1447,1184
40047,Garfield County,Oklahoma,23910,20574
40049,Garvin County,Oklahoma,10000,8648
40051,Grady County,Oklahoma,20540,17607
40053,Grant County,Oklahoma,1555,1159
40055,Greer County,Oklahoma,2030,1623
40057,Harmon County,Oklahoma,950,781
40059,Harper County,Oklahoma,1255,999
40061,Haskell County,Oklahoma,4568,3673
40063,Hughes County,Oklahoma,4003,3165
40065,Jackson County,Oklahoma,9778,8697
40067,Jefferson County,Oklahoma,2160,1557
40069,Johnston County,Oklahoma,3915,3094
40071,Kay County,Oklahoma,16716,13677
40073,Kingfisher County,Oklahoma,5639,5022
40075,Kiowa County,Oklahoma,3345,2816
40077,Latimer County,Oklahoma,3852,2960
40079,Le Flore County,Oklahoma,17740,13898
40081,Lincoln County,Oklahoma,12972,10325
40083,Logan County,Oklahoma,17536,15934
40085,Love County,Oklahoma,3767,3145
40087,McClain County,Oklahoma,16025,14619
40089,McCurtain County,Oklahoma,11304,8744
40091,McIntosh County,Oklahoma,7618,5650
40093,Major County,Oklahoma,3201,2863
40095,Marshall County,Oklahoma,5747,4578
40097,Mayes County,Oklahoma,15267,13171
40099,Murray County,Oklahoma,4974,3775
40101,Muskogee County,Oklahoma,25792,19669
40103,Noble County,Oklahoma,4203,3423
40105,Nowata County,Oklahoma,3715,2564
40107,Okfuskee County,Oklahoma,3908,3025
40109,Oklahoma County,Oklahoma,323102,292330
40111,Okmulgee County,Oklahoma,14177,11597
40113,Osage County,Oklahoma,17074,14762
40115,Ottawa County,Oklahoma,11755,9467
40117,Pawnee County,Oklahoma,6002,4691
40119,Payne County,Oklahoma,32341,27660
40121,Pittsburg County,Oklahoma,17649,15130
40123,Pontotoc County,Oklahoma,14974,12626
40125,Pottawatomie County,Oklahoma,26581,22979
40127,Pushmataha County,Oklahoma,4376,3009
40129,Roger Mills County,Oklahoma,1423,1236
40131,Rogers County,Oklahoma,35722,31843
40133,Seminole County,Oklahoma,8701,6412
40135,Sequoyah County,Oklahoma,15184,12139
40137,Stephens County,Oklahoma,17228,14420
40139,Texas County,Oklahoma,6870,6011
40141,Tillman County,Oklahoma,2655,2005
40143,Tulsa County,Oklahoma,268530,243067
40145,Wagoner County,Oklahoma,30565,27898
40147,Washington County,Oklahoma,20596,17679
40149,Washita County,Oklahoma,4101,3443
40151,Woods County,Oklahoma,3488,2807
40153,Woodward County,Oklahoma,8116,7093
41001,Baker County,Oregon,7263,6437
41003,Benton County,Oregon,38286,35532
41005,Clackamas County,Oregon,162762,151462
41007,Clatsop County,Oregon,18095,16525
41009,Columbia County,Oregon,20710,19147
41011,Coos County,Oregon,28417,25410
41013,Crook County,Oregon,10647,9436
41015,Curry County,Oregon,11280,10162
41017,Deschutes County,Oregon,83197,77525
41019,Douglas County,Oregon,46677,40636
41021,Gilliam County,Oregon,869,763
41023,Grant County,Oregon,3352,2776
41025,Harney County,Oregon,3141,2480
41027,Hood River County,Oregon,9021,8255
41029,Jackson County,Oregon,90679,81453
41031,Jefferson County,Oregon,8659,7707
41033,Josephine County,Oregon,36336,32815
41035,Klamath County,Oregon,28840,24594
41037,Lake County,Oregon,3422,2433
41039,Lane County,Oregon,159509,146188
41041,Lincoln County,Oregon,22829,20810
41043,Linn County,Oregon,50534,45738
41045,Malheur County,Oregon,10039,8729
41047,Marion County,Oregon,125413,114724
41049,Morrow County,Oregon,4322,3846
41051,Multnomah County,Oregon,347392,323613
41053,Polk County,Oregon,32574,29509
41055,Sherman County,Oregon,784,656
41057,Tillamook County,Oregon,11817,10558
41059,Umatilla County,Oregon,28194,24071
41061,Union County,Oregon,10856,9129
41063,Wallowa County,Oregon,3356,2769
41065,Wasco County,Oregon,10411,9164
41067,Washington County,Oregon,232366,220501
41069,Wheeler County,Oregon,663,530
41071,Yamhill County,Oregon,38836,35653
42001,Adams County,Pennsylvania,40411,36066
42003,Allegheny County,Pennsylvania,546507,491616
42005,Armstrong County,Pennsylvania,28007,23931
42007,Beaver County,Pennsylvania,71975,63397
42009,Bedford County,Pennsylvania,19763,16383
42011,Berks County,Pennsylvania,161701,142826
42013,Blair County,Pennsylvania,50548,42964
42015,Bradford County,Pennsylvania,24487,20808
42017,Bucks County,Pennsylvania,247674,233238
42019,Butler County,Pennsylvania,80245,72081
42021,Cambria County,Pennsylvania,55692,46466
42023,Cameron County,Pennsylvania,2229,1821
42025,Carbon County,Pennsylvania,27093,23949
42027,Centre County,Pennsylvania,59006,50530
42029,Chester County,Pennsylvania,202405,190732
42031,Clarion County,Pennsylvania,14982,12592
42033,Clearfield County,Pennsylvania,32089,26326
42035,Clinton County,Pennsylvania,15258,12783
42037,Columbia County,Pennsylvania,25874,22445
42039,Crawford County,Pennsylvania,33616,28405
42041,Cumberland County,Pennsylvania,105187,95873
42043,Dauphin County,Pennsylvania,119763,107107
42045,Delaware County,Pennsylvania,216660,199990
42047,Elk County,Pennsylvania,13481,11603
42049,Erie County,Pennsylvania,110106,96595
42051,Fayette County,Pennsylvania,54962,45656
42053,Forest County,Pennsylvania,1944,1409
42055,Franklin County,Pennsylvania,63028,55699
42057,Fulton County,Pennsylvania,6156,5106
42059,Greene County,Pennsylvania,14126,12161
42061,Huntingdon County,Pennsylvania,16038,13631
42063,Indiana County,Pennsylvania,32291,25633
42065,Jefferson County,Pennsylvania,18207,14621
42067,Juniata County,Pennsylvania,8928,7344
42069,Lackawanna County,Pennsylvania,88266,77211
42071,Lancaster County,Pennsylvania,210536,183449
42073,Lawrence County,Pennsylvania,36005,31037
42075,Lebanon County,Pennsylvania,55846,48044
42077,Lehigh County,Pennsylvania,143445,127623
42079,Luzerne County,Pennsylvania,133434,115519
42081,Lycoming County,Pennsylvania,46201,40262
42083,McKean County,Pennsylvania,16204,13964
42085,Mercer County,Pennsylvania,46123,39137
42087,Mifflin County,Pennsylvania,18502,15283
42089,Monroe County,Pennsylvania,60562,55740
42091,Montgomery County,Pennsylvania,333514,312774
42093,Montour County,Pennsylvania,7689,6605
42095,Northampton County,Pennsylvania,121496,108524
42097,Northumberland County,Pennsylvania,37581,31279
42099,Perry County,Pennsylvania,18232,15786
42101,Philadelphia County,Pennsylvania,669222,586095
42103,Pike County,Pennsylvania,24009,21758
42105,Potter County,Pennsylvania,6757,5630
42107,Schuylkill County,Pennsylvania,57465,48957
42109,Snyder County,Pennsylvania,14549,11852
42111,Somerset County,Pennsylvania,29071,23426
42113,Sullivan County,Pennsylvania,2536,2066
42115,Susquehanna County,Pennsylvania,15639,13773
42117,Tioga County,Pennsylvania,16639,14428
42119,Union County,Pennsylvania,14301,11085
42121,Venango County,Pennsylvania,21342,18772
42123,Warren County,Pennsylvania,16271,13588
42125,Washington County,Pennsylvania,87665,78466
42127,Wayne County,Pennsylvania,20314,17628
42129,Westmoreland County,Pennsylvania,154385,134961
42131,Wyoming County,Pennsylvania,10892,9491
42133,York County,Pennsylvania,180207,161572
44001,Bristol County,Rhode Island,19420,17870
44003,Kent County,Rhode Island,72743,66649
44005,Newport County,Rhode Island,36186,33926
44007,Providence County,Rhode Island,256505,229362
44009,Washington County,Rhode Island,52048,48811
45001,Abbeville County,South Carolina,9536,7658
45003,Aiken County,South Carolina,68606,61632
45005,Allendale County,South Carolina,3163,2233
45007,Anderson County,South Carolina,82134,71673
45009,Bamberg County,South Carolina,4592,3589
45011,Barnwell County,South Carolina,8107,6010
45013,Beaufort County,South Carolina,78794,71678
45015,Berkeley County,South Carolina,90348,79128
45017,Calhoun County,South Carolina,6124,4842
45019,Charleston County,South Carolina,175499,151543
45021,Cherokee County,South Carolina,21864,17263
45023,Chester County,South Carolina,12926,10362
45025,Chesterfield County,South Carolina,17381,13901
45027,Clarendon County,South Carolina,11949,10066
45029,Colleton County,South Carolina,15968,13129
45031,Darlington County,South Carolina,25074,18888
45033,Dillon County,South Carolina,10587,6849
45035,Dorchester County,South Carolina,61573,54626
45037,Edgefield County,South Carolina,9508,7459
45039,Fairfield County,South Carolina,8773,7111
45041,Florence County,South Carolina,52522,42579
45043,Georgetown County,South Carolina,26593,22434
45045,Greenville County,South Carolina,215774,196762
45047,Greenwood County,South Carolina,27770,22291
45049,Hampton County,South Carolina,7104,5669
45051,Horry County,South Carolina,150342,137735
45053,Jasper County,South Carolina,12420,10234
45055,Kershaw County,South Carolina,25877,22996
45057,Lancaster County,South Carolina,39204,34199
45059,Laurens County,South Carolina,26291,22082
45061,Lee County,South Carolina,6294,5111
45063,Lexington County,South Carolina,120789,110091
45065,McCormick County,South Carolina,4107,3211
45067,Marion County,South Carolina,11788,7733
45069,Marlboro County,South Carolina,9729,6330
45071,Newberry County,South Carolina,15220,12727
45073,Oconee County,South Carolina,33653,27848
45075,Orangeburg County,South Carolina,32880,25717
45077,Pickens County,South Carolina,51404,43878
45079,Richland County,South Carolina,165308,147448
45081,Saluda County,South Carolina,7507,5663
45083,Spartanburg County,South Carolina,128606,112012
45085,Sumter County,South Carolina,41181,34689
45087,Union County,South Carolina,11738,9570
45089,Williamsburg County,South Carolina,12160,8755
45091,York County,South Carolina,111623,102992
46003,Aurora County,South Dakota,1042,853
46005,Beadle County,South Dakota,7485,6478
46007,Bennett County,South Dakota,1024,652
46009,Bon Homme County,South Dakota,2426,2034
46011,Brookings County,South Dakota,13490,12119
46013,Brown County,South Dakota,16364,14445
46015,Brule County,South Dakota,1932,1573
46017,Buffalo County,South Dakota,496,305
46019,Butte County,South Dakota,4230,3721
46021,Campbell County,South Dakota,704,546
46023,Charles Mix County,South Dakota,3006,2433
46025,Clark County,South Dakota,1322,1119
46027,Clay County,South Dakota,5561,4990
46029,Codington County,South Dakota,12361,10748
46031,Corson County,South Dakota,1112,908
46033,Custer County,South Dakota,4033,3524
46035,Davison County,South Dakota,8714,7488
46037,Day County,South Dakota,2343,1936
46039,Deuel County,South Dakota,1800,1482
46041,Dewey County,South Dakota,1681,1307
46043,Douglas County,South Dakota,1117,945
46045,Edmunds County,South Dakota,1589,1441
46047,Fall River County,South Dakota,3443,2886
46049,Faulk County,South Dakota,836,703
46051,Grant County,South Dakota,2989,2480
46053,Gregory County,South Dakota,1635,1321
46055,Haakon County,South Dakota,674,492
46057,Hamlin County,South Dakota,2181,1930
46059,Hand County,South Dakota,1373,1186
46061,Hanson County,South Dakota,1134,1038
46063,Harding County,South Dakota,493,460
46065,Hughes County,South Dakota,7316,6580
46067,Hutchinson County,South Dakota,2944,2476
46069,Hyde County,South Dakota,535,474
46071,Jackson County,South Dakota,740,443
46073,Jerauld County,South Dakota,827,698
46075,Jones County,South Dakota,355,303
46077,Kingsbury County,South Dakota,2031,1780
46079,Lake County,South Dakota,4632,4091
46081,Lawrence County,South Dakota,11812,10487
46083,Lincoln County,South Dakota,26645,25630
46085,Lyman County,South Dakota,1185,978
46087,McCook County,South Dakota,2218,1943
46089,McPherson County,South Dakota,896,675
46091,Marshall County,South Dakota,1646,1413
46093,Meade County,South Dakota,11801,10515
46095,Mellette County,South Dakota,616,438
46097,Miner County,South Dakota,916,729
46099,Minnehaha County,South Dakota,82394,76091
46101,Moody County,South Dakota,2504,2181
46102,Oglala Lakota County,South Dakota,2731,1600
46103,Pennington County,South Dakota,45698,41514
46105,Perkins County,South Dakota,1254,1102
46107,Potter County,South Dakota,1021,921
46109,Roberts County,South Dakota,3657,2999
46111,Sanborn County,South Dakota,929,754
46115,Spink County,South Dakota,2453,2168
46117,Stanley County,South Dakota,1272,1110
46119,Sully County,South Dakota,624,510
46121,Todd County,South Dakota,2474,1725
46123,Tripp County,South Dakota,2265,1954
46125,Turner County,South Dakota,3535,2991
46127,Union County,South Dakota,7124,6278
46129,Walworth County,South Dakota,2396,2039
46135,Yankton County,South Dakota,9792,8446
46137,Ziebach County,South Dakota,724,563
47001,Anderson County,Tennessee,32069,28428
47003,Bedford County,Tennessee,18953,16148
47005,Benton County,Tennessee,6928,5244
47007,Bledsoe County,Tennessee,4812,3986
47009,Blount County,Tennessee,54449,47869
47011,Bradley County,Tennessee,41909,36877
47013,Campbell County,Tennessee,16709,12839
47015,Cannon County,Tennessee,5686,4525
47017,Carroll County,Tennessee,11258,8891
47019,Carter County,Tennessee,24188,19405
47021,Cheatham County,Tennessee,15908,14210
47023,Chester County,Tennessee,6333,5470
47025,Claiborne County,Tennessee,13456,10136
47027,Clay County,Tennessee,3201,2434
47029,Cocke County,Tennessee,15123,11467
47031,Coffee County,Tennessee,22794,18389
47033,Crockett County,Tennessee,5494,4745
47035,Cumberland County,Tennessee,27447,23578
47037,Davidson County,Tennessee,314578,288486
47039,Decatur County,Tennessee,4439,3537
47041,DeKalb County,Tennessee,8495,6744
47043,Dickson County,Tennessee,21092,17981
47045,Dyer County,Tennessee,14884,12993
47047,Fayette County,Tennessee,16730,14882
47049,Fentress County,Tennessee,7706,6450
47051,Franklin County,Tennessee,17097,13492
47053,Gibson County,Tennessee,20098,17411
47055,Giles County,Tennessee,11710,9700
47057,Grainger County,Tennessee,9566,7440
47059,Greene County,Tennessee,28093,21933
47061,Grundy County,Tennessee,5106,4231
47063,Hamblen County,Tennessee,25758,22289
47065,Hamilton County,Tennessee,151316,136759
47067,Hancock County,Tennessee,2773,1847
47069,Hardeman County,Tennessee,9049,7232
47071,Hardin County,Tennessee,10833,9212
47073,Hawkins County,Tennessee,23090,19436
47075,Haywood County,Tennessee,7166,5463
47077,Henderson County,Tennessee,10928,8748
47079,Henry County,Tennessee,13205,10844
47081,Hickman County,Tennessee,9180,7089
47083,Houston County,Tennessee,3190,2633
47085,Humphreys County,Tennessee,6864,5669
47087,Jackson County,Tennessee,4695,3724
47089,Jefferson County,Tennessee,21351,18156
47091,Johnson County,Tennessee,7172,5812
47093,Knox County,Tennessee,197298,173750
47095,Lake County,Tennessee,2022,1518
47097,Lauderdale County,Tennessee,9214,7740
47099,Lawrence County,Tennessee,16704,13680
47101,Lewis County,Tennessee,5153,4034
47103,Lincoln County,Tennessee,14589,11353
47105,Loudon County,Tennessee,23438,20953
47107,McMinn County,Tennessee,21471,18521
47109,McNairy County,Tennessee,9806,8210
47111,Macon County,Tennessee,9200,7685
47113,Madison County,Tennessee,39534,34702
47115,Marion County,Tennessee,11529,9587
47117,Marshall County,Tennessee,13268,11789
47119,Maury County,Tennessee,41260,37063
47121,Meigs County,Tennessee,5279,4238
47123,Monroe County,Tennessee,19283,16188
47125,Montgomery County,Tennessee,84321,78139
47127,Moore County,Tennessee,2638,1949
47129,Morgan County,Tennessee,7188,6032
47131,Obion County,Tennessee,12516,10297
47133,Overton County,Tennessee,8992,6865
47135,Perry County,Tennessee,3040,2375
47137,Pickett County,Tennessee,2106,1600
47139,Polk County,Tennessee,7144,5995
47141,Putnam County,Tennessee,33057,28289
47143,Rhea County,Tennessee,13243,11767
47145,Roane County,Tennessee,22539,19629
47147,Robertson County,Tennessee,27755,23997
47149,Rutherford County,Tennessee,125861,118301
47151,Scott County,Tennessee,8638,6615
47153,Sequatchie County,Tennessee,6121,5048
47155,Sevier County,Tennessee,39221,32806
47157,Shelby County,Tennessee,360590,314726
47159,Smith County,Tennessee,7619,6598
47161,Stewart County,Tennessee,5173,4227
47163,Sullivan County,Tennessee,68408,59486
47165,Sumner County,Tennessee,76706,70672
47167,Tipton County,Tennessee,22544,19161
47169,Trousdale County,Tennessee,3658,3101
47171,Unicoi County,Tennessee,7803,6484
47173,Union County,Tennessee,7771,6034
47175,Van Buren County,Tennessee,2462,2094
47177,Warren County,Tennessee,16132,13240
47179,Washington County,Tennessee,56234,49440
47181,Wayne County,Tennessee,5734,4723
47183,Weakley County,Tennessee,13274,10959
47185,White County,Tennessee,11001,9283
47187,Williamson County,Tennessee,90716,86746
47189,Wilson County,Tennessee,56609,51976
48001,Anderson County,Texas,17142,14403
48003,Andrews County,Texas,6780,6142
48005,Angelina County,Texas,32183,28691
48007,Aransas County,Texas,11738,10274
48009,Archer County,Texas,3439,2894
48011,Armstrong County,Texas,754,693
48013,Atascosa County,Texas,16635,13830
48015,Austin County,Texas,12174,9855
48017,Bailey County,Texas,2250,1838
48019,Bandera County,Texas,8943,7916
48021,Bastrop County,Texas,35164,30353
48023,Baylor County,Texas,1548,1279
48025,Bee County,Texas,8581,6667
48027,Bell County,Texas,138557,124702
48029,Bexar County,Texas,740402,669005
48031,Blanco County,Texas,5001,4496
48033,Borden County,Texas,239,205
48035,Bosque County,Texas,7467,6147
48037,Bowie County,Texas,34801,27934
48039,Brazoria County,Texas,131184,122407
48041,Brazos County,Texas,88415,74991
48043,Brewster County,Texas,4929,3925
48045,Briscoe County,Texas,555,386
48047,Brooks County,Texas,2884,2184
48049,Brown County,Texas,14979,13101
48051,Burleson County,Texas,7749,6235
48053,Burnet County,Texas,19597,17784
48055,Caldwell County,Texas,15741,13921
48057,Calhoun County,Texas,8398,7116
48059,Callahan County,Texas,5237,4666
48061,Cameron County,Texas,135435,108568
48063,Camp County,Texas,4677,3913
48065,Carson County,Texas,2302,1871
48067,Cass County,Texas,11775,9346
48069,Castro County,Texas,2427,2011
48071,Chambers County,Texas,16558,14892
48073,Cherokee County,Texas,18085,15210
48075,Childress County,Texas,2174,1756
48077,Clay County,Texas,4227,3560
48079,Cochran County,Texas,949,730
48081,Coke County,Texas,1489,1264
48083,Coleman County,Texas,3230,2712
48085,Collin County,Texas,400182,384672
48087,Collingsworth County,Texas,947,820
48089,Colorado County,Texas,7577,6188
48091,Comal County,Texas,67651,64220
48093,Comanche County,Texas,5395,4563
48095,Concho County,Texas,849,736
48097,Cooke County,Texas,16252,13134
48099,Coryell County,Texas,26099,23205
48101,Cottle County,Texas,571,367
48103,Crane County,Texas,1665,1299
48105,Crockett County,Texas,1176,895
48107,Crosby County,Texas,1974,1707
48109,Culberson County,Texas,702,439
48111,Dallam County,Texas,2373,1888
48113,Dallas County,Texas,971690,877450
48115,Dawson County,Texas,4154,3465
48117,Deaf Smith County,Texas,5973,4806
48119,Delta County,Texas,2095,1685
48121,Denton County,Texas,346809,331400
48123,DeWitt County,Texas,6683,4900
48125,Dickens County,Texas,684,585
48127,Dimmit County,Texas,3010,2252
48129,Donley County,Texas,1203,806
48131,Duval County,Texas,2992,2025
48133,Eastland County,Texas,7168,5915
48135,Ector County,Texas,62422,53157
48137,Edwards County,Texas,474,282
48139,Ellis County,Texas,68852,63191
48141,El Paso County,Texas,296341,261970
48143,Erath County,Texas,16379,14593
48145,Falls County,Texas,6009,4777
48147,Fannin County,Texas,12793,10478
48149,Fayette County,Texas,9855,7673
48151,Fisher County,Texas,1590,1315
48153,Floyd County,Texas,1939,1417
48155,Foard County,Texas,421,296
48157,Fort Bend County,Texas,281259,266985
48159,Franklin County,Texas,3942,3540
48161,Freestone County,Texas,6867,5340
48163,Frio County,Texas,5144,4123
48165,Gaines County,Texas,7057,5701
48167,Galveston County,Texas,138666,128789
48169,Garza County,Texas,1433,1171
48171,Gillespie County,Texas,11272,9840
48173,Glasscock County,Texas,441,358
48175,Goliad County,Texas,2800,2069
48177,Gonzales County,Texas,7656,6342
48179,Gray County,Texas,7926,6716
48181,Grayson County,Texas,53325,46808
48183,Gregg County,Texas,47330,41546
48185,Grimes County,Texas,10289,8477
48187,Guadalupe County,Texas,62953,58351
48189,Hale County,Texas,11034,8932
48191,Hall County,Texas,1158,893
48193,Hamilton County,Texas,3134,2629
48195,Hansford County,Texas,1827,1597
48197,Hardeman County,Texas,1298,968
48199,Hardin County,Texas,21750,18572
48201,Harris County,Texas,1728103,1574163
48203,Harrison County,Texas,25599,20745
48205,Hartley County,Texas,1635,1535
48207,Haskell County,Texas,2108,1779
48209,Hays County,Texas,94499,87260
48211,Hemphill County,Texas,1368,1117
48213,Henderson County,Texas,32597,27139
48215,Hidalgo County,Texas,264128,223600
48217,Hill County,Texas,13457,11741
48219,Hockley County,Texas,8058,6660
48221,Hood County,Texas,24988,23108
48223,Hopkins County,Texas,13878,12163
48225,Houston County,Texas,7795,6129
48227,Howard County,Texas,11927,10288
48229,Hudspeth County,Texas,847,736
48231,Hunt County,Texas,37549,32943
48233,Hutchinson County,Texas,6944,6004
48235,Irion County,Texas,606,450
48237,Jack County,Texas,2915,2470
48239,Jackson County,Texas,5424,4544
48241,Jasper County,Texas,13667,12135
48243,Jeff Davis County,Texas,847,686
48245,Jefferson County,Texas,93646,83381
48247,Jim Hogg County,Texas,1221,893
48249,Jim Wells County,Texas,13298,9667
48251,Johnson County,Texas,63477,58017
48253,Jones County,Texas,6028,5134
48255,Karnes County,Texas,4643,3535
48257,Kaufman County,Texas,49703,44943
48259,Kendall County,Texas,17249,16090
48261,Kenedy County,Texas,17,9
48263,Kent County,Texas,274,255
48265,Kerr County,Texas,22267,20035
48267,Kimble County,Texas,1858,1530
48269,King County,Texas,90,90
48271,Kinney County,Texas,1180,870
48273,Kleberg County,Texas,11794,9874
48275,Knox County,Texas,1256,1102
48277,Lamar County,Texas,20056,16060
48279,Lamb County,Texas,4644,3834
48281,Lampasas County,Texas,8147,7325
48283,La Salle County,Texas,1683,1209
48285,Lavaca County,Texas,8370,6834
48287,Lee County,Texas,6720,5535
48289,Leon County,Texas,6546,5411
48291,Liberty County,Texas,30009,26668
48293,Limestone County,Texas,8318,6361
48295,Lipscomb County,Texas,1101,957
48297,Live Oak County,Texas,4210,3165
48299,Llano County,Texas,10218,9047
48301,Loving County,Texas,36,31
48303,Lubbock County,Texas,124045,108803
48305,Lynn County,Texas,2066,1786
48307,McCulloch County,Texas,3072,2644
48309,McLennan County,Texas,95966,84190
48311,McMullen County,Texas,168,125
48313,Madison County,Texas,4140,3538
48315,Marion County,Texas,4201,3205
48317,Martin County,Texas,2033,1530
48319,Mason County,Texas,1550,1343
48321,Matagorda County,Texas,14824,12156
48323,Maverick County,Texas,18320,14605
48325,Medina County,Texas,17479,15029
48327,Menard County,Texas,833,634
48329,Midland County,Texas,67057,60068
48331,Milam County,Texas,10049,8359
48333,Mills County,Texas,1845,1567
48335,Mitchell County,Texas,2561,2048
48337,Montague County,Texas,8142,6429
48339,Montgomery County,Texas,235474,221163
48341,Moore County,Texas,7275,6255
48343,Morris County,Texas,5038,4251
48345,Motley County,Texas,476,352
48347,Nacogdoches County,Texas,25114,21471
48349,Navarro County,Texas,18484,15449
48351,Newton County,Texas,4898,4370
48353,Nolan County,Texas,5834,4719
48355,Nueces County,Texas,130770,114779
48357,Ochiltree County,Texas,3758,3300
48359,Oldham County,Texas,631,565
48361,Orange County,Texas,31847,28874
48363,Palo Pinto County,Texas,10951,9570
48365,Panola County,Texas,8486,7083
48367,Parker County,Texas,54237,50755
48369,Parmer County,Texas,3183,2867
48371,Pecos County,Texas,5108,4262
48373,Polk County,Texas,18575,15887
48375,Potter County,Texas,42363,36442
48377,Presidio County,Texas,2340,1791
48379,Rains County,Texas,4723,4201
48381,Randall County,Texas,55758,50904
48383,Reagan County,Texas,1046,918
48385,Real County,Texas,1021,722
48387,Red River County,Texas,4993,3616
48389,Reeves County,Texas,4145,3070
48391,Refugio County,Texas,2372,1920
48393,Roberts County,Texas,303,232
48395,Robertson County,Texas,6480,5337
48397,Rockwall County,Texas,39513,38192
48399,Runnels County,Texas,3800,3326
48401,Rusk County,Texas,17963,13597
48403,Sabine County,Texas,4469,3790
48405,San Augustine County,Texas,3017,2378
48407,San Jacinto County,Texas,10480,8796
48409,San Patricio County,Texas,24496,20056
48411,San Saba County,Texas,2095,1855
48413,Schleicher County,Texas,919,666
48415,Scurry County,Texas,5931,5041
48417,Shackelford County,Texas,1329,1160
48419,Shelby County,Texas,9177,7289
48421,Sherman County,Texas,842,801
48423,Smith County,Texas,81690,72641
48425,Somervell County,Texas,3562,3185
48427,Starr County,Texas,18692,13634
48429,Stephens County,Texas,3560,3080
48431,Sterling County,Texas,402,373
48433,Stonewall County,Texas,476,413
48435,Sutton County,Texas,1236,920
