fips_code,county_name,state_name,poverty_rate
18031,Decatur County,Indiana,0.106
18033,DeKalb County,Indiana,0.113
18035,Delaware County,Indiana,0.19399999999999998
18037,Dubois County,Indiana,0.077
18039,Elkhart County,Indiana,0.11699999999999999
18041,Fayette County,Indiana,0.161
18043,Floyd County,Indiana,0.102
18045,Fountain County,Indiana,0.106
18047,Franklin County,Indiana,0.08800000000000001
18049,Fulton County,Indiana,0.11
18051,Gibson County,Indiana,0.11
18053,Grant County,Indiana,0.2
18055,Greene County,Indiana,0.11900000000000001
18057,Hamilton County,Indiana,0.048
18059,Hancock County,Indiana,0.057
18061,Harrison County,Indiana,0.086
18063,Hendricks County,Indiana,0.055999999999999994
18065,Henry County,Indiana,0.127
18067,Howard County,Indiana,0.127
18069,Huntington County,Indiana,0.08900000000000001
18071,Jackson County,Indiana,0.10099999999999999
18073,Jasper County,Indiana,0.087
18075,Jay County,Indiana,0.134
18077,Jefferson County,Indiana,0.121
18079,Jennings County,Indiana,0.134
18081,Johnson County,Indiana,0.07200000000000001
18083,Knox County,Indiana,0.157
18085,Kosciusko County,Indiana,0.094
18087,LaGrange County,Indiana,0.084
18089,Lake County,Indiana,0.14300000000000002
18091,LaPorte County,Indiana,0.14300000000000002
18093,Lawrence County,Indiana,0.121
18095,Madison County,Indiana,0.13
18097,Marion County,Indiana,0.156
18099,Marshall County,Indiana,0.106
18101,Martin County,Indiana,0.132
18103,Miami County,Indiana,0.152
18105,Monroe County,Indiana,0.177
18107,Montgomery County,Indiana,0.109
18109,Morgan County,Indiana,0.098
18111,Newton County,Indiana,0.102
18113,Noble County,Indiana,0.106
18115,Ohio County,Indiana,0.092
18117,Orange County,Indiana,0.13699999999999998
18119,Owen County,Indiana,0.125
18121,Parke County,Indiana,0.152
18123,Perry County,Indiana,0.14300000000000002
18125,Pike County,Indiana,0.10800000000000001
18127,Porter County,Indiana,0.09300000000000001
18129,Posey County,Indiana,0.09300000000000001
18131,Pulaski County,Indiana,0.113
18133,Putnam County,Indiana,0.10800000000000001
18135,Randolph County,Indiana,0.146
18137,Ripley County,Indiana,0.10300000000000001
18139,Rush County,Indiana,0.10800000000000001
18141,St. Joseph County,Indiana,0.142
18143,Scott County,Indiana,0.145
18145,Shelby County,Indiana,0.11199999999999999
18147,Spencer County,Indiana,0.087
18149,Starke County,Indiana,0.131
18151,Steuben County,Indiana,0.102
18153,Sullivan County,Indiana,0.156
18155,Switzerland County,Indiana,0.128
18157,Tippecanoe County,Indiana,0.171
18159,Tipton County,Indiana,0.09
18161,Union County,Indiana,0.11199999999999999
18163,Vanderburgh County,Indiana,0.138
18165,Vermillion County,Indiana,0.125
18167,Vigo County,Indiana,0.20199999999999999
18169,Wabash County,Indiana,0.11800000000000001
18171,Warren County,Indiana,0.096
18173,Warrick County,Indiana,0.083
18175,Washington County,Indiana,0.13
18177,Wayne County,Indiana,0.17300000000000001
18179,Wells County,Indiana,0.086
18181,White County,Indiana,0.10800000000000001
18183,Whitley County,Indiana,0.085
19001,Adair County,Iowa,0.098
19003,Adams County,Iowa,0.11599999999999999
19005,Allamakee County,Iowa,0.111
19007,Appanoose County,Iowa,0.161
19009,Audubon County,Iowa,0.102
19011,Benton County,Iowa,0.08
19013,Black Hawk County,Iowa,0.142
19015,Boone County,Iowa,0.08199999999999999
19017,Bremer County,Iowa,0.078
19019,Buchanan County,Iowa,0.08800000000000001
19021,Buena Vista County,Iowa,0.122
19023,Butler County,Iowa,0.079
19025,Calhoun County,Iowa,0.11599999999999999
19027,Carroll County,Iowa,0.09300000000000001
19029,Cass County,Iowa,0.14800000000000002
19031,Cedar County,Iowa,0.079
19033,Cerro Gordo County,Iowa,0.107
19035,Cherokee County,Iowa,0.099
19037,Chickasaw County,Iowa,0.08800000000000001
19039,Clarke County,Iowa,0.105
19041,Clay County,Iowa,0.105
19043,Clayton County,Iowa,0.105
19045,Clinton County,Iowa,0.133
19047,Crawford County,Iowa,0.11199999999999999
19049,Dallas County,Iowa,0.06
19051,Davis County,Iowa,0.11599999999999999
19053,Decatur County,Iowa,0.183
19055,Delaware County,Iowa,0.087
19057,Des Moines County,Iowa,0.14300000000000002
19059,Dickinson County,Iowa,0.079
19061,Dubuque County,Iowa,0.096
19063,Emmet County,Iowa,0.098
19065,Fayette County,Iowa,0.139
19067,Floyd County,Iowa,0.115
19069,Franklin County,Iowa,0.113
19071,Fremont County,Iowa,0.098
19073,Greene County,Iowa,0.107
19075,Grundy County,Iowa,0.067
19077,Guthrie County,Iowa,0.099
19079,Hamilton County,Iowa,0.085
19081,Hancock County,Iowa,0.099
19083,Hardin County,Iowa,0.10400000000000001
19085,Harrison County,Iowa,0.098
19087,Henry County,Iowa,0.127
19089,Howard County,Iowa,0.099
19091,Humboldt County,Iowa,0.096
19093,Ida County,Iowa,0.094
19095,Iowa County,Iowa,0.076
19097,Jackson County,Iowa,0.09300000000000001
19099,Jasper County,Iowa,0.096
19101,Jefferson County,Iowa,0.141
19103,Johnson County,Iowa,0.155
19105,Jones County,Iowa,0.10300000000000001
19107,Keokuk County,Iowa,0.111
19109,Kossuth County,Iowa,0.102
19111,Lee County,Iowa,0.14400000000000002
19113,Linn County,Iowa,0.099
19115,Louisa County,Iowa,0.098
19117,Lucas County,Iowa,0.13699999999999998
19119,Lyon County,Iowa,0.078
19121,Madison County,Iowa,0.07
19123,Mahaska County,Iowa,0.11699999999999999
19125,Marion County,Iowa,0.08
19127,Marshall County,Iowa,0.12
19129,Mills County,Iowa,0.085
19131,Mitchell County,Iowa,0.092
19133,Monona County,Iowa,0.126
19135,Monroe County,Iowa,0.102
19137,Montgomery County,Iowa,0.13
19139,Muscatine County,Iowa,0.11699999999999999
19141,O'Brien County,Iowa,0.091
19143,Osceola County,Iowa,0.105
19145,Page County,Iowa,0.138
19147,Palo Alto County,Iowa,0.107
19149,Plymouth County,Iowa,0.087
19151,Pocahontas County,Iowa,0.111
19153,Polk County,Iowa,0.115
19155,Pottawattamie County,Iowa,0.11599999999999999
19157,Poweshiek County,Iowa,0.10300000000000001
19159,Ringgold County,Iowa,0.141
19161,Sac County,Iowa,0.1
19163,Scott County,Iowa,0.11
19165,Shelby County,Iowa,0.08800000000000001
19167,Sioux County,Iowa,0.069
19169,Story County,Iowa,0.149
19171,Tama County,Iowa,0.12300000000000001
19173,Taylor County,Iowa,0.13
19175,Union County,Iowa,0.13699999999999998
19177,Van Buren County,Iowa,0.14800000000000002
19179,Wapello County,Iowa,0.138
19181,Warren County,Iowa,0.057999999999999996
19183,Washington County,Iowa,0.095
19185,Wayne County,Iowa,0.147
19187,Webster County,Iowa,0.14
19189,Winnebago County,Iowa,0.114
19191,Winneshiek County,Iowa,0.079
19193,Woodbury County,Iowa,0.129
19195,Worth County,Iowa,0.092
19197,Wright County,Iowa,0.11
20001,Allen County,Kansas,0.16
20003,Anderson County,Kansas,0.11599999999999999
20005,Atchison County,Kansas,0.136
20007,Barber County,Kansas,0.11699999999999999
20009,Barton County,Kansas,0.15
20011,Bourbon County,Kansas,0.154
20013,Brown County,Kansas,0.122
20015,Butler County,Kansas,0.092
20017,Chase County,Kansas,0.114
20019,Chautauqua County,Kansas,0.147
20021,Cherokee County,Kansas,0.152
20023,Cheyenne County,Kansas,0.122
20025,Clark County,Kansas,0.122
20027,Clay County,Kansas,0.11
20029,Cloud County,Kansas,0.121
20031,Coffey County,Kansas,0.098
20033,Comanche County,Kansas,0.121
20035,Cowley County,Kansas,0.152
20037,Crawford County,Kansas,0.17300000000000001
20039,Decatur County,Kansas,0.139
20041,Dickinson County,Kansas,0.105
20043,Doniphan County,Kansas,0.12300000000000001
20045,Douglas County,Kansas,0.133
20047,Edwards County,Kansas,0.12
20049,Elk County,Kansas,0.171
20051,Ellis County,Kansas,0.156
20053,Ellsworth County,Kansas,0.12300000000000001
20055,Finney County,Kansas,0.11900000000000001
20057,Ford County,Kansas,0.11599999999999999
20059,Franklin County,Kansas,0.111
20061,Geary County,Kansas,0.11
20063,Gove County,Kansas,0.094
20065,Graham County,Kansas,0.127
20067,Grant County,Kansas,0.11199999999999999
20069,Gray County,Kansas,0.087
20071,Greeley County,Kansas,0.111
20073,Greenwood County,Kansas,0.14300000000000002
20075,Hamilton County,Kansas,0.115
20077,Harper County,Kansas,0.141
20079,Harvey County,Kansas,0.08199999999999999
20081,Haskell County,Kansas,0.10800000000000001
20083,Hodgeman County,Kansas,0.10400000000000001
20085,Jackson County,Kansas,0.105
20087,Jefferson County,Kansas,0.083
20089,Jewell County,Kansas,0.121
20091,Johnson County,Kansas,0.053
20093,Kearny County,Kansas,0.102
20095,Kingman County,Kansas,0.11900000000000001
20097,Kiowa County,Kansas,0.121
20099,Labette County,Kansas,0.155
20101,Lane County,Kansas,0.102
20103,Leavenworth County,Kansas,0.083
20105,Lincoln County,Kansas,0.11800000000000001
20107,Linn County,Kansas,0.11
20109,Logan County,Kansas,0.102
20111,Lyon County,Kansas,0.13699999999999998
20113,McPherson County,Kansas,0.083
20115,Marion County,Kansas,0.109
20117,Marshall County,Kansas,0.092
20119,Meade County,Kansas,0.096
20121,Miami County,Kansas,0.07
20123,Mitchell County,Kansas,0.105
20125,Montgomery County,Kansas,0.17300000000000001
20127,Morris County,Kansas,0.11699999999999999
20129,Morton County,Kansas,0.12
20131,Nemaha County,Kansas,0.084
20133,Neosho County,Kansas,0.149
20135,Ness County,Kansas,0.102
20137,Norton County,Kansas,0.139
20139,Osage County,Kansas,0.10800000000000001
20141,Osborne County,Kansas,0.121
20143,Ottawa County,Kansas,0.102
20145,Pawnee County,Kansas,0.128
20147,Phillips County,Kansas,0.10099999999999999
20149,Pottawatomie County,Kansas,0.079
20151,Pratt County,Kansas,0.095
20153,Rawlins County,Kansas,0.109
20155,Reno County,Kansas,0.11800000000000001
20157,Republic County,Kansas,0.11900000000000001
20159,Rice County,Kansas,0.106
20161,Riley County,Kansas,0.18
20163,Rooks County,Kansas,0.11199999999999999
20165,Rush County,Kansas,0.124
20167,Russell County,Kansas,0.131
20169,Saline County,Kansas,0.115
20171,Scott County,Kansas,0.079
20173,Sedgwick County,Kansas,0.136
20175,Seward County,Kansas,0.14400000000000002
20177,Shawnee County,Kansas,0.126
20179,Sheridan County,Kansas,0.11
20181,Sherman County,Kansas,0.13699999999999998
20183,Smith County,Kansas,0.11900000000000001
20185,Stafford County,Kansas,0.14
20187,Stanton County,Kansas,0.107
20189,Stevens County,Kansas,0.105
20191,Sumner County,Kansas,0.11199999999999999
20193,Thomas County,Kansas,0.094
20195,Trego County,Kansas,0.107
20197,Wabaunsee County,Kansas,0.09
20199,Wallace County,Kansas,0.134
20201,Washington County,Kansas,0.113
20203,Wichita County,Kansas,0.105
20205,Wilson County,Kansas,0.14300000000000002
20207,Woodson County,Kansas,0.139
20209,Wyandotte County,Kansas,0.171
21001,Adair County,Kentucky,0.221
21003,Allen County,Kentucky,0.16399999999999998
21005,Anderson County,Kentucky,0.09
21007,Ballard County,Kentucky,0.14400000000000002
21009,Barren County,Kentucky,0.18
21011,Bath County,Kentucky,0.17800000000000002
21013,Bell County,Kentucky,0.289
21015,Boone County,Kentucky,0.07400000000000001
21017,Bourbon County,Kentucky,0.142
21019,Boyd County,Kentucky,0.18100000000000002
21021,Boyle County,Kentucky,0.147
21023,Bracken County,Kentucky,0.14300000000000002
21025,Breathitt County,Kentucky,0.303
21027,Breckinridge County,Kentucky,0.165
21029,Bullitt County,Kentucky,0.084
21031,Butler County,Kentucky,0.15
21033,Caldwell County,Kentucky,0.158
21035,Calloway County,Kentucky,0.17600000000000002
21037,Campbell County,Kentucky,0.10300000000000001
21039,Carlisle County,Kentucky,0.129
21041,Carroll County,Kentucky,0.162
21043,Carter County,Kentucky,0.192
21045,Casey County,Kentucky,0.21100000000000002
21047,Christian County,Kentucky,0.17800000000000002
21049,Clark County,Kentucky,0.10800000000000001
21051,Clay County,Kentucky,0.37200000000000005
21053,Clinton County,Kentucky,0.23600000000000002
21055,Crittenden County,Kentucky,0.179
21057,Cumberland County,Kentucky,0.231
21059,Daviess County,Kentucky,0.162
21061,Edmonson County,Kentucky,0.16
21063,Elliott County,Kentucky,0.258
21065,Estill County,Kentucky,0.22699999999999998
21067,Fayette County,Kentucky,0.157
21069,Fleming County,Kentucky,0.18100000000000002
21071,Floyd County,Kentucky,0.265
21073,Franklin County,Kentucky,0.11800000000000001
21075,Fulton County,Kentucky,0.259
21077,Gallatin County,Kentucky,0.131
21079,Garrard County,Kentucky,0.17600000000000002
21081,Grant County,Kentucky,0.13
21083,Graves County,Kentucky,0.17600000000000002
21085,Grayson County,Kentucky,0.17800000000000002
21087,Green County,Kentucky,0.17600000000000002
21089,Greenup County,Kentucky,0.159
21091,Hancock County,Kentucky,0.11900000000000001
21093,Hardin County,Kentucky,0.142
21095,Harlan County,Kentucky,0.297
21097,Harrison County,Kentucky,0.139
21099,Hart County,Kentucky,0.177
21101,Henderson County,Kentucky,0.132
21103,Henry County,Kentucky,0.146
21105,Hickman County,Kentucky,0.187
21107,Hopkins County,Kentucky,0.16
21109,Jackson County,Kentucky,0.239
21111,Jefferson County,Kentucky,0.162
21113,Jessamine County,Kentucky,0.10300000000000001
21115,Johnson County,Kentucky,0.25
21117,Kenton County,Kentucky,0.106
21119,Knott County,Kentucky,0.261
21121,Knox County,Kentucky,0.35
21123,Larue County,Kentucky,0.161
21125,Laurel County,Kentucky,0.218
21127,Lawrence County,Kentucky,0.20600000000000002
21129,Lee County,Kentucky,0.311
21131,Leslie County,Kentucky,0.267
21133,Letcher County,Kentucky,0.23800000000000002
21135,Lewis County,Kentucky,0.221
21137,Lincoln County,Kentucky,0.191
21139,Livingston County,Kentucky,0.14300000000000002
21141,Logan County,Kentucky,0.14800000000000002
21143,Lyon County,Kentucky,0.159
21145,McCracken County,Kentucky,0.157
21147,McCreary County,Kentucky,0.359
21149,McLean County,Kentucky,0.147
21151,Madison County,Kentucky,0.138
21153,Magoffin County,Kentucky,0.292
21155,Marion County,Kentucky,0.146
21157,Marshall County,Kentucky,0.138
21159,Martin County,Kentucky,0.48100000000000004
21161,Mason County,Kentucky,0.17
21163,Meade County,Kentucky,0.11699999999999999
21165,Menifee County,Kentucky,0.251
21167,Mercer County,Kentucky,0.134
21169,Metcalfe County,Kentucky,0.242
21171,Monroe County,Kentucky,0.237
21173,Montgomery County,Kentucky,0.146
21175,Morgan County,Kentucky,0.247
21177,Muhlenberg County,Kentucky,0.20199999999999999
21179,Nelson County,Kentucky,0.129
21181,Nicholas County,Kentucky,0.172
21183,Ohio County,Kentucky,0.16
21185,Oldham County,Kentucky,0.057999999999999996
21187,Owen County,Kentucky,0.154
21189,Owsley County,Kentucky,0.331
21191,Pendleton County,Kentucky,0.132
21193,Perry County,Kentucky,0.297
21195,Pike County,Kentucky,0.23399999999999999
21197,Powell County,Kentucky,0.221
21199,Pulaski County,Kentucky,0.17
21201,Robertson County,Kentucky,0.196
21203,Rockcastle County,Kentucky,0.218
21205,Rowan County,Kentucky,0.24
21207,Russell County,Kentucky,0.223
21209,Scott County,Kentucky,0.1
21211,Shelby County,Kentucky,0.11599999999999999
21213,Simpson County,Kentucky,0.13699999999999998
21215,Spencer County,Kentucky,0.07
21217,Taylor County,Kentucky,0.19399999999999998
21219,Todd County,Kentucky,0.163
21221,Trigg County,Kentucky,0.136
21223,Trimble County,Kentucky,0.132
21225,Union County,Kentucky,0.145
21227,Warren County,Kentucky,0.142
21229,Washington County,Kentucky,0.131
21231,Wayne County,Kentucky,0.25
21233,Webster County,Kentucky,0.154
21235,Whitley County,Kentucky,0.26899999999999996
21237,Wolfe County,Kentucky,0.28600000000000003
21239,Woodford County,Kentucky,0.106
22001,Acadia Parish,Louisiana,0.25
22003,Allen Parish,Louisiana,0.201
22005,Ascension Parish,Louisiana,0.107
22007,Assumption Parish,Louisiana,0.183
22009,Avoyelles Parish,Louisiana,0.27
22011,Beauregard Parish,Louisiana,0.157
22013,Bienville Parish,Louisiana,0.253
22015,Bossier Parish,Louisiana,0.138
22017,Caddo Parish,Louisiana,0.228
22019,Calcasieu Parish,Louisiana,0.17600000000000002
22021,Caldwell Parish,Louisiana,0.203
22023,Cameron Parish,Louisiana,0.138
22025,Catahoula Parish,Louisiana,0.3
22027,Claiborne Parish,Louisiana,0.292
22029,Concordia Parish,Louisiana,0.252
22031,De Soto Parish,Louisiana,0.177
22033,East Baton Rouge Parish,Louisiana,0.2
22035,East Carroll Parish,Louisiana,0.465
22037,East Feliciana Parish,Louisiana,0.19899999999999998
22039,Evangeline Parish,Louisiana,0.222
22041,Franklin Parish,Louisiana,0.239
22043,Grant Parish,Louisiana,0.204
22045,Iberia Parish,Louisiana,0.221
22047,Iberville Parish,Louisiana,0.20199999999999999
22049,Jackson Parish,Louisiana,0.19399999999999998
22051,Jefferson Parish,Louisiana,0.171
22053,Jefferson Davis Parish,Louisiana,0.17800000000000002
22055,Lafayette Parish,Louisiana,0.16899999999999998
22057,Lafourche Parish,Louisiana,0.19399999999999998
22059,LaSalle Parish,Louisiana,0.2
22061,Lincoln Parish,Louisiana,0.284
22063,Livingston Parish,Louisiana,0.141
22065,Madison Parish,Louisiana,0.341
22067,Morehouse Parish,Louisiana,0.313
22069,Natchitoches Parish,Louisiana,0.243
22071,Orleans Parish,Louisiana,0.231
22073,Ouachita Parish,Louisiana,0.214
22075,Plaquemines Parish,Louisiana,0.156
22077,Pointe Coupee Parish,Louisiana,0.201
22079,Rapides Parish,Louisiana,0.19899999999999998
22081,Red River Parish,Louisiana,0.245
22083,Richland Parish,Louisiana,0.251
22085,Sabine Parish,Louisiana,0.193
22087,St. Bernard Parish,Louisiana,0.18
22089,St. Charles Parish,Louisiana,0.129
22091,St. Helena Parish,Louisiana,0.228
22093,St. James Parish,Louisiana,0.151
22095,St. John the Baptist Parish,Louisiana,0.168
22097,St. Landry Parish,Louisiana,0.23199999999999998
22099,St. Martin Parish,Louisiana,0.18100000000000002
22101,St. Mary Parish,Louisiana,0.214
22103,St. Tammany Parish,Louisiana,0.11900000000000001
22105,Tangipahoa Parish,Louisiana,0.19
22107,Tensas Parish,Louisiana,0.308
22109,Terrebonne Parish,Louisiana,0.161
22111,Union Parish,Louisiana,0.183
22113,Vermilion Parish,Louisiana,0.175
22115,Vernon Parish,Louisiana,0.16699999999999998
22117,Washington Parish,Louisiana,0.233
22119,Webster Parish,Louisiana,0.203
22121,West Baton Rouge Parish,Louisiana,0.136
22123,West Carroll Parish,Louisiana,0.196
22125,West Feliciana Parish,Louisiana,0.223
22127,Winn Parish,Louisiana,0.242
23001,Androscoggin County,Maine,0.13
23003,Aroostook County,Maine,0.121
23005,Cumberland County,Maine,0.069
23007,Franklin County,Maine,0.136
23009,Hancock County,Maine,0.10099999999999999
23011,Kennebec County,Maine,0.115
23013,Knox County,Maine,0.086
23015,Lincoln County,Maine,0.098
23017,Oxford County,Maine,0.145
23019,Penobscot County,Maine,0.126
23021,Piscataquis County,Maine,0.153
23023,Sagadahoc County,Maine,0.087
23025,Somerset County,Maine,0.133
23027,Waldo County,Maine,0.127
23029,Washington County,Maine,0.201
23031,York County,Maine,0.081
24001,Allegany County,Maryland,0.188
24003,Anne Arundel County,Maryland,0.063
24005,Baltimore County,Maryland,0.098
24009,Calvert County,Maryland,0.049
24011,Caroline County,Maryland,0.133
24013,Carroll County,Maryland,0.064
24015,Cecil County,Maryland,0.1
24017,Charles County,Maryland,0.078
24019,Dorchester County,Maryland,0.157
24021,Frederick County,Maryland,0.064
24023,Garrett County,Maryland,0.10800000000000001
24025,Harford County,Maryland,0.073
24027,Howard County,Maryland,0.055999999999999994
24029,Kent County,Maryland,0.13
24031,Montgomery County,Maryland,0.07200000000000001
24033,Prince George's County,Maryland,0.11
24035,Queen Anne's County,Maryland,0.065
24037,St. Mary's County,Maryland,0.084
24039,Somerset County,Maryland,0.22899999999999998
24041,Talbot County,Maryland,0.10099999999999999
24043,Washington County,Maryland,0.115
24045,Wicomico County,Maryland,0.154
24047,Worcester County,Maryland,0.10099999999999999
24510,Baltimore city,Maryland,0.20199999999999999
25001,Barnstable County,Massachusetts,0.08900000000000001
25003,Berkshire County,Massachusetts,0.125
25005,Bristol County,Massachusetts,0.127
25007,Dukes County,Massachusetts,0.085
25009,Essex County,Massachusetts,0.096
25011,Franklin County,Massachusetts,0.11900000000000001
25013,Hampden County,Massachusetts,0.17600000000000002
25015,Hampshire County,Massachusetts,0.124
25017,Middlesex County,Massachusetts,0.077
25019,Nantucket County,Massachusetts,0.065
25021,Norfolk County,Massachusetts,0.077
25023,Plymouth County,Massachusetts,0.08
25025,Suffolk County,Massachusetts,0.151
25027,Worcester County,Massachusetts,0.109
26001,Alcona County,Michigan,0.158
26003,Alger County,Michigan,0.129
26005,Allegan County,Michigan,0.099
26007,Alpena County,Michigan,0.159
26009,Antrim County,Michigan,0.10099999999999999
26011,Arenac County,Michigan,0.15
26013,Baraga County,Michigan,0.156
26015,Barry County,Michigan,0.083
26017,Bay County,Michigan,0.128
26019,Benzie County,Michigan,0.09699999999999999
26021,Berrien County,Michigan,0.136
26023,Branch County,Michigan,0.149
26025,Calhoun County,Michigan,0.14
26027,Cass County,Michigan,0.12300000000000001
26029,Charlevoix County,Michigan,0.091
26031,Cheboygan County,Michigan,0.14
26033,Chippewa County,Michigan,0.136
26035,Clare County,Michigan,0.21100000000000002
26037,Clinton County,Michigan,0.07
26039,Crawford County,Michigan,0.14
26041,Delta County,Michigan,0.141
26043,Dickinson County,Michigan,0.11800000000000001
26045,Eaton County,Michigan,0.10099999999999999
26047,Emmet County,Michigan,0.094
26049,Genesee County,Michigan,0.179
26051,Gladwin County,Michigan,0.142
26053,Gogebic County,Michigan,0.17300000000000001
26055,Grand Traverse County,Michigan,0.07400000000000001
26057,Gratiot County,Michigan,0.163
26059,Hillsdale County,Michigan,0.14800000000000002
26061,Houghton County,Michigan,0.171
26063,Huron County,Michigan,0.14300000000000002
26065,Ingham County,Michigan,0.162
26067,Ionia County,Michigan,0.133
26069,Iosco County,Michigan,0.188
26071,Iron County,Michigan,0.179
26073,Isabella County,Michigan,0.21
26075,Jackson County,Michigan,0.13699999999999998
26077,Kalamazoo County,Michigan,0.13
26079,Kalkaska County,Michigan,0.14
26081,Kent County,Michigan,0.105
26083,Keweenaw County,Michigan,0.12
26085,Lake County,Michigan,0.212
26087,Lapeer County,Michigan,0.094
26089,Leelanau County,Michigan,0.07200000000000001
26091,Lenawee County,Michigan,0.106
26093,Livingston County,Michigan,0.055999999999999994
26095,Luce County,Michigan,0.20199999999999999
26097,Mackinac County,Michigan,0.136
26099,Macomb County,Michigan,0.106
26101,Manistee County,Michigan,0.141
26103,Marquette County,Michigan,0.14300000000000002
26105,Mason County,Michigan,0.146
26107,Mecosta County,Michigan,0.184
26109,Menominee County,Michigan,0.14800000000000002
26111,Midland County,Michigan,0.121
26113,Missaukee County,Michigan,0.115
26115,Monroe County,Michigan,0.113
26117,Montcalm County,Michigan,0.138
26119,Montmorency County,Michigan,0.177
26121,Muskegon County,Michigan,0.14
26123,Newaygo County,Michigan,0.14
26125,Oakland County,Michigan,0.083
26127,Oceana County,Michigan,0.14800000000000002
26129,Ogemaw County,Michigan,0.157
26131,Ontonagon County,Michigan,0.13
26133,Osceola County,Michigan,0.168
26135,Oscoda County,Michigan,0.187
26137,Otsego County,Michigan,0.10400000000000001
26139,Ottawa County,Michigan,0.09
26141,Presque Isle County,Michigan,0.131
26143,Roscommon County,Michigan,0.157
26145,Saginaw County,Michigan,0.162
26147,St. Clair County,Michigan,0.11699999999999999
26149,St. Joseph County,Michigan,0.11699999999999999
26151,Sanilac County,Michigan,0.133
26153,Schoolcraft County,Michigan,0.145
26155,Shiawassee County,Michigan,0.122
26157,Tuscola County,Michigan,0.14300000000000002
26159,Van Buren County,Michigan,0.147
26161,Washtenaw County,Michigan,0.146
26163,Wayne County,Michigan,0.20600000000000002
26165,Wexford County,Michigan,0.134
27001,Aitkin County,Minnesota,0.121
27003,Anoka County,Minnesota,0.065
27005,Becker County,Minnesota,0.11800000000000001
27007,Beltrami County,Minnesota,0.171
27009,Benton County,Minnesota,0.13699999999999998
27011,Big Stone County,Minnesota,0.11800000000000001
27013,Blue Earth County,Minnesota,0.14300000000000002
27015,Brown County,Minnesota,0.081
27017,Carlton County,Minnesota,0.091
27019,Carver County,Minnesota,0.046
27021,Cass County,Minnesota,0.147
27023,Chippewa County,Minnesota,0.135
27025,Chisago County,Minnesota,0.055999999999999994
27027,Clay County,Minnesota,0.131
27029,Clearwater County,Minnesota,0.13
27031,Cook County,Minnesota,0.107
27033,Cottonwood County,Minnesota,0.11199999999999999
27035,Crow Wing County,Minnesota,0.092
27037,Dakota County,Minnesota,0.06
27039,Dodge County,Minnesota,0.07400000000000001
27041,Douglas County,Minnesota,0.087
27043,Faribault County,Minnesota,0.113
27045,Fillmore County,Minnesota,0.096
27047,Freeborn County,Minnesota,0.105
27049,Goodhue County,Minnesota,0.073
27051,Grant County,Minnesota,0.107
27053,Hennepin County,Minnesota,0.10099999999999999
27055,Houston County,Minnesota,0.078
27057,Hubbard County,Minnesota,0.107
27059,Isanti County,Minnesota,0.077
27061,Itasca County,Minnesota,0.127
27063,Jackson County,Minnesota,0.08
27065,Kanabec County,Minnesota,0.1
27067,Kandiyohi County,Minnesota,0.121
27069,Kittson County,Minnesota,0.092
27071,Koochiching County,Minnesota,0.124
27073,Lac qui Parle County,Minnesota,0.095
27075,Lake County,Minnesota,0.087
27077,Lake of the Woods County,Minnesota,0.105
27079,Le Sueur County,Minnesota,0.07400000000000001
27081,Lincoln County,Minnesota,0.09699999999999999
27083,Lyon County,Minnesota,0.11199999999999999
27085,McLeod County,Minnesota,0.079
27087,Mahnomen County,Minnesota,0.193
27089,Marshall County,Minnesota,0.091
27091,Martin County,Minnesota,0.132
27093,Meeker County,Minnesota,0.084
27095,Mille Lacs County,Minnesota,0.107
27097,Morrison County,Minnesota,0.102
27099,Mower County,Minnesota,0.131
27101,Murray County,Minnesota,0.105
27103,Nicollet County,Minnesota,0.087
27105,Nobles County,Minnesota,0.113
27107,Norman County,Minnesota,0.12300000000000001
27109,Olmsted County,Minnesota,0.08
27111,Otter Tail County,Minnesota,0.106
27113,Pennington County,Minnesota,0.10300000000000001
27115,Pine County,Minnesota,0.113
27117,Pipestone County,Minnesota,0.10300000000000001
27119,Polk County,Minnesota,0.107
27121,Pope County,Minnesota,0.087
27123,Ramsey County,Minnesota,0.11900000000000001
27125,Red Lake County,Minnesota,0.099
27127,Redwood County,Minnesota,0.11900000000000001
27129,Renville County,Minnesota,0.11199999999999999
27131,Rice County,Minnesota,0.10300000000000001
27133,Rock County,Minnesota,0.098
27135,Roseau County,Minnesota,0.09
27137,St. Louis County,Minnesota,0.133
27139,Scott County,Minnesota,0.053
27141,Sherburne County,Minnesota,0.057
27143,Sibley County,Minnesota,0.08800000000000001
27145,Stearns County,Minnesota,0.11
27147,Steele County,Minnesota,0.078
27149,Stevens County,Minnesota,0.08900000000000001
27151,Swift County,Minnesota,0.105
27153,Todd County,Minnesota,0.11699999999999999
27155,Traverse County,Minnesota,0.136
27157,Wabasha County,Minnesota,0.081
27159,Wadena County,Minnesota,0.135
27161,Waseca County,Minnesota,0.094
27163,Washington County,Minnesota,0.05
27165,Watonwan County,Minnesota,0.1
27167,Wilkin County,Minnesota,0.10099999999999999
27169,Winona County,Minnesota,0.121
27171,Wright County,Minnesota,0.054000000000000006
27173,Yellow Medicine County,Minnesota,0.09699999999999999
28001,Adams County,Mississippi,0.252
28003,Alcorn County,Mississippi,0.187
28005,Amite County,Mississippi,0.228
28007,Attala County,Mississippi,0.19399999999999998
28009,Benton County,Mississippi,0.2
28011,Bolivar County,Mississippi,0.387
28013,Calhoun County,Mississippi,0.175
